ward,precinct,total,YES,YES Percent,NO,NO Percent,precinct_id
1,1,141,111,78.72,30,21.28,01001
1,2,264,202,76.52,62,23.48,01002
1,3,169,134,79.29,35,20.71,01003
1,4,131,111,84.73,20,15.27,01004
1,5,164,137,83.54,27,16.46,01005
1,6,113,97,85.84,16,14.16,01006
1,7,173,142,82.08,31,17.92,01007
1,8,86,75,87.21,11,12.79,01008
1,9,159,137,86.16,22,13.84,01009
1,10,210,182,86.67,28,13.33,01010
1,11,129,113,87.6,16,12.4,01011
1,12,182,144,79.12,38,20.88,01012
1,13,47,32,68.09,15,31.91,01013
1,14,99,73,73.74,26,26.26,01014
1,15,110,91,82.73,19,17.27,01015
1,16,93,69,74.19,24,25.81,01016
1,17,163,129,79.14,34,20.86,01017
1,18,91,71,78.02,20,21.98,01018
1,19,96,72,75.0,24,25.0,01019
1,20,75,59,78.67,16,21.33,01020
1,21,239,198,82.85,41,17.15,01021
1,22,97,73,75.26,24,24.74,01022
1,23,197,151,76.65,46,23.35,01023
1,24,122,105,86.07,17,13.93,01024
1,25,222,187,84.23,35,15.77,01025
1,26,272,216,79.41,56,20.59,01026
1,27,106,85,80.19,21,19.81,01027
1,28,19,15,78.95,4,21.05,01028
1,29,194,149,76.8,45,23.2,01029
1,30,99,76,76.77,23,23.23,01030
1,31,45,36,80.0,9,20.0,01031
1,32,74,63,85.14,11,14.86,01032
1,33,147,113,76.87,34,23.13,01033
1,34,36,28,77.78,8,22.22,01034
1,35,28,23,82.14,5,17.86,01035
1,36,111,95,85.59,16,14.41,01036
2,1,253,215,84.98,38,15.02,02001
2,2,210,184,87.62,26,12.38,02002
2,3,129,101,78.29,28,21.71,02003
2,4,37,31,83.78,6,16.22,02004
2,5,86,61,70.93,25,29.07,02005
2,6,71,54,76.06,17,23.94,02006
2,7,169,145,85.8,24,14.2,02007
2,8,180,158,87.78,22,12.22,02008
2,9,33,27,81.82,6,18.18,02009
2,10,79,62,78.48,17,21.52,02010
2,11,279,241,86.38,38,13.62,02011
