ward,precinct,total,PETER FLYNN,PETER FLYNN Percent,precinct_id
13,1,152,152,100.0,13001
13,2,152,152,100.0,13002
13,3,194,194,100.0,13003
13,4,197,197,100.0,13004
13,5,147,147,100.0,13005
13,6,158,158,100.0,13006
13,7,156,156,100.0,13007
13,8,180,180,100.0,13008
13,9,185,185,100.0,13009
13,10,166,166,100.0,13010
13,11,145,145,100.0,13011
13,12,177,177,100.0,13012
13,13,172,172,100.0,13013
13,14,132,132,100.0,13014
13,15,166,166,100.0,13015
13,16,121,121,100.0,13016
13,17,124,124,100.0,13017
13,18,131,131,100.0,13018
13,19,120,120,100.0,13019
13,20,141,141,100.0,13020
13,21,161,161,100.0,13021
13,22,179,179,100.0,13022
13,23,159,159,100.0,13023
13,24,203,203,100.0,13024
13,25,168,168,100.0,13025
13,26,118,118,100.0,13026
13,27,176,176,100.0,13027
13,28,133,133,100.0,13028
13,29,186,186,100.0,13029
13,30,150,150,100.0,13030
13,31,147,147,100.0,13031
13,32,144,144,100.0,13032
13,33,175,175,100.0,13033
13,34,143,143,100.0,13034
13,35,160,160,100.0,13035
13,36,152,152,100.0,13036
13,37,124,124,100.0,13037
13,38,89,89,100.0,13038
13,39,177,177,100.0,13039
13,40,162,162,100.0,13040
13,41,140,140,100.0,13041
13,42,151,151,100.0,13042
13,43,132,132,100.0,13043
13,44,131,131,100.0,13044
13,45,144,144,100.0,13045
13,46,159,159,100.0,13046
13,47,146,146,100.0,13047
13,48,164,164,100.0,13048
13,49,136,136,100.0,13049
13,50,156,156,100.0,13050
13,51,156,156,100.0,13051
13,52,181,181,100.0,13052
13,53,195,195,100.0,13053
13,54,167,167,100.0,13054
13,55,188,188,100.0,13055
13,56,195,195,100.0,13056
13,57,184,184,100.0,13057
13,58,196,196,100.0,13058
13,59,169,169,100.0,13059
13,60,104,104,100.0,13060
13,61,229,229,100.0,13061
13,62,184,184,100.0,13062
13,63,218,218,100.0,13063
14,1,103,103,100.0,14001
14,2,111,111,100.0,14002
14,3,131,131,100.0,14003
14,4,104,104,100.0,14004
14,9,114,114,100.0,14009
14,13,151,151,100.0,14013
14,27,150,150,100.0,14027
14,28,109,109,100.0,14028
14,35,65,65,100.0,14035
14,43,129,129,100.0,14043
14,44,159,159,100.0,14044
14,45,120,120,100.0,14045
15,3,168,168,100.0,15003
15,8,129,129,100.0,15008
15,10,192,192,100.0,15010
15,12,166,166,100.0,15012
15,13,104,104,100.0,15013
15,14,76,76,100.0,15014
15,15,122,122,100.0,15015
15,16,210,210,100.0,15016
15,25,168,168,100.0,15025
15,27,201,201,100.0,15027
15,28,268,268,100.0,15028
15,32,133,133,100.0,15032
15,34,114,114,100.0,15034
15,41,188,188,100.0,15041
15,44,83,83,100.0,15044
15,45,154,154,100.0,15045
15,46,124,124,100.0,15046
17,11,162,162,100.0,17011
17,32,157,157,100.0,17032
17,40,150,150,100.0,17040
18,1,188,188,100.0,18001
18,2,176,176,100.0,18002
18,3,172,172,100.0,18003
18,4,277,277,100.0,18004
18,5,166,166,100.0,18005
18,7,116,116,100.0,18007
18,8,163,163,100.0,18008
18,9,207,207,100.0,18009
18,10,287,287,100.0,18010
18,11,156,156,100.0,18011
18,12,182,182,100.0,18012
18,13,154,154,100.0,18013
18,14,270,270,100.0,18014
18,15,135,135,100.0,18015
18,16,185,185,100.0,18016
18,17,251,251,100.0,18017
18,18,256,256,100.0,18018
18,19,94,94,100.0,18019
18,21,218,218,100.0,18021
18,22,191,191,100.0,18022
18,23,169,169,100.0,18023
18,28,157,157,100.0,18028
18,29,174,174,100.0,18029
18,31,153,153,100.0,18031
18,32,234,234,100.0,18032
18,33,165,165,100.0,18033
18,34,234,234,100.0,18034
18,35,214,214,100.0,18035
18,36,110,110,100.0,18036
18,37,119,119,100.0,18037
18,40,216,216,100.0,18040
18,49,142,142,100.0,18049
18,54,248,248,100.0,18054
18,62,133,133,100.0,18062
19,1,267,267,100.0,19001
19,2,214,214,100.0,19002
19,3,205,205,100.0,19003
19,4,209,209,100.0,19004
19,5,222,222,100.0,19005
19,6,235,235,100.0,19006
19,7,228,228,100.0,19007
19,8,194,194,100.0,19008
19,9,178,178,100.0,19009
19,10,293,293,100.0,19010
19,11,236,236,100.0,19011
19,12,200,200,100.0,19012
19,13,199,199,100.0,19013
19,14,166,166,100.0,19014
19,15,132,132,100.0,19015
19,16,291,291,100.0,19016
19,17,215,215,100.0,19017
19,18,304,304,100.0,19018
19,19,263,263,100.0,19019
19,20,210,210,100.0,19020
19,21,205,205,100.0,19021
