ward,precinct,total,JOHN JOSEPH COYNE,JOHN JOSEPH COYNE Percent,SHELVIN LOUISE MARIE HALL,SHELVIN LOUISE MARIE HALL Percent,precinct_id
40,4,335,61,18.21,274,81.79,40004
40,5,266,52,19.55,214,80.45,40005
40,6,245,53,21.63,192,78.37,40006
40,7,286,41,14.34,245,85.66,40007
40,8,369,50,13.55,319,86.45,40008
40,9,193,40,20.73,153,79.27,40009
40,10,299,82,27.42,217,72.58,40010
40,11,258,34,13.18,224,86.82,40011
40,12,232,29,12.5,203,87.5,40012
40,13,289,48,16.61,241,83.39,40013
40,14,246,44,17.89,202,82.11,40014
40,15,334,74,22.16,260,77.84,40015
40,16,310,37,11.94,273,88.06,40016
40,17,133,42,31.58,91,68.42,40017
40,18,288,56,19.44,232,80.56,40018
40,19,239,77,32.22,162,67.78,40019
40,20,211,56,26.54,155,73.46,40020
40,21,253,45,17.79,208,82.21,40021
40,22,196,32,16.33,164,83.67,40022
40,23,314,64,20.38,250,79.62,40023
40,24,171,46,26.9,125,73.1,40024
40,25,194,71,36.6,123,63.4,40025
40,26,265,37,13.96,228,86.04,40026
40,27,382,79,20.68,303,79.32,40027
40,28,267,48,17.98,219,82.02,40028
40,29,224,69,30.8,155,69.2,40029
40,30,228,60,26.32,168,73.68,40030
40,31,261,88,33.72,173,66.28,40031
40,32,200,56,28.0,144,72.0,40032
40,33,266,57,21.43,209,78.57,40033
40,34,192,42,21.88,150,78.13,40034
40,35,328,78,23.78,250,76.22,40035
40,36,298,65,21.81,233,78.19,40036
40,37,399,86,21.55,313,78.45,40037
40,38,163,29,17.79,134,82.21,40038
40,39,246,56,22.76,190,77.24,40039
40,40,176,44,25.0,132,75.0,40040
40,41,401,60,14.96,341,85.04,40041
40,42,403,77,19.11,326,80.89,40042
40,43,341,53,15.54,288,84.46,40043
40,44,214,43,20.09,171,79.91,40044
40,45,398,78,19.6,320,80.4,40045
40,46,317,56,17.67,261,82.33,40046
40,47,339,54,15.93,285,84.07,40047
41,1,274,129,47.08,145,52.92,41001
41,2,382,198,51.83,184,48.17,41002
41,3,327,135,41.28,192,58.72,41003
41,4,353,177,50.14,176,49.86,41004
41,5,290,139,47.93,151,52.07,41005
41,6,294,146,49.66,148,50.34,41006
41,7,475,219,46.11,256,53.89,41007
41,8,331,145,43.81,186,56.19,41008
41,9,302,116,38.41,186,61.59,41009
41,10,325,165,50.77,160,49.23,41010
41,11,296,150,50.68,146,49.32,41011
41,12,339,116,34.22,223,65.78,41012
41,13,266,107,40.23,159,59.77,41013
41,14,374,163,43.58,211,56.42,41014
41,15,232,100,43.1,132,56.9,41015
41,16,334,121,36.23,213,63.77,41016
41,17,325,143,44.0,182,56.0,41017
41,18,236,110,46.61,126,53.39,41018
41,19,415,172,41.45,243,58.55,41019
41,20,309,121,39.16,188,60.84,41020
41,21,253,120,47.43,133,52.57,41021
41,22,298,142,47.65,156,52.35,41022
41,23,324,130,40.12,194,59.88,41023
41,24,315,148,46.98,167,53.02,41024
41,25,223,102,45.74,121,54.26,41025
41,26,208,95,45.67,113,54.33,41026
41,27,194,71,36.6,123,63.4,41027
41,28,246,91,36.99,155,63.01,41028
41,29,193,72,37.31,121,62.69,41029
41,30,297,123,41.41,174,58.59,41030
41,31,333,162,48.65,171,51.35,41031
41,32,270,135,50.0,135,50.0,41032
41,33,299,148,49.5,151,50.5,41033
41,34,290,146,50.34,144,49.66,41034
41,35,312,141,45.19,171,54.81,41035
41,36,301,157,52.16,144,47.84,41036
41,37,392,170,43.37,222,56.63,41037
41,38,327,123,37.61,204,62.39,41038
41,39,356,168,47.19,188,52.81,41039
41,40,248,111,44.76,137,55.24,41040
41,41,323,173,53.56,150,46.44,41041
41,42,304,156,51.32,148,48.68,41042
41,43,255,100,39.22,155,60.78,41043
41,44,261,115,44.06,146,55.94,41044
41,45,301,100,33.22,201,66.78,41045
41,46,269,124,46.1,145,53.9,41046
41,47,302,164,54.3,138,45.7,41047
41,48,270,112,41.48,158,58.52,41048
41,49,228,120,52.63,108,47.37,41049
41,50,318,126,39.62,192,60.38,41050
41,51,201,89,44.28,112,55.72,41051
41,52,317,146,46.06,171,53.94,41052
41,53,371,193,52.02,178,47.98,41053
41,54,274,129,47.08,145,52.92,41054
41,55,313,150,47.92,163,52.08,41055
41,56,364,197,54.12,167,45.88,41056
41,57,326,148,45.4,178,54.6,41057
41,58,234,116,49.57,118,50.43,41058
41,59,276,134,48.55,142,51.45,41059
41,60,264,125,47.35,139,52.65,41060
41,61,345,164,47.54,181,52.46,41061
41,62,310,120,38.71,190,61.29,41062
41,63,277,141,50.9,136,49.1,41063
41,64,349,178,51.0,171,49.0,41064
41,65,248,122,49.19,126,50.81,41065
41,66,326,158,48.47,168,51.53,41066
42,1,456,168,36.84,288,63.16,42001
42,2,338,141,41.72,197,58.28,42002
42,3,344,106,30.81,238,69.19,42003
42,4,359,150,41.78,209,58.22,42004
42,5,314,96,30.57,218,69.43,42005
42,6,588,196,33.33,392,66.67,42006
42,7,397,160,40.3,237,59.7,42007
42,8,514,175,34.05,339,65.95,42008
42,9,517,189,36.56,328,63.44,42009
42,10,572,247,43.18,325,56.82,42010
42,11,410,183,44.63,227,55.37,42011
42,12,268,67,25.0,201,75.0,42012
42,13,555,199,35.86,356,64.14,42013
42,14,927,385,41.53,542,58.47,42014
42,15,455,163,35.82,292,64.18,42015
42,16,661,248,37.52,413,62.48,42016
42,17,330,110,33.33,220,66.67,42017
42,18,224,53,23.66,171,76.34,42018
42,19,582,243,41.75,339,58.25,42019
42,20,288,102,35.42,186,64.58,42020
42,21,300,89,29.67,211,70.33,42021
42,22,214,56,26.17,158,73.83,42022
42,23,461,165,35.79,296,64.21,42023
42,24,475,165,34.74,310,65.26,42024
42,25,359,130,36.21,229,63.79,42025
42,26,475,157,33.05,318,66.95,42026
42,27,462,179,38.74,283,61.26,42027
42,28,357,115,32.21,242,67.79,42028
42,29,393,173,44.02,220,55.98,42029
42,30,587,231,39.35,356,60.65,42030
42,31,223,90,40.36,133,59.64,42031
42,32,300,100,33.33,200,66.67,42032
42,33,401,132,32.92,269,67.08,42033
42,34,357,128,35.85,229,64.15,42034
42,35,253,81,32.02,172,67.98,42035
42,36,637,248,38.93,389,61.07,42036
42,37,372,135,36.29,237,63.71,42037
42,38,469,194,41.36,275,58.64,42038
42,39,397,114,28.72,283,71.28,42039
42,40,248,62,25.0,186,75.0,42040
42,41,330,121,36.67,209,63.33,42041
42,42,395,151,38.23,244,61.77,42042
42,43,401,173,43.14,228,56.86,42043
42,44,464,182,39.22,282,60.78,42044
42,45,370,119,32.16,251,67.84,42045
42,46,252,66,26.19,186,73.81,42046
42,47,208,79,37.98,129,62.02,42047
42,48,196,59,30.1,137,69.9,42048
42,49,277,75,27.08,202,72.92,42049
42,50,398,183,45.98,215,54.02,42050
42,51,344,154,44.77,190,55.23,42051
42,52,228,79,34.65,149,65.35,42052
42,53,232,94,40.52,138,59.48,42053
42,54,341,156,45.75,185,54.25,42054
42,55,422,178,42.18,244,57.82,42055
42,56,323,139,43.03,184,56.97,42056
42,57,142,46,32.39,96,67.61,42057
42,58,486,127,26.13,359,73.87,42058
42,59,256,60,23.44,196,76.56,42059
42,60,310,114,36.77,196,63.23,42060
42,61,230,97,42.17,133,57.83,42061
42,62,255,91,35.69,164,64.31,42062
42,63,316,115,36.39,201,63.61,42063
42,64,181,65,35.91,116,64.09,42064
42,65,380,167,43.95,213,56.05,42065
42,66,328,112,34.15,216,65.85,42066
42,67,323,36,11.15,287,88.85,42067
43,1,415,180,43.37,235,56.63,43001
43,2,325,121,37.23,204,62.77,43002
43,3,444,165,37.16,279,62.84,43003
43,4,337,117,34.72,220,65.28,43004
43,5,449,185,41.2,264,58.8,43005
43,6,345,135,39.13,210,60.87,43006
43,7,356,131,36.8,225,63.2,43007
43,8,382,119,31.15,263,68.85,43008
43,9,387,168,43.41,219,56.59,43009
43,10,324,105,32.41,219,67.59,43010
43,11,330,139,42.12,191,57.88,43011
43,12,497,179,36.02,318,63.98,43012
43,13,282,106,37.59,176,62.41,43013
43,14,267,84,31.46,183,68.54,43014
43,15,364,143,39.29,221,60.71,43015
43,16,402,168,41.79,234,58.21,43016
43,17,544,235,43.2,309,56.8,43017
43,18,107,42,39.25,65,60.75,43018
43,19,458,173,37.77,285,62.23,43019
43,20,496,176,35.48,320,64.52,43020
43,21,323,125,38.7,198,61.3,43021
43,22,295,117,39.66,178,60.34,43022
43,23,357,125,35.01,232,64.99,43023
43,24,324,145,44.75,179,55.25,43024
43,25,371,97,26.15,274,73.85,43025
43,26,312,125,40.06,187,59.94,43026
43,27,356,120,33.71,236,66.29,43027
43,28,394,193,48.98,201,51.02,43028
43,29,268,118,44.03,150,55.97,43029
43,30,281,117,41.64,164,58.36,43030
43,31,375,163,43.47,212,56.53,43031
43,32,299,108,36.12,191,63.88,43032
43,33,405,176,43.46,229,56.54,43033
43,34,342,120,35.09,222,64.91,43034
43,35,505,222,43.96,283,56.04,43035
43,36,384,167,43.49,217,56.51,43036
43,37,325,126,38.77,199,61.23,43037
43,38,375,143,38.13,232,61.87,43038
43,39,368,153,41.58,215,58.42,43039
43,40,402,122,30.35,280,69.65,43040
43,41,393,165,41.98,228,58.02,43041
43,42,309,121,39.16,188,60.84,43042
43,43,410,168,40.98,242,59.02,43043
43,44,529,194,36.67,335,63.33,43044
43,45,379,147,38.79,232,61.21,43045
43,46,460,212,46.09,248,53.91,43046
43,47,400,142,35.5,258,64.5,43047
43,48,497,183,36.82,314,63.18,43048
43,49,294,116,39.46,178,60.54,43049
43,50,304,135,44.41,169,55.59,43050
43,51,338,108,31.95,230,68.05,43051
43,52,669,273,40.81,396,59.19,43052
43,53,388,119,30.67,269,69.33,43053
43,54,239,112,46.86,127,53.14,43054
43,55,264,31,11.74,233,88.26,43055
43,56,365,110,30.14,255,69.86,43056
43,57,282,125,44.33,157,55.67,43057
43,58,377,135,35.81,242,64.19,43058
43,59,331,104,31.42,227,68.58,43059
43,60,263,75,28.52,188,71.48,43060
44,1,341,92,26.98,249,73.02,44001
44,2,368,100,27.17,268,72.83,44002
44,3,368,82,22.28,286,77.72,44003
44,4,360,85,23.61,275,76.39,44004
44,5,558,153,27.42,405,72.58,44005
44,6,522,157,30.08,365,69.92,44006
44,7,442,155,35.07,287,64.93,44007
44,8,565,152,26.9,413,73.1,44008
44,9,624,244,39.1,380,60.9,44009
44,10,523,98,18.74,425,81.26,44010
44,11,432,156,36.11,276,63.89,44011
44,12,357,95,26.61,262,73.39,44012
44,13,510,165,32.35,345,67.65,44013
44,14,555,186,33.51,369,66.49,44014
44,15,562,129,22.95,433,77.05,44015
44,16,500,155,31.0,345,69.0,44016
44,17,505,137,27.13,368,72.87,44017
44,18,180,57,31.67,123,68.33,44018
44,19,354,85,24.01,269,75.99,44019
44,20,683,214,31.33,469,68.67,44020
44,21,575,160,27.83,415,72.17,44021
44,22,276,71,25.72,205,74.28,44022
44,23,481,112,23.28,369,76.72,44023
44,24,436,129,29.59,307,70.41,44024
44,25,465,180,38.71,285,61.29,44025
44,26,431,108,25.06,323,74.94,44026
44,27,622,240,38.59,382,61.41,44027
44,28,374,136,36.36,238,63.64,44028
44,29,601,240,39.93,361,60.07,44029
44,30,491,111,22.61,380,77.39,44030
44,31,563,212,37.66,351,62.34,44031
44,32,315,64,20.32,251,79.68,44032
44,33,675,137,20.3,538,79.7,44033
44,34,357,102,28.57,255,71.43,44034
44,35,335,89,26.57,246,73.43,44035
44,36,381,128,33.6,253,66.4,44036
44,37,599,136,22.7,463,77.3,44037
44,38,590,236,40.0,354,60.0,44038
44,39,650,252,38.77,398,61.23,44039
44,40,480,198,41.25,282,58.75,44040
44,41,551,145,26.32,406,73.68,44041
44,42,417,119,28.54,298,71.46,44042
44,43,542,178,32.84,364,67.16,44043
44,44,585,116,19.83,469,80.17,44044
44,45,570,195,34.21,375,65.79,44045
44,46,327,80,24.46,247,75.54,44046
44,47,456,183,40.13,273,59.87,44047
44,48,302,94,31.13,208,68.87,44048
44,49,356,91,25.56,265,74.44,44049
44,50,451,178,39.47,273,60.53,44050
45,1,209,91,43.54,118,56.46,45001
45,2,324,122,37.65,202,62.35,45002
45,3,382,98,25.65,284,74.35,45003
45,4,327,177,54.13,150,45.87,45004
45,5,212,95,44.81,117,55.19,45005
45,6,295,97,32.88,198,67.12,45006
45,7,319,119,37.3,200,62.7,45007
45,8,309,109,35.28,200,64.72,45008
45,9,331,125,37.76,206,62.24,45009
45,10,415,124,29.88,291,70.12,45010
45,11,339,131,38.64,208,61.36,45011
45,12,366,128,34.97,238,65.03,45012
45,13,347,118,34.01,229,65.99,45013
45,14,371,104,28.03,267,71.97,45014
45,15,333,108,32.43,225,67.57,45015
45,16,341,76,22.29,265,77.71,45016
45,17,280,108,38.57,172,61.43,45017
45,18,308,93,30.19,215,69.81,45018
45,19,393,139,35.37,254,64.63,45019
45,20,298,115,38.59,183,61.41,45020
45,21,343,127,37.03,216,62.97,45021
45,22,270,88,32.59,182,67.41,45022
45,23,273,96,35.16,177,64.84,45023
45,24,435,181,41.61,254,58.39,45024
45,25,273,71,26.01,202,73.99,45025
45,26,313,88,28.12,225,71.88,45026
45,27,323,104,32.2,219,67.8,45027
45,28,369,75,20.33,294,79.67,45028
45,29,326,102,31.29,224,68.71,45029
45,30,322,128,39.75,194,60.25,45030
45,31,300,83,27.67,217,72.33,45031
45,32,320,132,41.25,188,58.75,45032
45,33,352,144,40.91,208,59.09,45033
45,34,279,84,30.11,195,69.89,45034
45,35,343,130,37.9,213,62.1,45035
45,36,395,172,43.54,223,56.46,45036
45,37,302,78,25.83,224,74.17,45037
45,38,363,95,26.17,268,73.83,45038
45,39,372,104,27.96,268,72.04,45039
45,40,315,88,27.94,227,72.06,45040
45,41,292,100,34.25,192,65.75,45041
45,42,291,90,30.93,201,69.07,45042
45,43,279,103,36.92,176,63.08,45043
45,44,336,132,39.29,204,60.71,45044
45,45,283,101,35.69,182,64.31,45045
45,46,342,99,28.95,243,71.05,45046
45,47,326,114,34.97,212,65.03,45047
45,48,331,102,30.82,229,69.18,45048
45,49,314,117,37.26,197,62.74,45049
45,50,330,112,33.94,218,66.06,45050
45,51,335,140,41.79,195,58.21,45051
45,52,311,113,36.33,198,63.67,45052
45,53,301,101,33.55,200,66.45,45053
45,54,341,139,40.76,202,59.24,45054
45,55,290,93,32.07,197,67.93,45055
45,56,315,106,33.65,209,66.35,45056
45,57,345,131,37.97,214,62.03,45057
45,58,210,88,41.9,122,58.1,45058
46,1,568,130,22.89,438,77.11,46001
46,2,363,64,17.63,299,82.37,46002
46,3,522,90,17.24,432,82.76,46003
46,4,296,49,16.55,247,83.45,46004
46,5,491,169,34.42,322,65.58,46005
46,6,321,26,8.1,295,91.9,46006
46,7,608,146,24.01,462,75.99,46007
46,8,432,36,8.33,396,91.67,46008
46,9,405,95,23.46,310,76.54,46009
46,10,582,147,25.26,435,74.74,46010
46,11,446,62,13.9,384,86.1,46011
46,12,382,61,15.97,321,84.03,46012
46,13,669,177,26.46,492,73.54,46013
46,14,292,31,10.62,261,89.38,46014
46,15,465,101,21.72,364,78.28,46015
46,16,594,96,16.16,498,83.84,46016
46,17,543,144,26.52,399,73.48,46017
46,18,423,95,22.46,328,77.54,46018
46,19,395,57,14.43,338,85.57,46019
46,20,408,30,7.35,378,92.65,46020
46,21,166,28,16.87,138,83.13,46021
46,22,280,91,32.5,189,67.5,46022
46,23,285,23,8.07,262,91.93,46023
46,24,494,120,24.29,374,75.71,46024
46,25,295,42,14.24,253,85.76,46025
46,26,390,48,12.31,342,87.69,46026
46,27,603,145,24.05,458,75.95,46027
46,28,579,153,26.42,426,73.58,46028
46,29,343,80,23.32,263,76.68,46029
46,30,447,102,22.82,345,77.18,46030
46,31,482,108,22.41,374,77.59,46031
46,32,499,66,13.23,433,86.77,46032
46,33,435,94,21.61,341,78.39,46033
46,34,539,78,14.47,461,85.53,46034
46,35,352,67,19.03,285,80.97,46035
46,36,421,115,27.32,306,72.68,46036
46,37,584,95,16.27,489,83.73,46037
46,38,234,32,13.68,202,86.32,46038
46,39,479,127,26.51,352,73.49,46039
47,1,181,26,14.36,155,85.64,47001
47,2,452,117,25.88,335,74.12,47002
47,3,341,60,17.6,281,82.4,47003
47,4,382,115,30.1,267,69.9,47004
47,5,322,74,22.98,248,77.02,47005
47,6,443,107,24.15,336,75.85,47006
47,7,417,111,26.62,306,73.38,47007
47,8,470,99,21.06,371,78.94,47008
47,9,396,97,24.49,299,75.51,47009
47,10,474,88,18.57,386,81.43,47010
47,11,565,94,16.64,471,83.36,47011
47,12,418,77,18.42,341,81.58,47012
47,13,483,88,18.22,395,81.78,47013
47,14,406,63,15.52,343,84.48,47014
47,15,420,129,30.71,291,69.29,47015
47,16,249,53,21.29,196,78.71,47016
47,17,361,69,19.11,292,80.89,47017
47,18,401,84,20.95,317,79.05,47018
47,19,353,69,19.55,284,80.45,47019
47,20,420,86,20.48,334,79.52,47020
47,21,286,56,19.58,230,80.42,47021
47,22,282,56,19.86,226,80.14,47022
47,23,180,28,15.56,152,84.44,47023
47,24,290,88,30.34,202,69.66,47024
47,25,360,95,26.39,265,73.61,47025
47,26,580,108,18.62,472,81.38,47026
47,27,383,94,24.54,289,75.46,47027
47,28,453,74,16.34,379,83.66,47028
47,29,502,132,26.29,370,73.71,47029
47,30,272,46,16.91,226,83.09,47030
47,31,431,96,22.27,335,77.73,47031
47,32,589,100,16.98,489,83.02,47032
47,33,345,58,16.81,287,83.19,47033
47,34,440,82,18.64,358,81.36,47034
47,35,449,115,25.61,334,74.39,47035
47,36,454,84,18.5,370,81.5,47036
47,37,502,94,18.73,408,81.27,47037
47,38,397,87,21.91,310,78.09,47038
47,39,384,77,20.05,307,79.95,47039
47,40,301,62,20.6,239,79.4,47040
47,41,266,51,19.17,215,80.83,47041
47,42,349,68,19.48,281,80.52,47042
47,43,546,146,26.74,400,73.26,47043
47,44,405,119,29.38,286,70.62,47044
47,45,343,71,20.7,272,79.3,47045
48,1,401,63,15.71,338,84.29,48001
48,2,301,56,18.6,245,81.4,48002
48,3,413,66,15.98,347,84.02,48003
48,4,406,98,24.14,308,75.86,48004
48,5,293,87,29.69,206,70.31,48005
48,6,428,44,10.28,384,89.72,48006
48,7,412,68,16.5,344,83.5,48007
48,8,286,92,32.17,194,67.83,48008
48,9,317,73,23.03,244,76.97,48009
48,10,283,39,13.78,244,86.22,48010
48,11,423,69,16.31,354,83.69,48011
48,12,302,43,14.24,259,85.76,48012
48,13,290,50,17.24,240,82.76,48013
48,14,390,62,15.9,328,84.1,48014
48,15,264,35,13.26,229,86.74,48015
48,16,336,36,10.71,300,89.29,48016
48,17,342,53,15.5,289,84.5,48017
48,18,272,32,11.76,240,88.24,48018
48,19,299,51,17.06,248,82.94,48019
48,20,339,68,20.06,271,79.94,48020
48,21,436,41,9.4,395,90.6,48021
48,22,422,98,23.22,324,76.78,48022
48,23,302,58,19.21,244,80.79,48023
48,24,253,38,15.02,215,84.98,48024
48,25,370,49,13.24,321,86.76,48025
48,26,379,84,22.16,295,77.84,48026
48,27,206,34,16.5,172,83.5,48027
48,28,279,45,16.13,234,83.87,48028
48,29,266,34,12.78,232,87.22,48029
48,30,237,43,18.14,194,81.86,48030
48,31,383,32,8.36,351,91.64,48031
48,32,418,56,13.4,362,86.6,48032
48,33,257,63,24.51,194,75.49,48033
48,34,350,61,17.43,289,82.57,48034
48,35,398,60,15.08,338,84.92,48035
48,36,260,45,17.31,215,82.69,48036
48,37,388,55,14.18,333,85.82,48037
48,38,321,54,16.82,267,83.18,48038
48,39,259,60,23.17,199,76.83,48039
48,40,331,60,18.13,271,81.87,48040
48,41,255,44,17.25,211,82.75,48041
48,42,397,53,13.35,344,86.65,48042
48,43,342,46,13.45,296,86.55,48043
48,44,375,46,12.27,329,87.73,48044
48,45,273,37,13.55,236,86.45,48045
48,46,286,37,12.94,249,87.06,48046
48,47,270,23,8.52,247,91.48,48047
48,48,255,40,15.69,215,84.31,48048
49,1,330,11,3.33,319,96.67,49001
49,2,323,49,15.17,274,84.83,49002
49,3,381,34,8.92,347,91.08,49003
49,4,283,28,9.89,255,90.11,49004
49,5,393,45,11.45,348,88.55,49005
49,6,375,65,17.33,310,82.67,49006
49,7,295,49,16.61,246,83.39,49007
49,8,283,39,13.78,244,86.22,49008
49,9,344,57,16.57,287,83.43,49009
49,10,412,69,16.75,343,83.25,49010
49,11,368,41,11.14,327,88.86,49011
49,12,298,71,23.83,227,76.17,49012
49,13,322,41,12.73,281,87.27,49013
49,14,353,66,18.7,287,81.3,49014
49,15,356,51,14.33,305,85.67,49015
49,16,314,48,15.29,266,84.71,49016
49,17,163,38,23.31,125,76.69,49017
49,18,346,33,9.54,313,90.46,49018
49,19,327,29,8.87,298,91.13,49019
49,20,391,66,16.88,325,83.12,49020
49,21,400,106,26.5,294,73.5,49021
49,22,331,41,12.39,290,87.61,49022
49,23,408,46,11.27,362,88.73,49023
49,24,427,37,8.67,390,91.33,49024
49,25,289,44,15.22,245,84.78,49025
49,26,481,48,9.98,433,90.02,49026
49,27,410,37,9.02,373,90.98,49027
49,28,390,51,13.08,339,86.92,49028
49,29,233,36,15.45,197,84.55,49029
49,30,323,33,10.22,290,89.78,49030
49,31,353,48,13.6,305,86.4,49031
49,32,326,60,18.4,266,81.6,49032
49,33,277,30,10.83,247,89.17,49033
49,34,320,28,8.75,292,91.25,49034
49,35,306,54,17.65,252,82.35,49035
49,36,238,29,12.18,209,87.82,49036
49,37,223,42,18.83,181,81.17,49037
50,1,297,41,13.8,256,86.2,50001
50,2,324,48,14.81,276,85.19,50002
50,3,283,56,19.79,227,80.21,50003
50,4,291,51,17.53,240,82.47,50004
50,5,339,61,17.99,278,82.01,50005
50,6,255,43,16.86,212,83.14,50006
50,7,352,87,24.72,265,75.28,50007
50,8,366,103,28.14,263,71.86,50008
50,9,260,60,23.08,200,76.92,50009
50,10,231,57,24.68,174,75.32,50010
50,11,288,53,18.4,235,81.6,50011
50,12,218,20,9.17,198,90.83,50012
50,13,234,63,26.92,171,73.08,50013
50,14,176,17,9.66,159,90.34,50014
50,15,348,70,20.11,278,79.89,50015
50,16,182,21,11.54,161,88.46,50016
50,17,255,63,24.71,192,75.29,50017
50,18,240,51,21.25,189,78.75,50018
50,19,293,59,20.14,234,79.86,50019
50,20,329,100,30.4,229,69.6,50020
50,21,329,74,22.49,255,77.51,50021
50,22,333,71,21.32,262,78.68,50022
50,23,201,51,25.37,150,74.63,50023
50,24,288,59,20.49,229,79.51,50024
50,25,335,101,30.15,234,69.85,50025
50,26,232,46,19.83,186,80.17,50026
50,27,122,14,11.48,108,88.52,50027
50,28,241,44,18.26,197,81.74,50028
50,29,331,71,21.45,260,78.55,50029
50,30,258,51,19.77,207,80.23,50030
50,31,103,8,7.77,95,92.23,50031
50,32,294,55,18.71,239,81.29,50032
50,33,205,57,27.8,148,72.2,50033
50,34,301,55,18.27,246,81.73,50034
50,35,367,67,18.26,300,81.74,50035
50,36,323,86,26.63,237,73.37,50036
50,37,356,64,17.98,292,82.02,50037
50,38,185,17,9.19,168,90.81,50038
50,39,240,51,21.25,189,78.75,50039
50,40,272,51,18.75,221,81.25,50040
50,41,339,72,21.24,267,78.76,50041
50,42,378,87,23.02,291,76.98,50042
50,43,322,75,23.29,247,76.71,50043
50,44,288,63,21.88,225,78.13,50044
50,45,313,60,19.17,253,80.83,50045
50,46,281,59,21.0,222,79.0,50046
