ward,precinct,total,YES,YES Percent,NO,NO Percent,precinct_id
1,1,156,113,72.44,43,27.56,01001
1,2,316,230,72.78,86,27.22,01002
1,3,183,125,68.31,58,31.69,01003
1,4,161,110,68.32,51,31.68,01004
1,5,196,137,69.9,59,30.1,01005
1,6,148,106,71.62,42,28.38,01006
1,7,213,141,66.2,72,33.8,01007
1,8,107,80,74.77,27,25.23,01008
1,9,212,147,69.34,65,30.66,01009
1,10,238,163,68.49,75,31.51,01010
1,11,152,98,64.47,54,35.53,01011
1,12,227,154,67.84,73,32.16,01012
1,13,65,43,66.15,22,33.85,01013
1,14,128,88,68.75,40,31.25,01014
1,15,122,87,71.31,35,28.69,01015
1,16,130,89,68.46,41,31.54,01016
1,17,195,136,69.74,59,30.26,01017
1,18,114,82,71.93,32,28.07,01018
1,19,121,94,77.69,27,22.31,01019
1,20,95,69,72.63,26,27.37,01020
1,21,279,200,71.68,79,28.32,01021
1,22,120,90,75.0,30,25.0,01022
1,23,240,165,68.75,75,31.25,01023
1,24,155,113,72.9,42,27.1,01024
1,25,265,192,72.45,73,27.55,01025
1,26,306,218,71.24,88,28.76,01026
1,27,148,112,75.68,36,24.32,01027
1,28,27,18,66.67,9,33.33,01028
1,29,226,155,68.58,71,31.42,01029
1,30,133,95,71.43,38,28.57,01030
1,31,57,41,71.93,16,28.07,01031
1,32,96,71,73.96,25,26.04,01032
1,33,186,134,72.04,52,27.96,01033
1,34,41,29,70.73,12,29.27,01034
1,35,36,25,69.44,11,30.56,01035
1,36,157,118,75.16,39,24.84,01036
2,1,302,197,65.23,105,34.77,02001
2,2,267,217,81.27,50,18.73,02002
2,3,173,127,73.41,46,26.59,02003
2,4,47,34,72.34,13,27.66,02004
2,5,111,88,79.28,23,20.72,02005
2,6,101,71,70.3,30,29.7,02006
2,7,213,172,80.75,41,19.25,02007
2,8,229,128,55.9,101,44.1,02008
2,9,75,56,74.67,19,25.33,02009
2,10,109,82,75.23,27,24.77,02010
2,11,313,169,53.99,144,46.01,02011
2,12,130,99,76.15,31,23.85,02012
