ward,precinct,total,MARGARET SMITH,MARGARET SMITH Percent,precinct_id
1,12,0,0,0.0,01012
1,31,118,118,100.0,01031
2,1,453,453,100.0,02001
2,2,450,450,100.0,02002
2,3,307,307,100.0,02003
2,4,118,118,100.0,02004
2,5,247,247,100.0,02005
2,6,202,202,100.0,02006
2,7,376,376,100.0,02007
2,8,345,345,100.0,02008
2,9,180,180,100.0,02009
2,10,190,190,100.0,02010
2,11,483,483,100.0,02011
2,12,325,325,100.0,02012
2,13,441,441,100.0,02013
2,14,336,336,100.0,02014
2,16,209,209,100.0,02016
2,18,418,418,100.0,02018
2,20,311,311,100.0,02020
2,21,305,305,100.0,02021
2,22,557,557,100.0,02022
2,24,274,274,100.0,02024
2,25,153,153,100.0,02025
2,26,255,255,100.0,02026
2,28,341,341,100.0,02028
2,29,250,250,100.0,02029
2,30,211,211,100.0,02030
2,31,322,322,100.0,02031
2,32,196,196,100.0,02032
2,33,406,406,100.0,02033
2,35,131,131,100.0,02035
2,36,192,192,100.0,02036
2,37,413,413,100.0,02037
2,38,314,314,100.0,02038
2,40,409,409,100.0,02040
2,41,122,122,100.0,02041
2,42,138,138,100.0,02042
2,43,398,398,100.0,02043
2,44,304,304,100.0,02044
2,45,128,128,100.0,02045
2,46,488,488,100.0,02046
2,47,187,187,100.0,02047
2,48,381,381,100.0,02048
2,52,531,531,100.0,02052
2,54,432,432,100.0,02054
3,1,451,451,100.0,03001
3,2,392,392,100.0,03002
3,3,188,188,100.0,03003
3,5,282,282,100.0,03005
3,6,163,163,100.0,03006
3,7,62,62,100.0,03007
3,8,238,238,100.0,03008
3,9,278,278,100.0,03009
3,11,207,207,100.0,03011
3,14,155,155,100.0,03014
3,15,236,236,100.0,03015
3,16,420,420,100.0,03016
3,17,278,278,100.0,03017
3,18,206,206,100.0,03018
3,19,191,191,100.0,03019
3,20,111,111,100.0,03020
3,22,197,197,100.0,03022
3,23,190,190,100.0,03023
3,24,310,310,100.0,03024
3,25,112,112,100.0,03025
3,26,187,187,100.0,03026
3,27,102,102,100.0,03027
3,28,274,274,100.0,03028
3,29,99,99,100.0,03029
3,30,299,299,100.0,03030
3,31,296,296,100.0,03031
3,32,368,368,100.0,03032
3,33,287,287,100.0,03033
3,34,103,103,100.0,03034
3,35,266,266,100.0,03035
3,37,267,267,100.0,03037
3,38,306,306,100.0,03038
3,39,323,323,100.0,03039
3,40,280,280,100.0,03040
3,41,199,199,100.0,03041
3,43,19,19,100.0,03043
3,45,153,153,100.0,03045
3,47,204,204,100.0,03047
4,2,137,137,100.0,04002
4,3,469,469,100.0,04003
4,4,404,404,100.0,04004
4,5,325,325,100.0,04005
4,6,28,28,100.0,04006
4,7,246,246,100.0,04007
4,8,463,463,100.0,04008
4,10,644,644,100.0,04010
4,11,364,364,100.0,04011
4,12,324,324,100.0,04012
4,14,317,317,100.0,04014
4,15,141,141,100.0,04015
4,16,414,414,100.0,04016
4,18,338,338,100.0,04018
4,19,141,141,100.0,04019
4,20,194,194,100.0,04020
4,21,358,358,100.0,04021
4,23,281,281,100.0,04023
4,24,390,390,100.0,04024
4,25,364,364,100.0,04025
4,26,307,307,100.0,04026
4,27,388,388,100.0,04027
4,30,154,154,100.0,04030
4,31,140,140,100.0,04031
4,33,143,143,100.0,04033
4,35,282,282,100.0,04035
4,37,250,250,100.0,04037
4,39,179,179,100.0,04039
4,40,361,361,100.0,04040
4,46,345,345,100.0,04046
4,49,128,128,100.0,04049
4,50,305,305,100.0,04050
4,52,140,140,100.0,04052
4,53,164,164,100.0,04053
11,1,227,227,100.0,11001
11,4,353,353,100.0,11004
11,5,251,251,100.0,11005
11,7,255,255,100.0,11007
11,8,280,280,100.0,11008
11,9,246,246,100.0,11009
11,11,324,324,100.0,11011
11,12,320,320,100.0,11012
11,13,310,310,100.0,11013
11,15,233,233,100.0,11015
11,16,318,318,100.0,11016
