ward,precinct,total,"LOVANA S. """"LOU"""" JONES","LOVANA S. """"LOU"""" JONES Percent",precinct_id
2,3,0,0,0.0,02003
2,18,415,415,100.0,02018
2,21,288,288,100.0,02021
2,33,407,407,100.0,02033
2,45,122,122,100.0,02045
2,47,180,180,100.0,02047
2,48,363,363,100.0,02048
3,1,418,418,100.0,03001
3,2,374,374,100.0,03002
3,3,0,0,0.0,03003
3,5,251,251,100.0,03005
3,6,147,147,100.0,03006
3,7,60,60,100.0,03007
3,8,228,228,100.0,03008
3,9,264,264,100.0,03009
3,11,205,205,100.0,03011
3,14,148,148,100.0,03014
3,15,213,213,100.0,03015
3,16,407,407,100.0,03016
3,17,264,264,100.0,03017
3,18,199,199,100.0,03018
3,19,181,181,100.0,03019
3,20,113,113,100.0,03020
3,22,187,187,100.0,03022
3,24,305,305,100.0,03024
3,25,101,101,100.0,03025
3,26,178,178,100.0,03026
3,29,92,92,100.0,03029
3,30,276,276,100.0,03030
3,31,277,277,100.0,03031
3,32,353,353,100.0,03032
3,34,98,98,100.0,03034
3,35,243,243,100.0,03035
3,37,241,241,100.0,03037
3,39,297,297,100.0,03039
3,40,265,265,100.0,03040
3,43,14,14,100.0,03043
3,47,192,192,100.0,03047
4,2,119,119,100.0,04002
4,3,429,429,100.0,04003
4,4,386,386,100.0,04004
4,5,308,308,100.0,04005
4,6,23,23,100.0,04006
4,7,226,226,100.0,04007
4,8,439,439,100.0,04008
4,10,621,621,100.0,04010
4,11,352,352,100.0,04011
4,12,314,314,100.0,04012
4,14,315,315,100.0,04014
4,15,137,137,100.0,04015
4,16,387,387,100.0,04016
4,18,316,316,100.0,04018
4,19,132,132,100.0,04019
4,21,348,348,100.0,04021
4,23,270,270,100.0,04023
4,24,370,370,100.0,04024
4,25,354,354,100.0,04025
4,26,296,296,100.0,04026
4,27,366,366,100.0,04027
4,30,146,146,100.0,04030
4,33,142,142,100.0,04033
4,35,269,269,100.0,04035
4,39,175,175,100.0,04039
4,40,337,337,100.0,04040
4,46,348,348,100.0,04046
4,49,116,116,100.0,04049
4,50,294,294,100.0,04050
4,53,154,154,100.0,04053
11,1,234,234,100.0,11001
11,4,317,317,100.0,11004
11,5,225,225,100.0,11005
11,7,231,231,100.0,11007
11,8,263,263,100.0,11008
11,9,241,241,100.0,11009
11,11,304,304,100.0,11011
11,12,289,289,100.0,11012
11,15,219,219,100.0,11015
11,16,298,298,100.0,11016
11,19,256,256,100.0,11019
11,20,344,344,100.0,11020
11,21,376,376,100.0,11021
11,24,363,363,100.0,11024
11,25,209,209,100.0,11025
11,30,0,0,0.0,11030
11,32,212,212,100.0,11032
11,33,380,380,100.0,11033
11,34,173,173,100.0,11034
11,35,291,291,100.0,11035
11,37,443,443,100.0,11037
11,38,363,363,100.0,11038
11,39,329,329,100.0,11039
11,40,305,305,100.0,11040
11,41,232,232,100.0,11041
11,42,179,179,100.0,11042
11,44,266,266,100.0,11044
11,45,208,208,100.0,11045
11,46,197,197,100.0,11046
11,47,240,240,100.0,11047
11,48,146,146,100.0,11048
11,50,35,35,100.0,11050
11,51,258,258,100.0,11051
11,53,232,232,100.0,11053
11,54,96,96,100.0,11054
25,21,0,0,0.0,25021
42,18,0,0,0.0,42018
