ward,precinct,total,precinct_id
9,3,294,09003
9,4,415,09004
9,6,255,09006
9,7,335,09007
9,11,282,09011
9,15,171,09015
9,16,363,09016
9,18,297,09018
9,19,352,09019
9,24,250,09024
9,26,256,09026
9,28,321,09028
9,30,387,09030
9,33,254,09033
9,39,310,09039
9,41,437,09041
9,42,392,09042
9,44,358,09044
9,45,449,09045
9,47,256,09047
9,50,408,09050
10,14,0,10014
34,3,300,34003
34,5,218,34005
34,6,343,34006
34,9,297,34009
34,11,345,34011
34,13,221,34013
34,14,275,34014
34,15,266,34015
34,16,333,34016
34,17,403,34017
34,31,390,34031
34,35,414,34035
34,40,440,34040
34,50,345,34050
34,54,330,34054
34,55,298,34055
34,57,265,34057
34,59,335,34059
34,60,406,34060
