ward,precinct,total,Monique D. Davis,Monique D. Davis Percent,precinct_id
9,10,382,382,100.0,09010
9,20,405,405,100.0,09020
9,21,284,284,100.0,09021
9,27,215,215,100.0,09027
9,51,272,272,100.0,09051
19,13,346,346,100.0,19013
19,20,343,343,100.0,19020
19,27,265,265,100.0,19027
19,28,480,480,100.0,19028
19,31,329,329,100.0,19031
19,40,331,331,100.0,19040
19,42,332,332,100.0,19042
19,43,522,522,100.0,19043
19,48,372,372,100.0,19048
19,49,475,475,100.0,19049
19,50,493,493,100.0,19050
19,60,401,401,100.0,19060
19,63,277,277,100.0,19063
19,64,485,485,100.0,19064
19,66,466,466,100.0,19066
19,67,80,80,100.0,19067
21,1,513,513,100.0,21001
21,3,510,510,100.0,21003
21,4,541,541,100.0,21004
21,5,356,356,100.0,21005
21,6,411,411,100.0,21006
21,7,442,442,100.0,21007
21,8,429,429,100.0,21008
21,9,435,435,100.0,21009
21,10,297,297,100.0,21010
21,11,409,409,100.0,21011
21,12,400,400,100.0,21012
21,13,222,222,100.0,21013
21,14,366,366,100.0,21014
21,18,344,344,100.0,21018
21,19,322,322,100.0,21019
21,20,194,194,100.0,21020
21,21,409,409,100.0,21021
21,22,409,409,100.0,21022
21,24,378,378,100.0,21024
21,27,398,398,100.0,21027
21,28,288,288,100.0,21028
21,31,493,493,100.0,21031
21,33,368,368,100.0,21033
21,38,386,386,100.0,21038
21,40,331,331,100.0,21040
21,42,360,360,100.0,21042
21,44,389,389,100.0,21044
21,45,303,303,100.0,21045
21,47,423,423,100.0,21047
21,49,350,350,100.0,21049
21,50,355,355,100.0,21050
21,51,430,430,100.0,21051
21,53,140,140,100.0,21053
21,54,312,312,100.0,21054
21,56,285,285,100.0,21056
21,58,282,282,100.0,21058
21,59,453,453,100.0,21059
21,60,370,370,100.0,21060
21,61,428,428,100.0,21061
21,63,370,370,100.0,21063
21,66,297,297,100.0,21066
21,68,369,369,100.0,21068
34,1,418,418,100.0,34001
34,7,425,425,100.0,34007
34,8,373,373,100.0,34008
34,12,360,360,100.0,34012
34,13,317,317,100.0,34013
34,21,415,415,100.0,34021
34,25,260,260,100.0,34025
34,29,494,494,100.0,34029
34,32,392,392,100.0,34032
34,33,190,190,100.0,34033
34,34,352,352,100.0,34034
34,44,452,452,100.0,34044
34,45,455,455,100.0,34045
34,46,255,255,100.0,34046
34,47,260,260,100.0,34047
34,48,339,339,100.0,34048
34,49,385,385,100.0,34049
34,51,547,547,100.0,34051
34,61,11,11,100.0,34061
34,62,433,433,100.0,34062
34,64,102,102,100.0,34064
34,66,377,377,100.0,34066
34,67,329,329,100.0,34067
34,68,226,226,100.0,34068
34,69,267,267,100.0,34069
34,70,411,411,100.0,34070
34,71,302,302,100.0,34071
34,72,293,293,100.0,34072
34,73,307,307,100.0,34073
