ward,precinct,total,YES,YES Percent,NO,NO Percent,precinct_id
1,1,301,224,74.42,77,25.58,01001
1,2,383,305,79.63,78,20.37,01002
1,3,299,241,80.6,58,19.4,01003
1,4,264,214,81.06,50,18.94,01004
1,5,319,259,81.19,60,18.81,01005
1,6,219,170,77.63,49,22.37,01006
1,7,394,310,78.68,84,21.32,01007
1,8,236,179,75.85,57,24.15,01008
1,9,214,152,71.03,62,28.97,01009
1,10,272,211,77.57,61,22.43,01010
1,11,306,231,75.49,75,24.51,01011
1,12,296,253,85.47,43,14.53,01012
1,13,275,203,73.82,72,26.18,01013
1,14,371,304,81.94,67,18.06,01014
1,15,158,112,70.89,46,29.11,01015
1,16,101,65,64.36,36,35.64,01016
1,17,288,218,75.69,70,24.31,01017
1,18,186,128,68.82,58,31.18,01018
1,19,305,244,80.0,61,20.0,01019
1,20,147,112,76.19,35,23.81,01020
1,21,418,341,81.58,77,18.42,01021
1,22,194,138,71.13,56,28.87,01022
1,23,293,214,73.04,79,26.96,01023
1,24,329,242,73.56,87,26.44,01024
1,25,252,190,75.4,62,24.6,01025
1,26,313,254,81.15,59,18.85,01026
1,27,253,191,75.49,62,24.51,01027
1,28,233,169,72.53,64,27.47,01028
1,29,217,158,72.81,59,27.19,01029
1,30,276,207,75.0,69,25.0,01030
1,31,324,268,82.72,56,17.28,01031
1,32,159,116,72.96,43,27.04,01032
1,33,274,216,78.83,58,21.17,01033
1,34,181,140,77.35,41,22.65,01034
1,35,202,173,85.64,29,14.36,01035
1,36,373,305,81.77,68,18.23,01036
1,37,341,263,77.13,78,22.87,01037
1,38,130,96,73.85,34,26.15,01038
1,39,316,228,72.15,88,27.85,01039
1,40,110,85,77.27,25,22.73,01040
2,1,427,338,79.16,89,20.84,02001
2,2,9,7,77.78,2,22.22,02002
2,3,281,225,80.07,56,19.93,02003
2,4,133,83,62.41,50,37.59,02004
2,5,144,97,67.36,47,32.64,02005
2,6,371,325,87.6,46,12.4,02006
2,7,262,192,73.28,70,26.72,02007
2,8,344,275,79.94,69,20.06,02008
2,9,168,122,72.62,46,27.38,02009
2,10,84,53,63.1,31,36.9,02010
2,11,107,84,78.5,23,21.5,02011
2,12,353,294,83.29,59,16.71,02012
2,13,171,129,75.44,42,24.56,02013
