ward,precinct,total,John Kerry and John Edwards,John Kerry and John Edwards Percent,George Bush and Dick Cheney,George Bush and Dick Cheney Percent,M. Badnarik and R. Campagna,M. Badnarik and R. Campagna Percent,precinct_id
38,42,409,251,61.37,155,37.9,3,0.73,38042
38,43,360,228,63.33,128,35.56,4,1.11,38043
38,44,353,202,57.22,150,42.49,1,0.28,38044
38,45,432,256,59.26,173,40.05,3,0.69,38045
38,46,333,208,62.46,124,37.24,1,0.3,38046
38,47,363,221,60.88,140,38.57,2,0.55,38047
38,48,313,220,70.29,91,29.07,2,0.64,38048
38,49,343,205,59.77,132,38.48,6,1.75,38049
38,50,378,217,57.41,158,41.8,3,0.79,38050
38,51,281,184,65.48,96,34.16,1,0.36,38051
38,52,358,240,67.04,117,32.68,1,0.28,38052
38,53,89,64,71.91,24,26.97,1,1.12,38053
39,1,357,185,51.82,171,47.9,1,0.28,39001
39,2,546,317,58.06,229,41.94,0,0.0,39002
39,3,376,193,51.33,181,48.14,2,0.53,39003
39,4,289,161,55.71,125,43.25,3,1.04,39004
39,5,292,196,67.12,93,31.85,3,1.03,39005
39,6,419,249,59.43,169,40.33,1,0.24,39006
39,7,286,207,72.38,76,26.57,3,1.05,39007
39,8,471,340,72.19,127,26.96,4,0.85,39008
39,9,499,341,68.34,152,30.46,6,1.2,39009
39,10,310,250,80.65,56,18.06,4,1.29,39010
39,11,479,309,64.51,164,34.24,6,1.25,39011
39,12,417,314,75.3,98,23.5,5,1.2,39012
39,13,220,154,70.0,60,27.27,6,2.73,39013
39,14,382,285,74.61,95,24.87,2,0.52,39014
39,15,336,157,46.73,178,52.98,1,0.3,39015
39,16,374,273,72.99,99,26.47,2,0.53,39016
39,17,393,287,73.03,103,26.21,3,0.76,39017
39,18,474,315,66.46,159,33.54,0,0.0,39018
39,19,287,193,67.25,94,32.75,0,0.0,39019
39,20,337,183,54.3,154,45.7,0,0.0,39020
39,21,259,183,70.66,76,29.34,0,0.0,39021
39,22,427,326,76.35,99,23.19,2,0.47,39022
39,23,213,155,72.77,53,24.88,5,2.35,39023
39,24,435,329,75.63,103,23.68,3,0.69,39024
39,25,456,320,70.18,131,28.73,5,1.1,39025
39,26,401,208,51.87,193,48.13,0,0.0,39026
39,27,401,304,75.81,94,23.44,3,0.75,39027
39,28,450,317,70.44,124,27.56,9,2.0,39028
39,29,439,325,74.03,111,25.28,3,0.68,39029
39,30,270,205,75.93,65,24.07,0,0.0,39030
39,31,342,234,68.42,106,30.99,2,0.58,39031
39,32,377,267,70.82,108,28.65,2,0.53,39032
39,33,498,333,66.87,160,32.13,5,1.0,39033
39,34,478,352,73.64,117,24.48,9,1.88,39034
39,35,468,316,67.52,150,32.05,2,0.43,39035
39,36,366,222,60.66,142,38.8,2,0.55,39036
39,37,465,259,55.7,203,43.66,3,0.65,39037
39,38,404,262,64.85,141,34.9,1,0.25,39038
39,39,182,138,75.82,42,23.08,2,1.1,39039
39,40,298,155,52.01,139,46.64,4,1.34,39040
39,41,180,100,55.56,78,43.33,2,1.11,39041
39,42,340,176,51.76,163,47.94,1,0.29,39042
39,43,605,397,65.62,203,33.55,5,0.83,39043
39,44,552,428,77.54,114,20.65,10,1.81,39044
39,45,235,185,78.72,49,20.85,1,0.43,39045
39,46,337,259,76.85,77,22.85,1,0.3,39046
39,47,287,161,56.1,124,43.21,2,0.7,39047
40,1,319,222,69.59,93,29.15,4,1.25,40001
40,2,310,238,76.77,70,22.58,2,0.65,40002
40,3,437,375,85.81,58,13.27,4,0.92,40003
40,4,351,294,83.76,57,16.24,0,0.0,40004
40,5,456,372,81.58,82,17.98,2,0.44,40005
40,6,399,318,79.7,77,19.3,4,1.0,40006
40,7,434,371,85.48,61,14.06,2,0.46,40007
40,8,135,88,65.19,47,34.81,0,0.0,40008
40,9,277,214,77.26,61,22.02,2,0.72,40009
40,10,426,303,71.13,118,27.7,5,1.17,40010
40,11,376,322,85.64,49,13.03,5,1.33,40011
40,12,285,233,81.75,51,17.89,1,0.35,40012
40,13,500,435,87.0,62,12.4,3,0.6,40013
40,14,391,300,76.73,89,22.76,2,0.51,40014
40,15,432,333,77.08,99,22.92,0,0.0,40015
40,16,406,274,67.49,130,32.02,2,0.49,40016
40,17,203,152,74.88,49,24.14,2,0.99,40017
40,18,425,348,81.88,77,18.12,0,0.0,40018
40,19,338,242,71.6,95,28.11,1,0.3,40019
40,20,346,248,71.68,95,27.46,3,0.87,40020
40,21,375,278,74.13,90,24.0,7,1.87,40021
40,22,189,151,79.89,36,19.05,2,1.06,40022
40,23,520,432,83.08,86,16.54,2,0.38,40023
40,24,293,205,69.97,86,29.35,2,0.68,40024
40,25,317,217,68.45,97,30.6,3,0.95,40025
40,26,411,357,86.86,52,12.65,2,0.49,40026
40,27,350,287,82.0,63,18.0,0,0.0,40027
40,28,460,391,85.0,64,13.91,5,1.09,40028
40,29,375,252,67.2,122,32.53,1,0.27,40029
40,30,404,262,64.85,141,34.9,1,0.25,40030
40,31,343,203,59.18,137,39.94,3,0.87,40031
40,32,276,191,69.2,84,30.43,1,0.36,40032
40,33,381,302,79.27,78,20.47,1,0.26,40033
40,34,293,207,70.65,84,28.67,2,0.68,40034
40,35,413,304,73.61,105,25.42,4,0.97,40035
40,36,452,356,78.76,94,20.8,2,0.44,40036
40,37,330,266,80.61,61,18.48,3,0.91,40037
40,38,233,173,74.25,59,25.32,1,0.43,40038
40,39,333,252,75.68,79,23.72,2,0.6,40039
40,40,240,177,73.75,61,25.42,2,0.83,40040
40,41,525,436,83.05,89,16.95,0,0.0,40041
40,42,488,363,74.39,122,25.0,3,0.61,40042
40,43,472,397,84.11,74,15.68,1,0.21,40043
40,44,336,247,73.51,88,26.19,1,0.3,40044
40,45,553,411,74.32,137,24.77,5,0.9,40045
40,46,489,383,78.32,102,20.86,4,0.82,40046
40,47,434,379,87.33,51,11.75,4,0.92,40047
40,48,339,242,71.39,94,27.73,3,0.88,40048
40,49,274,195,71.17,78,28.47,1,0.36,40049
41,1,350,188,53.71,158,45.14,4,1.14,41001
41,2,493,233,47.26,256,51.93,4,0.81,41002
41,3,318,166,52.2,150,47.17,2,0.63,41003
41,4,387,186,48.06,201,51.94,0,0.0,41004
41,5,594,321,54.04,269,45.29,4,0.67,41005
41,6,399,206,51.63,191,47.87,2,0.5,41006
41,7,581,299,51.46,278,47.85,4,0.69,41007
41,8,415,201,48.43,210,50.6,4,0.96,41008
41,9,424,248,58.49,172,40.57,4,0.94,41009
41,10,397,190,47.86,204,51.39,3,0.76,41010
41,11,362,185,51.1,176,48.62,1,0.28,41011
41,12,507,291,57.4,215,42.41,1,0.2,41012
41,13,335,169,50.45,164,48.96,2,0.6,41013
41,14,467,252,53.96,210,44.97,5,1.07,41014
41,15,334,172,51.5,159,47.6,3,0.9,41015
41,16,447,256,57.27,190,42.51,1,0.22,41016
41,17,432,227,52.55,198,45.83,7,1.62,41017
41,18,355,176,49.58,177,49.86,2,0.56,41018
41,19,405,217,53.58,185,45.68,3,0.74,41019
41,20,476,258,54.2,216,45.38,2,0.42,41020
41,21,505,255,50.5,245,48.51,5,0.99,41021
41,22,345,155,44.93,189,54.78,1,0.29,41022
41,23,447,259,57.94,188,42.06,0,0.0,41023
41,24,314,157,50.0,154,49.04,3,0.96,41024
41,25,256,161,62.89,93,36.33,2,0.78,41025
41,26,280,146,52.14,134,47.86,0,0.0,41026
41,27,210,123,58.57,81,38.57,6,2.86,41027
41,28,383,245,63.97,137,35.77,1,0.26,41028
41,29,267,165,61.8,100,37.45,2,0.75,41029
41,30,379,211,55.67,167,44.06,1,0.26,41030
41,31,415,225,54.22,190,45.78,0,0.0,41031
41,32,406,170,41.87,233,57.39,3,0.74,41032
41,33,384,171,44.53,212,55.21,1,0.26,41033
41,34,398,198,49.75,196,49.25,4,1.01,41034
41,35,397,210,52.9,185,46.6,2,0.5,41035
41,36,418,221,52.87,193,46.17,4,0.96,41036
41,37,460,245,53.26,213,46.3,2,0.43,41037
41,38,410,265,64.63,143,34.88,2,0.49,41038
41,39,317,162,51.1,154,48.58,1,0.32,41039
41,40,349,177,50.72,171,49.0,1,0.29,41040
41,41,424,199,46.93,222,52.36,3,0.71,41041
41,42,386,180,46.63,204,52.85,2,0.52,41042
41,43,365,204,55.89,157,43.01,4,1.1,41043
41,44,360,199,55.28,160,44.44,1,0.28,41044
41,45,341,207,60.7,132,38.71,2,0.59,41045
41,46,372,191,51.34,180,48.39,1,0.27,41046
41,47,400,195,48.75,203,50.75,2,0.5,41047
41,48,326,200,61.35,124,38.04,2,0.61,41048
41,49,330,151,45.76,176,53.33,3,0.91,41049
41,50,411,205,49.88,204,49.64,2,0.49,41050
41,51,375,213,56.8,161,42.93,1,0.27,41051
41,52,390,179,45.9,203,52.05,8,2.05,41052
41,53,500,251,50.2,245,49.0,4,0.8,41053
41,54,355,203,57.18,151,42.54,1,0.28,41054
41,55,426,205,48.12,220,51.64,1,0.23,41055
41,56,449,241,53.67,205,45.66,3,0.67,41056
41,57,421,191,45.37,228,54.16,2,0.48,41057
41,58,298,139,46.64,155,52.01,4,1.34,41058
41,59,379,199,52.51,179,47.23,1,0.26,41059
41,60,335,186,55.52,146,43.58,3,0.9,41060
41,61,482,240,49.79,236,48.96,6,1.24,41061
41,62,416,246,59.13,169,40.63,1,0.24,41062
41,63,356,175,49.16,179,50.28,2,0.56,41063
41,64,415,201,48.43,211,50.84,3,0.72,41064
41,65,509,285,55.99,221,43.42,3,0.59,41065
41,66,428,205,47.9,221,51.64,2,0.47,41066
41,67,334,190,56.89,140,41.92,4,1.2,41067
41,68,345,196,56.81,146,42.32,3,0.87,41068
41,69,512,301,58.79,210,41.02,1,0.2,41069
41,70,305,144,47.21,159,52.13,2,0.66,41070
41,71,255,142,55.69,113,44.31,0,0.0,41071
42,1,590,367,62.2,221,37.46,2,0.34,42001
42,2,439,307,69.93,128,29.16,4,0.91,42002
42,3,404,267,66.09,134,33.17,3,0.74,42003
42,4,396,232,58.59,157,39.65,7,1.77,42004
42,5,372,251,67.47,115,30.91,6,1.61,42005
42,6,662,437,66.01,218,32.93,7,1.06,42006
42,7,545,350,64.22,192,35.23,3,0.55,42007
42,8,616,422,68.51,189,30.68,5,0.81,42008
42,9,875,630,72.0,234,26.74,11,1.26,42009
42,10,367,245,66.76,119,32.43,3,0.82,42010
42,11,489,273,55.83,215,43.97,1,0.2,42011
42,12,314,187,59.55,125,39.81,2,0.64,42012
42,13,602,379,62.96,220,36.54,3,0.5,42013
42,14,667,412,61.77,248,37.18,7,1.05,42014
42,15,521,345,66.22,171,32.82,5,0.96,42015
42,16,321,203,63.24,116,36.14,2,0.62,42016
42,17,540,347,64.26,191,35.37,2,0.37,42017
42,18,730,449,61.51,278,38.08,3,0.41,42018
42,19,267,170,63.67,95,35.58,2,0.75,42019
42,20,399,253,63.41,146,36.59,0,0.0,42020
42,21,326,212,65.03,109,33.44,5,1.53,42021
42,22,952,548,57.56,399,41.91,5,0.53,42022
42,23,543,329,60.59,212,39.04,2,0.37,42023
42,24,596,386,64.77,206,34.56,4,0.67,42024
42,25,430,283,65.81,142,33.02,5,1.16,42025
42,26,460,347,75.43,110,23.91,3,0.65,42026
42,27,540,347,64.26,186,34.44,7,1.3,42027
42,28,437,307,70.25,127,29.06,3,0.69,42028
42,29,518,285,55.02,231,44.59,2,0.39,42029
42,30,380,233,61.32,144,37.89,3,0.79,42030
42,31,376,220,58.51,152,40.43,4,1.06,42031
42,32,609,421,69.13,185,30.38,3,0.49,42032
42,33,533,376,70.54,154,28.89,3,0.56,42033
42,34,422,294,69.67,125,29.62,3,0.71,42034
42,35,310,205,66.13,100,32.26,5,1.61,42035
42,36,515,337,65.44,175,33.98,3,0.58,42036
42,37,458,270,58.95,185,40.39,3,0.66,42037
42,38,493,303,61.46,186,37.73,4,0.81,42038
42,39,278,148,53.24,129,46.4,1,0.36,42039
42,40,387,260,67.18,123,31.78,4,1.03,42040
42,41,772,480,62.18,285,36.92,7,0.91,42041
42,42,318,190,59.75,127,39.94,1,0.31,42042
42,43,430,257,59.77,172,40.0,1,0.23,42043
42,44,603,370,61.36,228,37.81,5,0.83,42044
42,45,464,312,67.24,147,31.68,5,1.08,42045
42,46,479,325,67.85,151,31.52,3,0.63,42046
42,47,270,179,66.3,90,33.33,1,0.37,42047
42,48,442,227,51.36,211,47.74,4,0.9,42048
42,49,387,83,21.45,302,78.04,2,0.52,42049
42,50,267,171,64.04,93,34.83,3,1.12,42050
42,51,412,245,59.47,165,40.05,2,0.49,42051
42,52,257,174,67.7,81,31.52,2,0.78,42052
42,53,298,202,67.79,96,32.21,0,0.0,42053
42,54,426,251,58.92,174,40.85,1,0.23,42054
42,55,592,386,65.2,203,34.29,3,0.51,42055
42,56,690,414,60.0,270,39.13,6,0.87,42056
42,57,481,340,70.69,139,28.9,2,0.42,42057
42,58,154,113,73.38,39,25.32,2,1.3,42058
42,59,187,111,59.36,76,40.64,0,0.0,42059
42,60,355,248,69.86,102,28.73,5,1.41,42060
42,61,326,177,54.29,149,45.71,0,0.0,42061
42,62,305,196,64.26,108,35.41,1,0.33,42062
42,63,384,243,63.28,140,36.46,1,0.26,42063
42,64,276,200,72.46,76,27.54,0,0.0,42064
42,65,526,329,62.55,196,37.26,1,0.19,42065
42,66,446,290,65.02,150,33.63,6,1.35,42066
42,67,664,394,59.34,266,40.06,4,0.6,42067
42,68,957,584,61.02,369,38.56,4,0.42,42068
42,69,683,476,69.69,199,29.14,8,1.17,42069
43,1,310,207,66.77,101,32.58,2,0.65,43001
43,2,608,364,59.87,238,39.14,6,0.99,43002
43,3,570,341,59.82,227,39.82,2,0.35,43003
43,4,545,368,67.52,168,30.83,9,1.65,43004
43,5,541,345,63.77,193,35.67,3,0.55,43005
43,6,480,325,67.71,147,30.63,8,1.67,43006
43,7,328,214,65.24,107,32.62,7,2.13,43007
43,8,471,347,73.67,120,25.48,4,0.85,43008
43,9,513,325,63.35,183,35.67,5,0.97,43009
43,10,232,148,63.79,83,35.78,1,0.43,43010
43,11,392,250,63.78,139,35.46,3,0.77,43011
43,12,681,452,66.37,223,32.75,6,0.88,43012
43,13,286,174,60.84,108,37.76,4,1.4,43013
43,14,370,269,72.7,101,27.3,0,0.0,43014
43,15,440,286,65.0,152,34.55,2,0.45,43015
43,16,503,318,63.22,183,36.38,2,0.4,43016
43,17,371,211,56.87,156,42.05,4,1.08,43017
43,18,622,407,65.43,212,34.08,3,0.48,43018
43,19,378,266,70.37,111,29.37,1,0.26,43019
43,20,548,390,71.17,153,27.92,5,0.91,43020
43,21,354,237,66.95,115,32.49,2,0.56,43021
43,22,382,239,62.57,139,36.39,4,1.05,43022
43,23,378,263,69.58,112,29.63,3,0.79,43023
43,24,428,268,62.62,157,36.68,3,0.7,43024
43,25,441,320,72.56,120,27.21,1,0.23,43025
43,26,386,230,59.59,154,39.9,2,0.52,43026
43,27,432,300,69.44,126,29.17,6,1.39,43027
43,28,467,275,58.89,189,40.47,3,0.64,43028
43,29,454,303,66.74,149,32.82,2,0.44,43029
43,30,447,272,60.85,173,38.7,2,0.45,43030
43,31,411,275,66.91,136,33.09,0,0.0,43031
43,32,372,254,68.28,117,31.45,1,0.27,43032
43,33,490,326,66.53,160,32.65,4,0.82,43033
43,34,409,281,68.7,120,29.34,8,1.96,43034
43,35,585,366,62.56,215,36.75,4,0.68,43035
43,36,496,285,57.46,207,41.73,4,0.81,43036
43,37,439,292,66.51,143,32.57,4,0.91,43037
43,38,513,342,66.67,164,31.97,7,1.36,43038
43,39,488,296,60.66,192,39.34,0,0.0,43039
43,40,261,175,67.05,85,32.57,1,0.38,43040
43,41,398,243,61.06,149,37.44,6,1.51,43041
43,42,399,238,59.65,160,40.1,1,0.25,43042
43,43,548,337,61.5,207,37.77,4,0.73,43043
43,44,650,421,64.77,225,34.62,4,0.62,43044
43,45,171,116,67.84,53,30.99,2,1.17,43045
43,46,540,308,57.04,230,42.59,2,0.37,43046
43,47,438,280,63.93,156,35.62,2,0.46,43047
43,48,635,451,71.02,181,28.5,3,0.47,43048
43,49,361,234,64.82,124,34.35,3,0.83,43049
43,50,437,293,67.05,140,32.04,4,0.92,43050
43,51,575,426,74.09,141,24.52,8,1.39,43051
43,52,717,438,61.09,275,38.35,4,0.56,43052
43,53,599,417,69.62,177,29.55,5,0.83,43053
43,54,416,287,68.99,125,30.05,4,0.96,43054
43,55,315,273,86.67,41,13.02,1,0.32,43055
43,56,392,289,73.72,101,25.77,2,0.51,43056
43,57,592,398,67.23,191,32.26,3,0.51,43057
43,58,594,409,68.86,183,30.81,2,0.34,43058
43,59,424,293,69.1,129,30.42,2,0.47,43059
43,60,454,283,62.33,169,37.22,2,0.44,43060
43,61,325,211,64.92,114,35.08,0,0.0,43061
43,62,553,341,61.66,210,37.97,2,0.36,43062
43,63,410,283,69.02,126,30.73,1,0.24,43063
43,64,288,184,63.89,102,35.42,2,0.69,43064
43,65,285,152,53.33,133,46.67,0,0.0,43065
43,66,236,150,63.56,86,36.44,0,0.0,43066
43,67,341,210,61.58,128,37.54,3,0.88,43067
44,1,404,306,75.74,92,22.77,6,1.49,44001
44,2,422,312,73.93,108,25.59,2,0.47,44002
44,3,410,311,75.85,96,23.41,3,0.73,44003
44,4,483,379,78.47,102,21.12,2,0.41,44004
44,5,714,548,76.75,159,22.27,7,0.98,44005
44,6,711,522,73.42,183,25.74,6,0.84,44006
44,7,524,362,69.08,159,30.34,3,0.57,44007
44,8,369,269,72.9,95,25.75,5,1.36,44008
44,9,1023,636,62.17,377,36.85,10,0.98,44009
44,10,577,394,68.28,180,31.2,3,0.52,44010
44,11,745,539,72.35,198,26.58,8,1.07,44011
44,12,345,239,69.28,105,30.43,1,0.29,44012
44,13,460,329,71.52,129,28.04,2,0.43,44013
44,14,657,468,71.23,183,27.85,6,0.91,44014
44,15,637,471,73.94,160,25.12,6,0.94,44015
44,16,679,500,73.64,177,26.07,2,0.29,44016
44,17,558,440,78.85,117,20.97,1,0.18,44017
44,18,469,318,67.8,148,31.56,3,0.64,44018
44,19,405,302,74.57,98,24.2,5,1.23,44019
44,20,719,540,75.1,174,24.2,5,0.7,44020
44,21,771,581,75.36,180,23.35,10,1.3,44021
44,22,606,447,73.76,158,26.07,1,0.17,44022
44,23,631,482,76.39,146,23.14,3,0.48,44023
44,24,532,379,71.24,150,28.2,3,0.56,44024
44,25,699,472,67.53,222,31.76,5,0.72,44025
44,26,575,460,80.0,114,19.83,1,0.17,44026
44,27,742,500,67.39,237,31.94,5,0.67,44027
44,28,589,391,66.38,190,32.26,8,1.36,44028
44,29,798,541,67.79,247,30.95,10,1.25,44029
44,30,579,478,82.56,94,16.23,7,1.21,44030
44,31,818,548,66.99,264,32.27,6,0.73,44031
44,32,408,306,75.0,98,24.02,4,0.98,44032
44,33,803,691,86.05,110,13.7,2,0.25,44033
44,34,461,359,77.87,98,21.26,4,0.87,44034
44,35,431,313,72.62,114,26.45,4,0.93,44035
44,36,747,539,72.16,196,26.24,12,1.61,44036
44,37,688,551,80.09,131,19.04,6,0.87,44037
44,38,737,493,66.89,235,31.89,9,1.22,44038
44,39,751,502,66.84,242,32.22,7,0.93,44039
44,40,711,442,62.17,264,37.13,5,0.7,44040
44,41,623,448,71.91,172,27.61,3,0.48,44041
44,42,749,559,74.63,181,24.17,9,1.2,44042
44,43,766,553,72.19,208,27.15,5,0.65,44043
44,44,650,520,80.0,127,19.54,3,0.46,44044
44,45,813,595,73.19,211,25.95,7,0.86,44045
44,46,369,297,80.49,69,18.7,3,0.81,44046
44,47,825,553,67.03,267,32.36,5,0.61,44047
44,48,382,288,75.39,89,23.3,5,1.31,44048
44,49,788,582,73.86,199,25.25,7,0.89,44049
44,50,778,498,64.01,271,34.83,9,1.16,44050
45,1,363,250,68.87,113,31.13,0,0.0,45001
45,2,450,262,58.22,183,40.67,5,1.11,45002
45,3,470,285,60.64,181,38.51,4,0.85,45003
45,4,520,284,54.62,233,44.81,3,0.58,45004
45,5,473,238,50.32,232,49.05,3,0.63,45005
45,6,408,259,63.48,146,35.78,3,0.74,45006
45,7,416,267,64.18,145,34.86,4,0.96,45007
45,8,371,241,64.96,128,34.5,2,0.54,45008
45,9,456,247,54.17,206,45.18,3,0.66,45009
45,10,531,339,63.84,187,35.22,5,0.94,45010
45,11,436,258,59.17,176,40.37,2,0.46,45011
45,12,461,309,67.03,148,32.1,4,0.87,45012
45,13,492,282,57.32,207,42.07,3,0.61,45013
45,14,525,347,66.1,171,32.57,7,1.33,45014
45,15,443,246,55.53,195,44.02,2,0.45,45015
45,16,433,314,72.52,112,25.87,7,1.62,45016
45,17,362,224,61.88,134,37.02,4,1.1,45017
45,18,386,259,67.1,123,31.87,4,1.04,45018
45,19,417,261,62.59,154,36.93,2,0.48,45019
45,20,391,219,56.01,169,43.22,3,0.77,45020
45,21,436,250,57.34,184,42.2,2,0.46,45021
45,22,402,220,54.73,179,44.53,3,0.75,45022
45,23,402,238,59.2,160,39.8,4,1.0,45023
45,24,550,336,61.09,213,38.73,1,0.18,45024
45,25,436,290,66.51,145,33.26,1,0.23,45025
45,26,439,305,69.48,133,30.3,1,0.23,45026
45,27,370,216,58.38,152,41.08,2,0.54,45027
45,28,394,289,73.35,104,26.4,1,0.25,45028
45,29,444,297,66.89,144,32.43,3,0.68,45029
45,30,423,240,56.74,179,42.32,4,0.95,45030
45,31,423,291,68.79,128,30.26,4,0.95,45031
45,32,305,180,59.02,124,40.66,1,0.33,45032
45,33,400,246,61.5,151,37.75,3,0.75,45033
45,34,337,216,64.09,120,35.61,1,0.3,45034
45,35,444,255,57.43,187,42.12,2,0.45,45035
45,36,399,240,60.15,156,39.1,3,0.75,45036
45,37,414,259,62.56,151,36.47,4,0.97,45037
45,38,454,301,66.3,148,32.6,5,1.1,45038
45,39,473,289,61.1,180,38.05,4,0.85,45039
45,40,446,289,64.8,155,34.75,2,0.45,45040
45,41,301,186,61.79,110,36.54,5,1.66,45041
45,42,375,261,69.6,112,29.87,2,0.53,45042
45,43,379,242,63.85,134,35.36,3,0.79,45043
45,44,416,226,54.33,187,44.95,3,0.72,45044
45,45,361,212,58.73,147,40.72,2,0.55,45045
45,46,452,284,62.83,166,36.73,2,0.44,45046
45,47,451,281,62.31,166,36.81,4,0.89,45047
45,48,389,273,70.18,111,28.53,5,1.29,45048
45,49,402,234,58.21,165,41.04,3,0.75,45049
45,50,414,254,61.35,159,38.41,1,0.24,45050
45,51,419,237,56.56,178,42.48,4,0.95,45051
45,52,389,233,59.9,155,39.85,1,0.26,45052
45,53,348,229,65.8,118,33.91,1,0.29,45053
46,1,692,563,81.36,127,18.35,2,0.29,46001
46,2,551,474,86.03,74,13.43,3,0.54,46002
46,3,664,560,84.34,100,15.06,4,0.6,46003
46,4,414,334,80.68,77,18.6,3,0.72,46004
46,5,684,559,81.73,120,17.54,5,0.73,46005
46,6,489,414,84.66,71,14.52,4,0.82,46006
46,7,806,651,80.77,145,17.99,10,1.24,46007
46,8,534,443,82.96,91,17.04,0,0.0,46008
46,9,768,590,76.82,173,22.53,5,0.65,46009
46,10,467,342,73.23,116,24.84,9,1.93,46010
46,11,583,487,83.53,92,15.78,4,0.69,46011
46,12,491,422,85.95,63,12.83,6,1.22,46012
46,13,817,593,72.58,219,26.81,5,0.61,46013
46,14,399,355,88.97,40,10.03,4,1.0,46014
46,15,608,494,81.25,109,17.93,5,0.82,46015
46,16,629,538,85.53,87,13.83,4,0.64,46016
46,17,806,612,75.93,189,23.45,5,0.62,46017
46,18,525,392,74.67,128,24.38,5,0.95,46018
46,19,633,545,86.1,87,13.74,1,0.16,46019
46,20,628,506,80.57,116,18.47,6,0.96,46020
46,21,179,146,81.56,31,17.32,2,1.12,46021
46,22,427,265,62.06,156,36.53,6,1.41,46022
46,23,404,345,85.4,57,14.11,2,0.5,46023
46,24,602,470,78.07,128,21.26,4,0.66,46024
46,25,432,289,66.9,140,32.41,3,0.69,46025
46,26,484,414,85.54,69,14.26,1,0.21,46026
46,27,675,524,77.63,147,21.78,4,0.59,46027
46,28,657,477,72.6,176,26.79,4,0.61,46028
46,29,424,326,76.89,92,21.7,6,1.42,46029
46,30,587,446,75.98,136,23.17,5,0.85,46030
46,31,555,445,80.18,109,19.64,1,0.18,46031
46,32,494,400,80.97,90,18.22,4,0.81,46032
46,33,543,431,79.37,109,20.07,3,0.55,46033
46,34,751,617,82.16,131,17.44,3,0.4,46034
46,35,638,530,83.07,104,16.3,4,0.63,46035
46,36,501,380,75.85,118,23.55,3,0.6,46036
46,37,500,376,75.2,122,24.4,2,0.4,46037
46,38,492,386,78.46,101,20.53,5,1.02,46038
46,39,622,462,74.28,154,24.76,6,0.96,46039
46,40,379,286,75.46,93,24.54,0,0.0,46040
46,41,522,394,75.48,124,23.75,4,0.77,46041
46,42,557,471,84.56,79,14.18,7,1.26,46042
46,43,350,288,82.29,60,17.14,2,0.57,46043
47,1,600,498,83.0,99,16.5,3,0.5,47001
47,2,403,287,71.22,115,28.54,1,0.25,47002
47,3,419,299,71.36,117,27.92,3,0.72,47003
47,4,484,364,75.21,116,23.97,4,0.83,47004
47,5,522,388,74.33,129,24.71,5,0.96,47005
47,6,605,458,75.7,144,23.8,3,0.5,47006
47,7,553,410,74.14,137,24.77,6,1.08,47007
47,8,650,499,76.77,144,22.15,7,1.08,47008
47,9,324,226,69.75,97,29.94,1,0.31,47009
47,10,429,352,82.05,72,16.78,5,1.17,47010
47,11,770,631,81.95,134,17.4,5,0.65,47011
47,12,522,400,76.63,118,22.61,4,0.77,47012
47,13,669,534,79.82,132,19.73,3,0.45,47013
47,14,360,267,74.17,87,24.17,6,1.67,47014
47,15,562,490,87.19,70,12.46,2,0.36,47015
47,16,495,386,77.98,106,21.41,3,0.61,47016
47,17,425,314,73.88,108,25.41,3,0.71,47017
47,18,588,459,78.06,126,21.43,3,0.51,47018
47,19,534,432,80.9,101,18.91,1,0.19,47019
47,20,510,398,78.04,108,21.18,4,0.78,47020
47,21,488,378,77.46,107,21.93,3,0.61,47021
47,22,499,415,83.17,80,16.03,4,0.8,47022
47,23,251,207,82.47,44,17.53,0,0.0,47023
47,24,644,464,72.05,174,27.02,6,0.93,47024
47,25,636,484,76.1,147,23.11,5,0.79,47025
47,26,843,714,84.7,124,14.71,5,0.59,47026
47,27,565,434,76.81,125,22.12,6,1.06,47027
47,28,678,528,77.88,147,21.68,3,0.44,47028
47,29,576,438,76.04,135,23.44,3,0.52,47029
47,30,567,463,81.66,99,17.46,5,0.88,47030
47,31,527,446,84.63,76,14.42,5,0.95,47031
47,32,585,505,86.32,75,12.82,5,0.85,47032
47,33,526,438,83.27,81,15.4,7,1.33,47033
47,34,647,529,81.76,114,17.62,4,0.62,47034
47,35,786,580,73.79,199,25.32,7,0.89,47035
47,36,750,632,84.27,113,15.07,5,0.67,47036
47,37,681,514,75.48,160,23.49,7,1.03,47037
47,38,546,448,82.05,96,17.58,2,0.37,47038
47,39,565,445,78.76,115,20.35,5,0.88,47039
47,40,531,417,78.53,106,19.96,8,1.51,47040
47,41,784,640,81.63,136,17.35,8,1.02,47041
47,42,441,363,82.31,73,16.55,5,1.13,47042
47,43,397,292,73.55,103,25.94,2,0.5,47043
47,44,815,557,68.34,252,30.92,6,0.74,47044
47,45,533,428,80.3,101,18.95,4,0.75,47045
47,46,425,307,72.24,114,26.82,4,0.94,47046
47,47,502,370,73.71,127,25.3,5,1.0,47047
47,48,81,68,83.95,13,16.05,0,0.0,47048
47,49,438,324,73.97,108,24.66,6,1.37,47049
47,50,457,334,73.09,118,25.82,5,1.09,47050
47,51,359,261,72.7,96,26.74,2,0.56,47051
48,1,508,435,85.63,71,13.98,2,0.39,48001
48,2,373,283,75.87,89,23.86,1,0.27,48002
