ward,precinct,total,Michelle Jordan,Michelle Jordan Percent,John Joseph Coyne,John Joseph Coyne Percent,precinct_id
37,35,152,147,96.71,5,3.29,37035
37,36,271,266,98.15,5,1.85,37036
37,37,231,225,97.4,6,2.6,37037
37,38,315,302,95.87,13,4.13,37038
37,39,129,106,82.17,23,17.83,37039
37,40,297,288,96.97,9,3.03,37040
37,41,286,276,96.5,10,3.5,37041
37,42,63,55,87.3,8,12.7,37042
37,43,181,175,96.69,6,3.31,37043
37,44,226,215,95.13,11,4.87,37044
37,45,207,204,98.55,3,1.45,37045
37,46,250,246,98.4,4,1.6,37046
37,47,70,61,87.14,9,12.86,37047
37,48,290,283,97.59,7,2.41,37048
37,49,243,238,97.94,5,2.06,37049
37,50,229,194,84.72,35,15.28,37050
37,51,212,202,95.28,10,4.72,37051
37,52,163,141,86.5,22,13.5,37052
37,53,245,242,98.78,3,1.22,37053
37,54,306,298,97.39,8,2.61,37054
37,55,233,230,98.71,3,1.29,37055
37,56,217,204,94.01,13,5.99,37056
37,57,140,135,96.43,5,3.57,37057
37,58,213,204,95.77,9,4.23,37058
38,1,311,228,73.31,83,26.69,38001
38,2,210,145,69.05,65,30.95,38002
38,3,221,134,60.63,87,39.37,38003
38,4,148,101,68.24,47,31.76,38004
38,5,464,345,74.35,119,25.65,38005
38,6,244,178,72.95,66,27.05,38006
38,7,288,202,70.14,86,29.86,38007
38,8,204,132,64.71,72,35.29,38008
38,9,255,178,69.8,77,30.2,38009
38,10,382,297,77.75,85,22.25,38010
38,11,221,142,64.25,79,35.75,38011
38,12,306,201,65.69,105,34.31,38012
38,13,256,176,68.75,80,31.25,38013
38,14,212,152,71.7,60,28.3,38014
38,15,190,126,66.32,64,33.68,38015
38,16,289,217,75.09,72,24.91,38016
38,17,203,167,82.27,36,17.73,38017
38,18,236,156,66.1,80,33.9,38018
38,19,282,188,66.67,94,33.33,38019
38,20,351,248,70.66,103,29.34,38020
38,21,282,174,61.7,108,38.3,38021
38,22,277,185,66.79,92,33.21,38022
38,23,206,141,68.45,65,31.55,38023
38,24,185,148,80.0,37,20.0,38024
38,25,241,190,78.84,51,21.16,38025
38,26,206,142,68.93,64,31.07,38026
38,27,170,103,60.59,67,39.41,38027
38,28,199,136,68.34,63,31.66,38028
38,29,230,170,73.91,60,26.09,38029
38,30,253,184,72.73,69,27.27,38030
38,31,310,230,74.19,80,25.81,38031
38,32,278,171,61.51,107,38.49,38032
38,33,217,158,72.81,59,27.19,38033
38,34,190,141,74.21,49,25.79,38034
38,35,295,196,66.44,99,33.56,38035
38,36,243,176,72.43,67,27.57,38036
38,37,301,212,70.43,89,29.57,38037
38,38,325,214,65.85,111,34.15,38038
38,39,252,172,68.25,80,31.75,38039
38,40,201,133,66.17,68,33.83,38040
38,41,325,222,68.31,103,31.69,38041
38,42,298,196,65.77,102,34.23,38042
38,43,273,202,73.99,71,26.01,38043
38,44,283,190,67.14,93,32.86,38044
38,45,310,217,70.0,93,30.0,38045
38,46,229,151,65.94,78,34.06,38046
38,47,246,158,64.23,88,35.77,38047
38,48,243,177,72.84,66,27.16,38048
38,49,234,144,61.54,90,38.46,38049
38,50,290,196,67.59,94,32.41,38050
38,51,204,142,69.61,62,30.39,38051
38,52,262,179,68.32,83,31.68,38052
38,53,63,48,76.19,15,23.81,38053
39,1,263,155,58.94,108,41.06,39001
39,2,314,196,62.42,118,37.58,39002
39,3,293,173,59.04,120,40.96,39003
39,4,212,144,67.92,68,32.08,39004
39,5,207,149,71.98,58,28.02,39005
39,6,317,201,63.41,116,36.59,39006
39,7,206,154,74.76,52,25.24,39007
39,8,304,236,77.63,68,22.37,39008
39,9,320,233,72.81,87,27.19,39009
39,10,227,187,82.38,40,17.62,39010
39,11,333,228,68.47,105,31.53,39011
39,12,250,194,77.6,56,22.4,39012
39,13,168,119,70.83,49,29.17,39013
39,14,243,191,78.6,52,21.4,39014
39,15,242,123,50.83,119,49.17,39015
39,16,230,183,79.57,47,20.43,39016
39,17,246,186,75.61,60,24.39,39017
39,18,329,229,69.6,100,30.4,39018
39,19,196,142,72.45,54,27.55,39019
39,20,244,149,61.07,95,38.93,39020
39,21,178,136,76.4,42,23.6,39021
39,22,228,183,80.26,45,19.74,39022
39,23,151,113,74.83,38,25.17,39023
39,24,295,240,81.36,55,18.64,39024
39,25,329,211,64.13,118,35.87,39025
39,26,287,160,55.75,127,44.25,39026
39,27,309,235,76.05,74,23.95,39027
39,28,318,237,74.53,81,25.47,39028
39,29,306,232,75.82,74,24.18,39029
39,30,199,156,78.39,43,21.61,39030
39,31,212,155,73.11,57,26.89,39031
39,32,175,128,73.14,47,26.86,39032
39,33,330,249,75.45,81,24.55,39033
39,34,323,240,74.3,83,25.7,39034
39,35,328,232,70.73,96,29.27,39035
39,36,235,168,71.49,67,28.51,39036
39,37,345,198,57.39,147,42.61,39037
39,38,291,195,67.01,96,32.99,39038
39,39,127,93,73.23,34,26.77,39039
39,40,202,118,58.42,84,41.58,39040
39,41,112,80,71.43,32,28.57,39041
39,42,246,142,57.72,104,42.28,39042
39,43,420,271,64.52,149,35.48,39043
39,44,366,284,77.6,82,22.4,39044
39,45,149,105,70.47,44,29.53,39045
39,46,225,183,81.33,42,18.67,39046
39,47,190,110,57.89,80,42.11,39047
40,1,204,152,74.51,52,25.49,40001
40,2,219,170,77.63,49,22.37,40002
40,3,345,302,87.54,43,12.46,40003
40,4,263,221,84.03,42,15.97,40004
40,5,308,257,83.44,51,16.56,40005
40,6,279,224,80.29,55,19.71,40006
40,7,342,295,86.26,47,13.74,40007
40,8,90,62,68.89,28,31.11,40008
40,9,203,165,81.28,38,18.72,40009
40,10,306,229,74.84,77,25.16,40010
40,11,295,257,87.12,38,12.88,40011
40,12,224,181,80.8,43,19.2,40012
40,13,402,347,86.32,55,13.68,40013
40,14,284,239,84.15,45,15.85,40014
40,15,300,229,76.33,71,23.67,40015
40,16,196,160,81.63,36,18.37,40016
40,17,141,105,74.47,36,25.53,40017
40,18,312,264,84.62,48,15.38,40018
40,19,243,179,73.66,64,26.34,40019
40,20,267,194,72.66,73,27.34,40020
40,21,257,201,78.21,56,21.79,40021
40,22,146,119,81.51,27,18.49,40022
40,23,413,352,85.23,61,14.77,40023
40,24,181,141,77.9,40,22.1,40024
40,25,232,169,72.84,63,27.16,40025
40,26,345,306,88.7,39,11.3,40026
40,27,253,207,81.82,46,18.18,40027
40,28,344,286,83.14,58,16.86,40028
40,29,273,205,75.09,68,24.91,40029
40,30,309,237,76.7,72,23.3,40030
40,31,249,178,71.49,71,28.51,40031
40,32,196,137,69.9,59,30.1,40032
40,33,292,233,79.79,59,20.21,40033
40,34,192,148,77.08,44,22.92,40034
40,35,266,207,77.82,59,22.18,40035
40,36,331,269,81.27,62,18.73,40036
40,37,242,211,87.19,31,12.81,40037
40,38,140,113,80.71,27,19.29,40038
40,39,220,171,77.73,49,22.27,40039
40,40,182,139,76.37,43,23.63,40040
40,41,395,336,85.06,59,14.94,40041
40,42,359,280,77.99,79,22.01,40042
40,43,349,293,83.95,56,16.05,40043
40,44,232,180,77.59,52,22.41,40044
40,45,423,327,77.3,96,22.7,40045
40,46,343,273,79.59,70,20.41,40046
40,47,381,332,87.14,49,12.86,40047
40,48,230,174,75.65,56,24.35,40048
40,49,172,140,81.4,32,18.6,40049
41,1,241,122,50.62,119,49.38,41001
41,2,349,199,57.02,150,42.98,41002
41,3,208,110,52.88,98,47.12,41003
41,4,279,149,53.41,130,46.59,41004
41,5,424,240,56.6,184,43.4,41005
41,6,273,165,60.44,108,39.56,41006
41,7,404,230,56.93,174,43.07,41007
41,8,288,147,51.04,141,48.96,41008
41,9,292,168,57.53,124,42.47,41009
41,10,285,134,47.02,151,52.98,41010
41,11,242,137,56.61,105,43.39,41011
41,12,345,234,67.83,111,32.17,41012
41,13,223,133,59.64,90,40.36,41013
41,14,352,207,58.81,145,41.19,41014
41,15,218,118,54.13,100,45.87,41015
41,16,323,210,65.02,113,34.98,41016
41,17,304,180,59.21,124,40.79,41017
41,18,224,129,57.59,95,42.41,41018
41,19,286,158,55.24,128,44.76,41019
41,20,289,171,59.17,118,40.83,41020
41,21,336,187,55.65,149,44.35,41021
41,22,247,132,53.44,115,46.56,41022
41,23,305,202,66.23,103,33.77,41023
41,24,214,112,52.34,102,47.66,41024
41,25,174,117,67.24,57,32.76,41025
41,26,184,103,55.98,81,44.02,41026
41,27,134,84,62.69,50,37.31,41027
41,28,282,180,63.83,102,36.17,41028
41,29,175,105,60.0,70,40.0,41029
41,30,268,154,57.46,114,42.54,41030
41,31,298,162,54.36,136,45.64,41031
41,32,263,134,50.95,129,49.05,41032
41,33,264,134,50.76,130,49.24,41033
41,34,257,131,50.97,126,49.03,41034
41,35,303,170,56.11,133,43.89,41035
41,36,294,164,55.78,130,44.22,41036
41,37,342,206,60.23,136,39.77,41037
41,38,289,185,64.01,104,35.99,41038
41,39,210,106,50.48,104,49.52,41039
41,40,228,119,52.19,109,47.81,41040
41,41,273,138,50.55,135,49.45,41041
41,42,260,130,50.0,130,50.0,41042
41,43,248,144,58.06,104,41.94,41043
41,44,255,153,60.0,102,40.0,41044
41,45,234,159,67.95,75,32.05,41045
41,46,254,147,57.87,107,42.13,41046
41,47,315,163,51.75,152,48.25,41047
41,48,231,160,69.26,71,30.74,41048
41,49,229,112,48.91,117,51.09,41049
41,50,256,150,58.59,106,41.41,41050
41,51,257,155,60.31,102,39.69,41051
41,52,300,172,57.33,128,42.67,41052
41,53,349,188,53.87,161,46.13,41053
41,54,275,164,59.64,111,40.36,41054
41,55,291,160,54.98,131,45.02,41055
41,56,313,170,54.31,143,45.69,41056
41,57,297,161,54.21,136,45.79,41057
41,58,193,86,44.56,107,55.44,41058
41,59,250,152,60.8,98,39.2,41059
41,60,201,113,56.22,88,43.78,41060
41,61,341,182,53.37,159,46.63,41061
41,62,276,168,60.87,108,39.13,41062
41,63,257,139,54.09,118,45.91,41063
41,64,280,155,55.36,125,44.64,41064
41,65,367,203,55.31,164,44.69,41065
41,66,306,165,53.92,141,46.08,41066
41,67,226,142,62.83,84,37.17,41067
41,68,247,146,59.11,101,40.89,41068
41,69,373,234,62.73,139,37.27,41069
41,70,230,114,49.57,116,50.43,41070
41,71,191,115,60.21,76,39.79,41071
42,1,441,290,65.76,151,34.24,42001
42,2,330,229,69.39,101,30.61,42002
42,3,287,190,66.2,97,33.8,42003
42,4,287,177,61.67,110,38.33,42004
42,5,282,190,67.38,92,32.62,42005
42,6,492,330,67.07,162,32.93,42006
42,7,408,272,66.67,136,33.33,42007
42,8,443,308,69.53,135,30.47,42008
42,9,682,488,71.55,194,28.45,42009
42,10,262,171,65.27,91,34.73,42010
42,11,365,225,61.64,140,38.36,42011
42,12,230,161,70.0,69,30.0,42012
42,13,491,310,63.14,181,36.86,42013
42,14,531,324,61.02,207,38.98,42014
42,15,376,239,63.56,137,36.44,42015
42,16,235,148,62.98,87,37.02,42016
42,17,411,253,61.56,158,38.44,42017
42,18,572,373,65.21,199,34.79,42018
42,19,190,113,59.47,77,40.53,42019
42,20,270,166,61.48,104,38.52,42020
42,21,258,165,63.95,93,36.05,42021
42,22,707,413,58.42,294,41.58,42022
42,23,413,254,61.5,159,38.5,42023
42,24,413,276,66.83,137,33.17,42024
42,25,308,199,64.61,109,35.39,42025
42,26,313,243,77.64,70,22.36,42026
42,27,394,266,67.51,128,32.49,42027
42,28,319,229,71.79,90,28.21,42028
42,29,359,208,57.94,151,42.06,42029
42,30,257,145,56.42,112,43.58,42030
42,31,282,156,55.32,126,44.68,42031
42,32,435,289,66.44,146,33.56,42032
42,33,407,275,67.57,132,32.43,42033
42,34,319,233,73.04,86,26.96,42034
42,35,229,163,71.18,66,28.82,42035
42,36,389,262,67.35,127,32.65,42036
42,37,302,201,66.56,101,33.44,42037
42,38,354,219,61.86,135,38.14,42038
42,39,203,139,68.47,64,31.53,42039
42,40,289,194,67.13,95,32.87,42040
42,41,582,379,65.12,203,34.88,42041
42,42,233,145,62.23,88,37.77,42042
42,43,307,190,61.89,117,38.11,42043
42,44,472,297,62.92,175,37.08,42044
42,45,348,250,71.84,98,28.16,42045
42,46,346,227,65.61,119,34.39,42046
42,47,200,131,65.5,69,34.5,42047
42,48,302,162,53.64,140,46.36,42048
42,49,273,65,23.81,208,76.19,42049
42,50,206,133,64.56,73,35.44,42050
42,51,317,184,58.04,133,41.96,42051
42,52,197,142,72.08,55,27.92,42052
42,53,221,157,71.04,64,28.96,42053
42,54,322,202,62.73,120,37.27,42054
42,55,455,307,67.47,148,32.53,42055
42,56,523,316,60.42,207,39.58,42056
42,57,355,258,72.68,97,27.32,42057
42,58,115,82,71.3,33,28.7,42058
42,59,145,85,58.62,60,41.38,42059
42,60,259,178,68.73,81,31.27,42060
42,61,231,139,60.17,92,39.83,42061
42,62,225,143,63.56,82,36.44,42062
42,63,280,196,70.0,84,30.0,42063
42,64,187,134,71.66,53,28.34,42064
42,65,396,254,64.14,142,35.86,42065
42,66,338,222,65.68,116,34.32,42066
42,67,494,293,59.31,201,40.69,42067
42,68,750,483,64.4,267,35.6,42068
42,69,521,354,67.95,167,32.05,42069
43,1,230,158,68.7,72,31.3,43001
43,2,446,273,61.21,173,38.79,43002
43,3,416,268,64.42,148,35.58,43003
43,4,395,260,65.82,135,34.18,43004
43,5,410,256,62.44,154,37.56,43005
43,6,340,240,70.59,100,29.41,43006
43,7,210,137,65.24,73,34.76,43007
43,8,337,250,74.18,87,25.82,43008
43,9,368,241,65.49,127,34.51,43009
43,10,174,114,65.52,60,34.48,43010
43,11,270,170,62.96,100,37.04,43011
43,12,492,344,69.92,148,30.08,43012
43,13,229,147,64.19,82,35.81,43013
43,14,261,201,77.01,60,22.99,43014
43,15,331,226,68.28,105,31.72,43015
43,16,371,250,67.39,121,32.61,43016
43,17,258,141,54.65,117,45.35,43017
43,18,447,303,67.79,144,32.21,43018
43,19,261,178,68.2,83,31.8,43019
43,20,386,275,71.24,111,28.76,43020
43,21,267,170,63.67,97,36.33,43021
43,22,281,166,59.07,115,40.93,43022
43,23,268,203,75.75,65,24.25,43023
43,24,312,185,59.29,127,40.71,43024
43,25,304,216,71.05,88,28.95,43025
43,26,289,178,61.59,111,38.41,43026
43,27,319,228,71.47,91,28.53,43027
43,28,322,189,58.7,133,41.3,43028
43,29,316,219,69.3,97,30.7,43029
43,30,319,198,62.07,121,37.93,43030
43,31,290,201,69.31,89,30.69,43031
43,32,274,192,70.07,82,29.93,43032
43,33,348,237,68.1,111,31.9,43033
43,34,271,177,65.31,94,34.69,43034
43,35,442,275,62.22,167,37.78,43035
43,36,367,206,56.13,161,43.87,43036
43,37,325,231,71.08,94,28.92,43037
43,38,375,238,63.47,137,36.53,43038
43,39,355,211,59.44,144,40.56,43039
43,40,202,139,68.81,63,31.19,43040
43,41,291,175,60.14,116,39.86,43041
43,42,288,170,59.03,118,40.97,43042
43,43,386,251,65.03,135,34.97,43043
43,44,472,312,66.1,160,33.9,43044
43,45,132,91,68.94,41,31.06,43045
43,46,376,221,58.78,155,41.22,43046
43,47,315,215,68.25,100,31.75,43047
43,48,448,307,68.53,141,31.47,43048
43,49,271,168,61.99,103,38.01,43049
43,50,301,199,66.11,102,33.89,43050
43,51,434,322,74.19,112,25.81,43051
43,52,521,340,65.26,181,34.74,43052
43,53,423,302,71.39,121,28.61,43053
43,54,300,204,68.0,96,32.0,43054
43,55,218,194,88.99,24,11.01,43055
43,56,277,192,69.31,85,30.69,43056
43,57,429,273,63.64,156,36.36,43057
43,58,417,278,66.67,139,33.33,43058
43,59,303,208,68.65,95,31.35,43059
43,60,336,212,63.1,124,36.9,43060
43,61,253,179,70.75,74,29.25,43061
43,62,382,242,63.35,140,36.65,43062
43,63,295,205,69.49,90,30.51,43063
43,64,213,142,66.67,71,33.33,43064
43,65,217,119,54.84,98,45.16,43065
43,66,169,110,65.09,59,34.91,43066
43,67,262,171,65.27,91,34.73,43067
44,1,283,215,75.97,68,24.03,44001
44,2,305,239,78.36,66,21.64,44002
44,3,296,225,76.01,71,23.99,44003
44,4,326,257,78.83,69,21.17,44004
44,5,529,401,75.8,128,24.2,44005
44,6,530,405,76.42,125,23.58,44006
44,7,374,257,68.72,117,31.28,44007
44,8,245,189,77.14,56,22.86,44008
44,9,715,456,63.78,259,36.22,44009
44,10,419,280,66.83,139,33.17,44010
44,11,560,399,71.25,161,28.75,44011
44,12,265,195,73.58,70,26.42,44012
44,13,353,253,71.67,100,28.33,44013
44,14,471,320,67.94,151,32.06,44014
44,15,497,377,75.86,120,24.14,44015
44,16,478,340,71.13,138,28.87,44016
44,17,428,336,78.5,92,21.5,44017
44,18,363,250,68.87,113,31.13,44018
44,19,291,222,76.29,69,23.71,44019
44,20,587,450,76.66,137,23.34,44020
44,21,578,442,76.47,136,23.53,44021
44,22,441,334,75.74,107,24.26,44022
44,23,494,374,75.71,120,24.29,44023
44,24,382,277,72.51,105,27.49,44024
44,25,493,333,67.55,160,32.45,44025
44,26,415,330,79.52,85,20.48,44026
44,27,562,377,67.08,185,32.92,44027
44,28,457,308,67.4,149,32.6,44028
44,29,580,393,67.76,187,32.24,44029
44,30,452,382,84.51,70,15.49,44030
44,31,573,378,65.97,195,34.03,44031
44,32,300,237,79.0,63,21.0,44032
44,33,629,548,87.12,81,12.88,44033
44,34,297,243,81.82,54,18.18,44034
44,35,273,204,74.73,69,25.27,44035
44,36,535,388,72.52,147,27.48,44036
44,37,527,427,81.02,100,18.98,44037
44,38,559,373,66.73,186,33.27,44038
44,39,557,368,66.07,189,33.93,44039
44,40,523,332,63.48,191,36.52,44040
44,41,441,316,71.66,125,28.34,44041
44,42,585,448,76.58,137,23.42,44042
44,43,591,433,73.27,158,26.73,44043
44,44,465,376,80.86,89,19.14,44044
44,45,586,437,74.57,149,25.43,44045
44,46,274,214,78.1,60,21.9,44046
44,47,596,384,64.43,212,35.57,44047
44,48,272,210,77.21,62,22.79,44048
44,49,585,433,74.02,152,25.98,44049
44,50,565,382,67.61,183,32.39,44050
45,1,251,180,71.71,71,28.29,45001
45,2,340,223,65.59,117,34.41,45002
45,3,358,277,77.37,81,22.63,45003
45,4,382,227,59.42,155,40.58,45004
45,5,329,181,55.02,148,44.98,45005
45,6,293,199,67.92,94,32.08,45006
45,7,290,193,66.55,97,33.45,45007
45,8,262,170,64.89,92,35.11,45008
45,9,324,201,62.04,123,37.96,45009
45,10,387,268,69.25,119,30.75,45010
45,11,320,205,64.06,115,35.94,45011
45,12,352,234,66.48,118,33.52,45012
45,13,356,262,73.6,94,26.4,45013
45,14,369,259,70.19,110,29.81,45014
45,15,333,230,69.07,103,30.93,45015
45,16,332,265,79.82,67,20.18,45016
45,17,262,170,64.89,92,35.11,45017
45,18,300,230,76.67,70,23.33,45018
45,19,321,215,66.98,106,33.02,45019
45,20,297,199,67.0,98,33.0,45020
45,21,324,204,62.96,120,37.04,45021
45,22,272,158,58.09,114,41.91,45022
45,23,283,177,62.54,106,37.46,45023
45,24,414,265,64.01,149,35.99,45024
45,25,332,239,71.99,93,28.01,45025
45,26,347,262,75.5,85,24.5,45026
45,27,277,187,67.51,90,32.49,45027
45,28,286,223,77.97,63,22.03,45028
45,29,306,215,70.26,91,29.74,45029
45,30,303,184,60.73,119,39.27,45030
45,31,284,189,66.55,95,33.45,45031
45,32,214,142,66.36,72,33.64,45032
45,33,284,190,66.9,94,33.1,45033
45,34,236,146,61.86,90,38.14,45034
45,35,323,202,62.54,121,37.46,45035
45,36,307,191,62.21,116,37.79,45036
45,37,292,208,71.23,84,28.77,45037
45,38,359,267,74.37,92,25.63,45038
45,39,346,237,68.5,109,31.5,45039
45,40,364,274,75.27,90,24.73,45040
45,41,208,146,70.19,62,29.81,45041
45,42,263,194,73.76,69,26.24,45042
45,43,253,175,69.17,78,30.83,45043
45,44,310,213,68.71,97,31.29,45044
45,45,274,182,66.42,92,33.58,45045
45,46,319,221,69.28,98,30.72,45046
45,47,347,236,68.01,111,31.99,45047
45,48,300,230,76.67,70,23.33,45048
45,49,303,201,66.34,102,33.66,45049
45,50,285,207,72.63,78,27.37,45050
45,51,302,183,60.6,119,39.4,45051
45,52,288,182,63.19,106,36.81,45052
45,53,262,188,71.76,74,28.24,45053
46,1,517,419,81.04,98,18.96,46001
46,2,422,371,87.91,51,12.09,46002
46,3,513,440,85.77,73,14.23,46003
46,4,283,233,82.33,50,17.67,46004
46,5,476,394,82.77,82,17.23,46005
46,6,348,289,83.05,59,16.95,46006
46,7,648,517,79.78,131,20.22,46007
46,8,345,285,82.61,60,17.39,46008
46,9,587,444,75.64,143,24.36,46009
46,10,344,252,73.26,92,26.74,46010
46,11,458,384,83.84,74,16.16,46011
46,12,378,320,84.66,58,15.34,46012
46,13,610,451,73.93,159,26.07,46013
46,14,313,291,92.97,22,7.03,46014
46,15,465,374,80.43,91,19.57,46015
46,16,460,388,84.35,72,15.65,46016
46,17,587,459,78.19,128,21.81,46017
46,18,382,295,77.23,87,22.77,46018
46,19,489,430,87.93,59,12.07,46019
46,20,420,353,84.05,67,15.95,46020
46,21,130,105,80.77,25,19.23,46021
46,22,237,156,65.82,81,34.18,46022
46,23,224,199,88.84,25,11.16,46023
46,24,461,364,78.96,97,21.04,46024
46,25,292,219,75.0,73,25.0,46025
46,26,331,279,84.29,52,15.71,46026
46,27,492,383,77.85,109,22.15,46027
46,28,514,374,72.76,140,27.24,46028
46,29,323,251,77.71,72,22.29,46029
46,30,415,316,76.14,99,23.86,46030
46,31,437,348,79.63,89,20.37,46031
46,32,345,274,79.42,71,20.58,46032
46,33,376,293,77.93,83,22.07,46033
46,34,582,477,81.96,105,18.04,46034
46,35,448,368,82.14,80,17.86,46035
46,36,378,281,74.34,97,25.66,46036
46,37,375,282,75.2,93,24.8,46037
46,38,304,242,79.61,62,20.39,46038
46,39,473,361,76.32,112,23.68,46039
46,40,224,190,84.82,34,15.18,46040
46,41,326,270,82.82,56,17.18,46041
46,42,397,330,83.12,67,16.88,46042
46,43,271,222,81.92,49,18.08,46043
47,1,459,393,85.62,66,14.38,47001
47,2,323,237,73.37,86,26.63,47002
47,3,320,251,78.44,69,21.56,47003
47,4,376,305,81.12,71,18.88,47004
47,5,402,309,76.87,93,23.13,47005
47,6,473,375,79.28,98,20.72,47006
47,7,399,293,73.43,106,26.57,47007
47,8,479,383,79.96,96,20.04,47008
47,9,247,192,77.73,55,22.27,47009
47,10,323,280,86.69,43,13.31,47010
47,11,632,543,85.92,89,14.08,47011
47,12,408,319,78.19,89,21.81,47012
47,13,533,449,84.24,84,15.76,47013
47,14,286,233,81.47,53,18.53,47014
47,15,457,394,86.21,63,13.79,47015
47,16,387,311,80.36,76,19.64,47016
47,17,308,251,81.49,57,18.51,47017
47,18,450,363,80.67,87,19.33,47018
47,19,459,386,84.1,73,15.9,47019
47,20,417,348,83.45,69,16.55,47020
47,21,407,310,76.17,97,23.83,47021
47,22,391,328,83.89,63,16.11,47022
47,23,209,174,83.25,35,16.75,47023
47,24,483,355,73.5,128,26.5,47024
47,25,494,389,78.74,105,21.26,47025
47,26,663,556,83.86,107,16.14,47026
47,27,410,316,77.07,94,22.93,47027
47,28,540,447,82.78,93,17.22,47028
47,29,465,352,75.7,113,24.3,47029
47,30,440,375,85.23,65,14.77,47030
47,31,409,355,86.8,54,13.2,47031
47,32,481,428,88.98,53,11.02,47032
47,33,417,357,85.61,60,14.39,47033
47,34,504,439,87.1,65,12.9,47034
47,35,608,479,78.78,129,21.22,47035
47,36,590,504,85.42,86,14.58,47036
47,37,533,430,80.68,103,19.32,47037
47,38,427,355,83.14,72,16.86,47038
47,39,446,363,81.39,83,18.61,47039
47,40,426,337,79.11,89,20.89,47040
47,41,637,533,83.67,104,16.33,47041
47,42,346,292,84.39,54,15.61,47042
47,43,312,236,75.64,76,24.36,47043
47,44,581,410,70.57,171,29.43,47044
47,45,407,338,83.05,69,16.95,47045
47,46,319,245,76.8,74,23.2,47046
47,47,365,275,75.34,90,24.66,47047
47,48,49,43,87.76,6,12.24,47048
47,49,333,259,77.78,74,22.22,47049
47,50,339,251,74.04,88,25.96,47050
47,51,274,211,77.01,63,22.99,47051
48,1,382,318,83.25,64,16.75,48001
48,2,279,208,74.55,71,25.45,48002
48,3,468,380,81.2,88,18.8,48003
48,4,408,285,69.85,123,30.15,48004
48,5,276,203,73.55,73,26.45,48005
48,6,418,353,84.45,65,15.55,48006
48,7,335,298,88.96,37,11.04,48007
48,8,236,172,72.88,64,27.12,48008
48,9,332,252,75.9,80,24.1,48009
48,10,253,210,83.0,43,17.0,48010
48,11,446,381,85.43,65,14.57,48011
48,12,375,318,84.8,57,15.2,48012
48,13,277,213,76.9,64,23.1,48013
48,14,383,288,75.2,95,24.8,48014
48,15,266,234,87.97,32,12.03,48015
48,16,290,248,85.52,42,14.48,48016
48,17,331,267,80.66,64,19.34,48017
48,18,254,226,88.98,28,11.02,48018
48,19,283,236,83.39,47,16.61,48019
48,20,152,118,77.63,34,22.37,48020
48,21,184,156,84.78,28,15.22,48021
48,22,357,269,75.35,88,24.65,48022
48,23,314,257,81.85,57,18.15,48023
48,24,265,235,88.68,30,11.32,48024
48,25,318,275,86.48,43,13.52,48025
48,26,363,288,79.34,75,20.66,48026
48,27,193,153,79.27,40,20.73,48027
48,28,273,223,81.68,50,18.32,48028
48,29,196,160,81.63,36,18.37,48029
48,30,336,288,85.71,48,14.29,48030
48,31,283,251,88.69,32,11.31,48031
48,32,374,332,88.77,42,11.23,48032
48,33,250,197,78.8,53,21.2,48033
48,34,168,141,83.93,27,16.07,48034
48,35,223,184,82.51,39,17.49,48035
48,36,257,213,82.88,44,17.12,48036
48,37,290,241,83.1,49,16.9,48037
48,38,355,303,85.35,52,14.65,48038
48,39,274,222,81.02,52,18.98,48039
48,40,221,184,83.26,37,16.74,48040
48,41,232,188,81.03,44,18.97,48041
48,42,296,265,89.53,31,10.47,48042
48,43,468,402,85.9,66,14.1,48043
48,44,393,344,87.53,49,12.47,48044
48,45,275,212,77.09,63,22.91,48045
48,46,283,236,83.39,47,16.61,48046
48,47,317,288,90.85,29,9.15,48047
48,48,320,274,85.63,46,14.38,48048
48,49,146,126,86.3,20,13.7,48049
48,50,389,340,87.4,49,12.6,48050
48,51,414,345,83.33,69,16.67,48051
48,52,223,196,87.89,27,12.11,48052
48,53,301,254,84.39,47,15.61,48053
48,54,245,211,86.12,34,13.88,48054
48,55,129,95,73.64,34,26.36,48055
48,56,133,113,84.96,20,15.04,48056
49,1,311,297,95.5,14,4.5,49001
49,2,291,250,85.91,41,14.09,49002
49,3,208,185,88.94,23,11.06,49003
49,4,162,147,90.74,15,9.26,49004
49,5,330,290,87.88,40,12.12,49005
49,6,375,316,84.27,59,15.73,49006
49,7,336,290,86.31,46,13.69,49007
49,8,299,238,79.6,61,20.4,49008
49,9,308,270,87.66,38,12.34,49009
49,10,286,244,85.31,42,14.69,49010
49,11,197,172,87.31,25,12.69,49011
49,12,326,294,90.18,32,9.82,49012
49,13,365,314,86.03,51,13.97,49013
49,14,323,267,82.66,56,17.34,49014
49,15,295,264,89.49,31,10.51,49015
49,16,193,163,84.46,30,15.54,49016
49,17,57,46,80.7,11,19.3,49017
49,18,190,154,81.05,36,18.95,49018
49,19,272,249,91.54,23,8.46,49019
49,20,337,294,87.24,43,12.76,49020
49,21,398,290,72.86,108,27.14,49021
49,22,256,223,87.11,33,12.89,49022
49,23,301,263,87.38,38,12.62,49023
49,24,131,121,92.37,10,7.63,49024
49,25,368,323,87.77,45,12.23,49025
49,26,318,254,79.87,64,20.13,49026
49,27,399,361,90.48,38,9.52,49027
49,28,286,255,89.16,31,10.84,49028
49,29,411,356,86.62,55,13.38,49029
49,30,288,251,87.15,37,12.85,49030
