ward,precinct,total,"Eugene """"Gene"""" Moore","Eugene """"Gene"""" Moore Percent",John H. Cox,John H. Cox Percent,precinct_id
12,29,251,198,78.88,53,21.12,12029
13,1,346,256,73.99,90,26.01,13001
13,2,268,215,80.22,53,19.78,13002
13,3,417,332,79.62,85,20.38,13003
13,4,528,393,74.43,135,25.57,13004
13,5,276,240,86.96,36,13.04,13005
13,6,284,215,75.7,69,24.3,13006
13,7,323,260,80.5,63,19.5,13007
13,8,369,286,77.51,83,22.49,13008
13,9,295,250,84.75,45,15.25,13009
13,10,280,215,76.79,65,23.21,13010
13,11,259,226,87.26,33,12.74,13011
13,12,374,308,82.35,66,17.65,13012
13,13,362,309,85.36,53,14.64,13013
13,14,281,233,82.92,48,17.08,13014
13,15,358,300,83.8,58,16.2,13015
13,16,250,215,86.0,35,14.0,13016
13,17,352,285,80.97,67,19.03,13017
13,18,306,246,80.39,60,19.61,13018
13,19,316,284,89.87,32,10.13,13019
13,20,306,260,84.97,46,15.03,13020
13,21,253,207,81.82,46,18.18,13021
13,22,337,281,83.38,56,16.62,13022
13,23,275,231,84.0,44,16.0,13023
13,24,350,300,85.71,50,14.29,13024
13,25,320,250,78.13,70,21.88,13025
13,26,261,216,82.76,45,17.24,13026
13,27,400,313,78.25,87,21.75,13027
13,28,261,221,84.67,40,15.33,13028
13,29,288,233,80.9,55,19.1,13029
13,30,353,291,82.44,62,17.56,13030
13,31,347,304,87.61,43,12.39,13031
13,32,379,334,88.13,45,11.87,13032
13,33,293,240,81.91,53,18.09,13033
13,34,296,247,83.45,49,16.55,13034
13,35,371,310,83.56,61,16.44,13035
13,36,228,181,79.39,47,20.61,13036
13,37,239,194,81.17,45,18.83,13037
13,38,402,327,81.34,75,18.66,13038
13,39,326,273,83.74,53,16.26,13039
13,40,303,256,84.49,47,15.51,13040
13,41,294,257,87.41,37,12.59,13041
13,42,311,263,84.57,48,15.43,13042
13,43,243,219,90.12,24,9.88,13043
13,44,369,352,95.39,17,4.61,13044
13,45,461,378,82.0,83,18.0,13045
13,46,296,270,91.22,26,8.78,13046
13,47,321,262,81.62,59,18.38,13047
13,48,357,303,84.87,54,15.13,13048
13,49,382,332,86.91,50,13.09,13049
13,50,390,348,89.23,42,10.77,13050
13,51,251,222,88.45,29,11.55,13051
13,52,386,301,77.98,85,22.02,13052
13,53,425,355,83.53,70,16.47,13053
13,54,344,288,83.72,56,16.28,13054
14,1,212,172,81.13,40,18.87,14001
14,2,237,186,78.48,51,21.52,14002
14,3,322,272,84.47,50,15.53,14003
14,4,243,198,81.48,45,18.52,14004
14,5,326,289,88.65,37,11.35,14005
14,6,243,193,79.42,50,20.58,14006
14,7,248,201,81.05,47,18.95,14007
14,8,183,156,85.25,27,14.75,14008
14,9,307,262,85.34,45,14.66,14009
14,10,284,221,77.82,63,22.18,14010
14,11,233,211,90.56,22,9.44,14011
14,12,201,171,85.07,30,14.93,14012
14,13,306,238,77.78,68,22.22,14013
14,14,198,175,88.38,23,11.62,14014
14,15,282,254,90.07,28,9.93,14015
14,16,284,226,79.58,58,20.42,14016
14,17,267,230,86.14,37,13.86,14017
14,18,249,206,82.73,43,17.27,14018
14,19,321,280,87.23,41,12.77,14019
14,20,248,194,78.23,54,21.77,14020
14,21,256,230,89.84,26,10.16,14021
14,22,243,200,82.3,43,17.7,14022
14,23,206,185,89.81,21,10.19,14023
14,24,183,172,93.99,11,6.01,14024
14,25,254,199,78.35,55,21.65,14025
14,26,196,160,81.63,36,18.37,14026
14,27,183,150,81.97,33,18.03,14027
14,28,257,212,82.49,45,17.51,14028
14,29,295,252,85.42,43,14.58,14029
14,30,211,164,77.73,47,22.27,14030
14,31,248,228,91.94,20,8.06,14031
14,32,213,190,89.2,23,10.8,14032
14,33,205,168,81.95,37,18.05,14033
14,34,234,206,88.03,28,11.97,14034
14,35,136,101,74.26,35,25.74,14035
14,36,288,247,85.76,41,14.24,14036
14,37,258,224,86.82,34,13.18,14037
15,1,198,163,82.32,35,17.68,15001
15,2,261,253,96.93,8,3.07,15002
15,3,304,287,94.41,17,5.59,15003
15,4,300,286,95.33,14,4.67,15004
15,5,311,295,94.86,16,5.14,15005
15,6,330,294,89.09,36,10.91,15006
15,7,288,274,95.14,14,4.86,15007
15,8,451,417,92.46,34,7.54,15008
15,9,326,299,91.72,27,8.28,15009
15,10,236,187,79.24,49,20.76,15010
15,11,339,316,93.22,23,6.78,15011
15,12,207,200,96.62,7,3.38,15012
15,13,222,198,89.19,24,10.81,15013
15,14,339,275,81.12,64,18.88,15014
15,15,319,282,88.4,37,11.6,15015
15,16,220,174,79.09,46,20.91,15016
15,17,310,298,96.13,12,3.87,15017
15,18,247,236,95.55,11,4.45,15018
15,19,268,253,94.4,15,5.6,15019
15,20,269,251,93.31,18,6.69,15020
15,21,298,290,97.32,8,2.68,15021
15,22,360,329,91.39,31,8.61,15022
15,23,247,236,95.55,11,4.45,15023
15,24,315,291,92.38,24,7.62,15024
15,25,336,302,89.88,34,10.12,15025
15,26,254,236,92.91,18,7.09,15026
15,27,242,226,93.39,16,6.61,15027
15,28,296,231,78.04,65,21.96,15028
15,29,176,160,90.91,16,9.09,15029
15,30,377,354,93.9,23,6.1,15030
15,31,246,233,94.72,13,5.28,15031
15,32,373,344,92.23,29,7.77,15032
15,33,265,247,93.21,18,6.79,15033
15,34,251,233,92.83,18,7.17,15034
15,35,286,275,96.15,11,3.85,15035
15,36,270,265,98.15,5,1.85,15036
15,37,257,238,92.61,19,7.39,15037
15,38,317,292,92.11,25,7.89,15038
15,39,324,304,93.83,20,6.17,15039
15,40,299,282,94.31,17,5.69,15040
15,41,412,368,89.32,44,10.68,15041
15,42,197,190,96.45,7,3.55,15042
15,43,274,259,94.53,15,5.47,15043
15,44,307,267,86.97,40,13.03,15044
15,45,164,150,91.46,14,8.54,15045
15,46,220,211,95.91,9,4.09,15046
15,47,312,301,96.47,11,3.53,15047
15,48,281,260,92.53,21,7.47,15048
15,49,256,220,85.94,36,14.06,15049
15,50,303,289,95.38,14,4.62,15050
15,51,214,203,94.86,11,5.14,15051
15,52,179,169,94.41,10,5.59,15052
16,1,189,175,92.59,14,7.41,16001
16,2,227,217,95.59,10,4.41,16002
16,3,284,264,92.96,20,7.04,16003
16,4,287,255,88.85,32,11.15,16004
16,5,337,316,93.77,21,6.23,16005
16,6,107,96,89.72,11,10.28,16006
16,7,292,267,91.44,25,8.56,16007
16,8,264,248,93.94,16,6.06,16008
16,9,354,333,94.07,21,5.93,16009
16,10,255,234,91.76,21,8.24,16010
16,11,368,351,95.38,17,4.62,16011
16,12,255,238,93.33,17,6.67,16012
16,13,236,203,86.02,33,13.98,16013
16,14,301,287,95.35,14,4.65,16014
16,15,338,319,94.38,19,5.62,16015
16,16,297,282,94.95,15,5.05,16016
16,17,354,281,79.38,73,20.62,16017
16,18,298,287,96.31,11,3.69,16018
16,19,238,225,94.54,13,5.46,16019
16,20,284,272,95.77,12,4.23,16020
16,21,258,209,81.01,49,18.99,16021
16,22,236,225,95.34,11,4.66,16022
16,23,303,261,86.14,42,13.86,16023
16,24,179,167,93.3,12,6.7,16024
16,25,245,234,95.51,11,4.49,16025
16,26,289,271,93.77,18,6.23,16026
16,27,296,281,94.93,15,5.07,16027
16,28,321,309,96.26,12,3.74,16028
16,29,183,172,93.99,11,6.01,16029
16,30,243,226,93.0,17,7.0,16030
16,31,327,312,95.41,15,4.59,16031
16,32,254,198,77.95,56,22.05,16032
16,33,268,260,97.01,8,2.99,16033
16,34,282,269,95.39,13,4.61,16034
16,35,305,264,86.56,41,13.44,16035
16,36,310,293,94.52,17,5.48,16036
16,37,313,300,95.85,13,4.15,16037
16,38,315,291,92.38,24,7.62,16038
16,39,175,144,82.29,31,17.71,16039
16,40,355,330,92.96,25,7.04,16040
16,41,144,141,97.92,3,2.08,16041
16,42,191,158,82.72,33,17.28,16042
16,43,278,264,94.96,14,5.04,16043
16,44,365,328,89.86,37,10.14,16044
16,45,200,189,94.5,11,5.5,16045
16,46,64,61,95.31,3,4.69,16046
16,47,185,173,93.51,12,6.49,16047
17,1,253,242,95.65,11,4.35,17001
17,2,334,320,95.81,14,4.19,17002
17,3,298,287,96.31,11,3.69,17003
17,4,470,454,96.6,16,3.4,17004
17,5,304,288,94.74,16,5.26,17005
17,6,285,277,97.19,8,2.81,17006
17,7,452,432,95.58,20,4.42,17007
17,8,284,273,96.13,11,3.87,17008
17,9,237,231,97.47,6,2.53,17009
17,10,334,319,95.51,15,4.49,17010
17,11,357,343,96.08,14,3.92,17011
17,12,386,367,95.08,19,4.92,17012
17,13,255,240,94.12,15,5.88,17013
17,14,331,315,95.17,16,4.83,17014
17,15,335,324,96.72,11,3.28,17015
17,16,296,281,94.93,15,5.07,17016
17,17,309,297,96.12,12,3.88,17017
17,18,366,347,94.81,19,5.19,17018
17,19,166,157,94.58,9,5.42,17019
17,20,337,323,95.85,14,4.15,17020
17,21,413,393,95.16,20,4.84,17021
17,22,346,335,96.82,11,3.18,17022
17,23,277,267,96.39,10,3.61,17023
17,24,416,390,93.75,26,6.25,17024
17,25,231,216,93.51,15,6.49,17025
17,26,423,400,94.56,23,5.44,17026
17,27,406,383,94.33,23,5.67,17027
17,28,310,294,94.84,16,5.16,17028
17,29,376,355,94.41,21,5.59,17029
17,30,399,384,96.24,15,3.76,17030
17,31,350,336,96.0,14,4.0,17031
17,32,387,368,95.09,19,4.91,17032
17,33,277,268,96.75,9,3.25,17033
17,34,313,291,92.97,22,7.03,17034
17,35,207,198,95.65,9,4.35,17035
17,36,243,235,96.71,8,3.29,17036
17,37,331,319,96.37,12,3.63,17037
17,38,344,316,91.86,28,8.14,17038
17,39,279,265,94.98,14,5.02,17039
17,40,284,267,94.01,17,5.99,17040
17,41,270,259,95.93,11,4.07,17041
17,42,306,294,96.08,12,3.92,17042
17,43,279,261,93.55,18,6.45,17043
17,44,294,279,94.9,15,5.1,17044
17,45,251,235,93.63,16,6.37,17045
17,46,340,325,95.59,15,4.41,17046
17,47,213,202,94.84,11,5.16,17047
17,48,380,358,94.21,22,5.79,17048
17,49,291,282,96.91,9,3.09,17049
17,50,363,350,96.42,13,3.58,17050
17,51,422,386,91.47,36,8.53,17051
17,52,428,402,93.93,26,6.07,17052
17,53,311,303,97.43,8,2.57,17053
17,54,352,340,96.59,12,3.41,17054
17,55,314,303,96.5,11,3.5,17055
17,56,359,339,94.43,20,5.57,17056
17,57,369,357,96.75,12,3.25,17057
17,58,273,260,95.24,13,4.76,17058
17,59,198,182,91.92,16,8.08,17059
17,60,434,419,96.54,15,3.46,17060
17,61,305,296,97.05,9,2.95,17061
17,62,279,268,96.06,11,3.94,17062
17,63,362,351,96.96,11,3.04,17063
17,64,268,256,95.52,12,4.48,17064
18,1,245,219,89.39,26,10.61,18001
18,2,385,344,89.35,41,10.65,18002
18,3,301,203,67.44,98,32.56,18003
18,4,379,357,94.2,22,5.8,18004
18,5,410,394,96.1,16,3.9,18005
18,6,324,214,66.05,110,33.95,18006
18,7,357,302,84.59,55,15.41,18007
18,8,195,184,94.36,11,5.64,18008
18,9,374,335,89.57,39,10.43,18009
18,10,517,465,89.94,52,10.06,18010
18,11,374,303,81.02,71,18.98,18011
18,12,437,403,92.22,34,7.78,18012
18,13,442,392,88.69,50,11.31,18013
18,14,455,429,94.29,26,5.71,18014
18,15,258,194,75.19,64,24.81,18015
18,16,446,423,94.84,23,5.16,18016
18,17,329,288,87.54,41,12.46,18017
18,18,358,340,94.97,18,5.03,18018
18,19,286,282,98.6,4,1.4,18019
18,20,390,374,95.9,16,4.1,18020
18,21,518,456,88.03,62,11.97,18021
18,22,458,421,91.92,37,8.08,18022
18,23,370,342,92.43,28,7.57,18023
18,24,435,419,96.32,16,3.68,18024
18,25,424,412,97.17,12,2.83,18025
18,26,294,277,94.22,17,5.78,18026
18,27,432,389,90.05,43,9.95,18027
18,28,374,255,68.18,119,31.82,18028
18,29,442,373,84.39,69,15.61,18029
18,30,315,310,98.41,5,1.59,18030
18,31,382,355,92.93,27,7.07,18031
18,32,412,397,96.36,15,3.64,18032
18,33,342,323,94.44,19,5.56,18033
18,34,469,433,92.32,36,7.68,18034
18,35,462,426,92.21,36,7.79,18035
18,36,315,269,85.4,46,14.6,18036
18,37,288,264,91.67,24,8.33,18037
18,38,450,431,95.78,19,4.22,18038
18,39,407,373,91.65,34,8.35,18039
18,40,440,412,93.64,28,6.36,18040
18,41,371,270,72.78,101,27.22,18041
18,42,317,277,87.38,40,12.62,18042
18,43,313,254,81.15,59,18.85,18043
18,44,252,218,86.51,34,13.49,18044
18,45,373,362,97.05,11,2.95,18045
18,46,420,405,96.43,15,3.57,18046
18,47,427,386,90.4,41,9.6,18047
18,48,250,190,76.0,60,24.0,18048
18,49,314,292,92.99,22,7.01,18049
18,50,427,388,90.87,39,9.13,18050
18,51,250,240,96.0,10,4.0,18051
18,52,307,300,97.72,7,2.28,18052
18,53,359,345,96.1,14,3.9,18053
18,54,421,394,93.59,27,6.41,18054
18,55,360,242,67.22,118,32.78,18055
18,56,383,314,81.98,69,18.02,18056
18,57,337,293,86.94,44,13.06,18057
18,58,388,374,96.39,14,3.61,18058
18,59,315,300,95.24,15,4.76,18059
18,60,467,452,96.79,15,3.21,18060
18,61,384,374,97.4,10,2.6,18061
18,62,264,255,96.59,9,3.41,18062
18,63,388,382,98.45,6,1.55,18063
18,64,340,271,79.71,69,20.29,18064
19,1,444,321,72.3,123,27.7,19001
19,2,381,324,85.04,57,14.96,19002
19,3,371,246,66.31,125,33.69,19003
19,4,383,256,66.84,127,33.16,19004
19,5,431,344,79.81,87,20.19,19005
19,6,419,285,68.02,134,31.98,19006
19,7,405,311,76.79,94,23.21,19007
19,8,348,221,63.51,127,36.49,19008
19,9,324,211,65.12,113,34.88,19009
19,10,555,428,77.12,127,22.88,19010
19,11,459,273,59.48,186,40.52,19011
19,12,437,273,62.47,164,37.53,19012
19,13,357,335,93.84,22,6.16,19013
19,14,278,183,65.83,95,34.17,19014
19,15,275,183,66.55,92,33.45,19015
19,16,489,352,71.98,137,28.02,19016
19,17,434,324,74.65,110,25.35,19017
19,18,478,346,72.38,132,27.62,19018
19,19,457,339,74.18,118,25.82,19019
19,20,382,316,82.72,66,17.28,19020
19,21,347,244,70.32,103,29.68,19021
19,22,498,358,71.89,140,28.11,19022
19,23,473,316,66.81,157,33.19,19023
19,24,342,214,62.57,128,37.43,19024
19,25,476,327,68.7,149,31.3,19025
19,26,466,320,68.67,146,31.33,19026
19,27,313,259,82.75,54,17.25,19027
19,28,495,448,90.51,47,9.49,19028
19,29,366,236,64.48,130,35.52,19029
19,30,433,273,63.05,160,36.95,19030
19,31,396,258,65.15,138,34.85,19031
19,32,492,347,70.53,145,29.47,19032
19,33,477,302,63.31,175,36.69,19033
19,34,438,312,71.23,126,28.77,19034
19,35,383,274,71.54,109,28.46,19035
19,36,575,491,85.39,84,14.61,19036
19,37,369,298,80.76,71,19.24,19037
19,38,532,447,84.02,85,15.98,19038
19,39,276,260,94.2,16,5.8,19039
19,40,385,286,74.29,99,25.71,19040
19,41,461,298,64.64,163,35.36,19041
19,42,368,296,80.43,72,19.57,19042
19,43,528,498,94.32,30,5.68,19043
19,44,373,244,65.42,129,34.58,19044
19,45,477,337,70.65,140,29.35,19045
19,46,523,344,65.77,179,34.23,19046
19,47,311,257,82.64,54,17.36,19047
19,48,381,368,96.59,13,3.41,19048
19,49,514,441,85.8,73,14.2,19049
19,50,484,468,96.69,16,3.31,19050
19,51,406,285,70.2,121,29.8,19051
19,52,369,240,65.04,129,34.96,19052
19,53,422,300,71.09,122,28.91,19053
19,54,389,256,65.81,133,34.19,19054
19,55,377,273,72.41,104,27.59,19055
19,56,516,374,72.48,142,27.52,19056
19,57,489,387,79.14,102,20.86,19057
19,58,420,269,64.05,151,35.95,19058
19,59,477,305,63.94,172,36.06,19059
19,60,420,404,96.19,16,3.81,19060
19,61,512,393,76.76,119,23.24,19061
19,62,425,332,78.12,93,21.88,19062
19,63,304,266,87.5,38,12.5,19063
19,64,531,456,85.88,75,14.12,19064
19,65,278,227,81.65,51,18.35,19065
19,66,470,453,96.38,17,3.62,19066
19,67,105,62,59.05,43,40.95,19067
20,1,411,396,96.35,15,3.65,20001
20,2,285,274,96.14,11,3.86,20002
20,3,376,359,95.48,17,4.52,20003
20,4,217,184,84.79,33,15.21,20004
20,5,219,211,96.35,8,3.65,20005
20,6,343,325,94.75,18,5.25,20006
20,7,215,203,94.42,12,5.58,20007
20,8,120,94,78.33,26,21.67,20008
20,9,326,311,95.4,15,4.6,20009
20,10,308,294,95.45,14,4.55,20010
20,11,308,299,97.08,9,2.92,20011
20,12,114,108,94.74,6,5.26,20012
20,13,129,123,95.35,6,4.65,20013
20,14,470,452,96.17,18,3.83,20014
20,15,138,99,71.74,39,28.26,20015
20,16,121,113,93.39,8,6.61,20016
20,17,378,362,95.77,16,4.23,20017
20,18,472,456,96.61,16,3.39,20018
20,19,160,154,96.25,6,3.75,20019
20,20,224,212,94.64,12,5.36,20020
20,21,133,108,81.2,25,18.8,20021
20,22,376,357,94.95,19,5.05,20022
20,23,409,392,95.84,17,4.16,20023
20,24,589,558,94.74,31,5.26,20024
20,25,303,288,95.05,15,4.95,20025
20,26,280,269,96.07,11,3.93,20026
20,27,255,244,95.69,11,4.31,20027
20,28,372,357,95.97,15,4.03,20028
20,29,368,351,95.38,17,4.62,20029
20,30,310,296,95.48,14,4.52,20030
20,31,355,332,93.52,23,6.48,20031
20,32,614,574,93.49,40,6.51,20032
20,33,454,427,94.05,27,5.95,20033
20,34,459,419,91.29,40,8.71,20034
20,35,251,239,95.22,12,4.78,20035
20,36,374,363,97.06,11,2.94,20036
20,37,238,226,94.96,12,5.04,20037
20,38,62,59,95.16,3,4.84,20038
20,39,319,304,95.3,15,4.7,20039
20,40,264,253,95.83,11,4.17,20040
20,41,21,16,76.19,5,23.81,20041
20,42,362,351,96.96,11,3.04,20042
20,43,143,119,83.22,24,16.78,20043
20,44,361,341,94.46,20,5.54,20044
20,45,75,67,89.33,8,10.67,20045
20,46,272,262,96.32,10,3.68,20046
20,47,206,191,92.72,15,7.28,20047
20,48,172,160,93.02,12,6.98,20048
20,49,298,283,94.97,15,5.03,20049
20,50,235,228,97.02,7,2.98,20050
20,51,108,86,79.63,22,20.37,20051
20,52,172,164,95.35,8,4.65,20052
20,53,61,57,93.44,4,6.56,20053
20,54,230,217,94.35,13,5.65,20054
20,55,175,162,92.57,13,7.43,20055
21,1,508,491,96.65,17,3.35,21001
21,2,164,155,94.51,9,5.49,21002
21,3,524,499,95.23,25,4.77,21003
21,4,545,527,96.7,18,3.3,21004
21,5,365,355,97.26,10,2.74,21005
21,6,416,400,96.15,16,3.85,21006
21,7,439,418,95.22,21,4.78,21007
21,8,452,436,96.46,16,3.54,21008
21,9,440,417,94.77,23,5.23,21009
21,10,296,281,94.93,15,5.07,21010
21,11,405,386,95.31,19,4.69,21011
21,12,412,394,95.63,18,4.37,21012
21,13,227,216,95.15,11,4.85,21013
21,14,388,373,96.13,15,3.87,21014
21,15,391,380,97.19,11,2.81,21015
21,16,360,345,95.83,15,4.17,21016
21,17,172,163,94.77,9,5.23,21017
21,18,354,341,96.33,13,3.67,21018
21,19,327,310,94.8,17,5.2,21019
21,20,203,198,97.54,5,2.46,21020
21,21,399,378,94.74,21,5.26,21021
21,22,403,376,93.3,27,6.7,21022
21,23,341,328,96.19,13,3.81,21023
21,24,398,379,95.23,19,4.77,21024
21,25,300,294,98.0,6,2.0,21025
21,26,276,271,98.19,5,1.81,21026
21,27,405,393,97.04,12,2.96,21027
21,28,296,280,94.59,16,5.41,21028
21,29,175,166,94.86,9,5.14,21029
21,30,283,274,96.82,9,3.18,21030
21,31,513,493,96.1,20,3.9,21031
21,32,267,261,97.75,6,2.25,21032
21,33,375,350,93.33,25,6.67,21033
21,34,465,451,96.99,14,3.01,21034
21,35,258,250,96.9,8,3.1,21035
21,36,391,379,96.93,12,3.07,21036
21,37,335,319,95.22,16,4.78,21037
21,38,401,388,96.76,13,3.24,21038
21,39,319,306,95.92,13,4.08,21039
21,40,328,318,96.95,10,3.05,21040
21,41,342,325,95.03,17,4.97,21041
21,42,363,346,95.32,17,4.68,21042
21,43,340,322,94.71,18,5.29,21043
21,44,381,363,95.28,18,4.72,21044
21,45,301,282,93.69,19,6.31,21045
21,46,305,296,97.05,9,2.95,21046
21,47,429,417,97.2,12,2.8,21047
21,48,520,502,96.54,18,3.46,21048
21,49,356,329,92.42,27,7.58,21049
21,50,358,339,94.69,19,5.31,21050
21,51,428,411,96.03,17,3.97,21051
21,52,449,429,95.55,20,4.45,21052
21,53,359,332,92.48,27,7.52,21053
21,54,322,304,94.41,18,5.59,21054
21,55,422,403,95.5,19,4.5,21055
21,56,289,274,94.81,15,5.19,21056
21,57,400,387,96.75,13,3.25,21057
21,58,290,281,96.9,9,3.1,21058
21,59,463,434,93.74,29,6.26,21059
21,60,380,366,96.32,14,3.68,21060
21,61,443,426,96.16,17,3.84,21061
21,62,370,359,97.03,11,2.97,21062
21,63,389,369,94.86,20,5.14,21063
21,64,233,226,97.0,7,3.0,21064
21,65,322,311,96.58,11,3.42,21065
21,66,293,283,96.59,10,3.41,21066
21,67,331,321,96.98,10,3.02,21067
21,68,400,392,98.0,8,2.0,21068
21,69,336,320,95.24,16,4.76,21069
21,70,270,255,94.44,15,5.56,21070
21,71,281,269,95.73,12,4.27,21071
21,72,349,336,96.28,13,3.72,21072
21,73,524,513,97.9,11,2.1,21073
21,74,185,178,96.22,7,3.78,21074
21,75,281,277,98.58,4,1.42,21075
21,76,419,407,97.14,12,2.86,21076
22,1,181,151,83.43,30,16.57,22001
22,2,159,139,87.42,20,12.58,22002
22,3,211,180,85.31,31,14.69,22003
22,4,231,192,83.12,39,16.88,22004
22,5,249,208,83.53,41,16.47,22005
22,6,191,155,81.15,36,18.85,22006
22,7,303,293,96.7,10,3.3,22007
22,8,198,168,84.85,30,15.15,22008
22,9,241,189,78.42,52,21.58,22009
22,10,223,182,81.61,41,18.39,22010
22,11,235,199,84.68,36,15.32,22011
22,12,174,151,86.78,23,13.22,22012
22,13,269,220,81.78,49,18.22,22013
22,14,163,146,89.57,17,10.43,22014
22,15,215,182,84.65,33,15.35,22015
22,16,276,233,84.42,43,15.58,22016
22,17,223,183,82.06,40,17.94,22017
22,18,228,195,85.53,33,14.47,22018
22,19,259,246,94.98,13,5.02,22019
22,20,263,225,85.55,38,14.45,22020
22,21,339,328,96.76,11,3.24,22021
22,22,202,173,85.64,29,14.36,22022
22,23,155,135,87.1,20,12.9,22023
22,24,178,149,83.71,29,16.29,22024
22,25,194,165,85.05,29,14.95,22025
22,26,191,158,82.72,33,17.28,22026
22,27,214,184,85.98,30,14.02,22027
22,28,172,145,84.3,27,15.7,22028
22,29,174,150,86.21,24,13.79,22029
22,30,240,202,84.17,38,15.83,22030
23,1,351,229,65.24,122,34.76,23001
23,2,444,368,82.88,76,17.12,23002
23,3,356,237,66.57,119,33.43,23003
23,4,378,255,67.46,123,32.54,23004
23,5,340,271,79.71,69,20.29,23005
23,6,393,295,75.06,98,24.94,23006
23,7,277,263,94.95,14,5.05,23007
23,8,410,305,74.39,105,25.61,23008
23,9,378,292,77.25,86,22.75,23009
23,10,372,319,85.75,53,14.25,23010
23,11,410,275,67.07,135,32.93,23011
23,12,358,228,63.69,130,36.31,23012
23,13,444,300,67.57,144,32.43,23013
23,14,227,213,93.83,14,6.17,23014
23,15,378,258,68.25,120,31.75,23015
23,16,392,287,73.21,105,26.79,23016
23,17,429,299,69.7,130,30.3,23017
23,18,295,207,70.17,88,29.83,23018
23,19,332,241,72.59,91,27.41,23019
23,20,305,216,70.82,89,29.18,23020
23,21,349,327,93.7,22,6.3,23021
23,22,404,274,67.82,130,32.18,23022
23,23,353,234,66.29,119,33.71,23023
23,24,272,211,77.57,61,22.43,23024
23,25,300,226,75.33,74,24.67,23025
23,26,374,218,58.29,156,41.71,23026
23,27,332,224,67.47,108,32.53,23027
23,28,382,283,74.08,99,25.92,23028
23,29,315,256,81.27,59,18.73,23029
23,30,344,253,73.55,91,26.45,23030
23,31,376,289,76.86,87,23.14,23031
23,32,405,342,84.44,63,15.56,23032
23,33,367,286,77.93,81,22.07,23033
23,34,328,249,75.91,79,24.09,23034
23,35,273,260,95.24,13,4.76,23035
23,36,493,359,72.82,134,27.18,23036
23,37,266,257,96.62,9,3.38,23037
23,38,297,220,74.07,77,25.93,23038
23,39,358,257,71.79,101,28.21,23039
23,40,368,243,66.03,125,33.97,23040
23,41,362,246,67.96,116,32.04,23041
23,42,305,220,72.13,85,27.87,23042
23,43,441,304,68.93,137,31.07,23043
23,44,371,290,78.17,81,21.83,23044
23,45,420,301,71.67,119,28.33,23045
23,46,390,282,72.31,108,27.69,23046
23,47,437,292,66.82,145,33.18,23047
23,48,285,211,74.04,74,25.96,23048
23,49,400,246,61.5,154,38.5,23049
23,50,258,204,79.07,54,20.93,23050
23,51,314,220,70.06,94,29.94,23051
23,52,422,296,70.14,126,29.86,23052
23,53,264,212,80.3,52,19.7,23053
23,54,492,353,71.75,139,28.25,23054
23,55,362,244,67.4,118,32.6,23055
23,56,316,187,59.18,129,40.82,23056
24,1,255,244,95.69,11,4.31,24001
24,2,363,350,96.42,13,3.58,24002
24,3,320,306,95.63,14,4.38,24003
24,4,332,319,96.08,13,3.92,24004
24,5,310,300,96.77,10,3.23,24005
24,6,325,310,95.38,15,4.62,24006
24,7,304,298,98.03,6,1.97,24007
24,8,314,304,96.82,10,3.18,24008
24,9,333,313,93.99,20,6.01,24009
24,10,282,274,97.16,8,2.84,24010
24,11,227,224,98.68,3,1.32,24011
24,12,275,260,94.55,15,5.45,24012
24,13,279,269,96.42,10,3.58,24013
24,14,484,459,94.83,25,5.17,24014
24,15,304,289,95.07,15,4.93,24015
24,16,279,272,97.49,7,2.51,24016
24,17,337,325,96.44,12,3.56,24017
24,18,261,252,96.55,9,3.45,24018
24,19,268,258,96.27,10,3.73,24019
24,20,368,349,94.84,19,5.16,24020
24,21,283,268,94.7,15,5.3,24021
24,22,344,336,97.67,8,2.33,24022
24,23,356,343,96.35,13,3.65,24023
24,24,294,285,96.94,9,3.06,24024
24,25,308,293,95.13,15,4.87,24025
24,26,411,403,98.05,8,1.95,24026
24,27,225,209,92.89,16,7.11,24027
24,28,326,319,97.85,7,2.15,24028
24,29,375,362,96.53,13,3.47,24029
24,30,302,292,96.69,10,3.31,24030
24,31,324,306,94.44,18,5.56,24031
24,32,342,331,96.78,11,3.22,24032
24,33,240,230,95.83,10,4.17,24033
24,34,275,260,94.55,15,5.45,24034
24,35,426,413,96.95,13,3.05,24035
24,36,280,271,96.79,9,3.21,24036
24,37,332,320,96.39,12,3.61,24037
24,38,322,303,94.1,19,5.9,24038
24,39,324,311,95.99,13,4.01,24039
24,40,385,369,95.84,16,4.16,24040
24,41,275,264,96.0,11,4.0,24041
24,42,253,245,96.84,8,3.16,24042
24,43,429,415,96.74,14,3.26,24043
24,44,108,101,93.52,7,6.48,24044
24,45,318,304,95.6,14,4.4,24045
24,46,387,375,96.9,12,3.1,24046
24,47,303,296,97.69,7,2.31,24047
24,48,163,154,94.48,9,5.52,24048
24,49,477,457,95.81,20,4.19,24049
24,50,447,431,96.42,16,3.58,24050
24,51,466,447,95.92,19,4.08,24051
24,52,292,277,94.86,15,5.14,24052
24,53,301,273,90.7,28,9.3,24053
24,54,322,309,95.96,13,4.04,24054
24,55,173,163,94.22,10,5.78,24055
24,56,368,352,95.65,16,4.35,24056
24,57,273,237,86.81,36,13.19,24057
24,58,314,302,96.18,12,3.82,24058
24,59,194,192,98.97,2,1.03,24059
25,1,293,236,80.55,57,19.45,25001
