ward,precinct,total,Donne E. Trotter,Donne E. Trotter Percent,precinct_id
5,4,277,277,100.0,05004
5,12,302,302,100.0,05012
5,20,224,224,100.0,05020
5,50,340,340,100.0,05050
6,1,416,416,100.0,06001
6,2,412,412,100.0,06002
6,3,411,411,100.0,06003
6,8,353,353,100.0,06008
6,9,254,254,100.0,06009
6,10,430,430,100.0,06010
6,13,386,386,100.0,06013
6,14,432,432,100.0,06014
6,16,398,398,100.0,06016
6,17,451,451,100.0,06017
6,21,336,336,100.0,06021
6,22,401,401,100.0,06022
6,23,338,338,100.0,06023
6,24,391,391,100.0,06024
6,25,287,287,100.0,06025
6,26,421,421,100.0,06026
6,27,464,464,100.0,06027
6,28,575,575,100.0,06028
6,29,433,433,100.0,06029
6,31,441,441,100.0,06031
6,34,409,409,100.0,06034
6,35,481,481,100.0,06035
6,37,387,387,100.0,06037
6,38,429,429,100.0,06038
6,39,356,356,100.0,06039
6,41,392,392,100.0,06041
6,43,416,416,100.0,06043
6,44,396,396,100.0,06044
6,45,237,237,100.0,06045
6,46,340,340,100.0,06046
6,47,401,401,100.0,06047
6,50,376,376,100.0,06050
6,51,286,286,100.0,06051
6,52,327,327,100.0,06052
6,53,374,374,100.0,06053
6,54,396,396,100.0,06054
6,55,330,330,100.0,06055
6,56,286,286,100.0,06056
6,57,254,254,100.0,06057
6,58,371,371,100.0,06058
6,59,361,361,100.0,06059
6,60,264,264,100.0,06060
6,62,126,126,100.0,06062
6,63,348,348,100.0,06063
6,64,378,378,100.0,06064
7,1,345,345,100.0,07001
7,2,504,504,100.0,07002
7,4,373,373,100.0,07004
7,5,371,371,100.0,07005
7,6,330,330,100.0,07006
7,7,240,240,100.0,07007
7,12,305,305,100.0,07012
7,13,289,289,100.0,07013
7,19,476,476,100.0,07019
7,21,363,363,100.0,07021
7,24,297,297,100.0,07024
7,25,395,395,100.0,07025
7,26,457,457,100.0,07026
7,27,447,447,100.0,07027
7,29,187,187,100.0,07029
7,30,342,342,100.0,07030
7,31,339,339,100.0,07031
7,33,252,252,100.0,07033
7,34,296,296,100.0,07034
7,36,403,403,100.0,07036
7,37,152,152,100.0,07037
7,38,286,286,100.0,07038
7,41,253,253,100.0,07041
7,42,561,561,100.0,07042
7,43,377,377,100.0,07043
7,46,1,1,100.0,07046
7,47,296,296,100.0,07047
7,49,205,205,100.0,07049
7,50,216,216,100.0,07050
7,51,306,306,100.0,07051
7,52,295,295,100.0,07052
7,53,255,255,100.0,07053
7,55,287,287,100.0,07055
7,57,274,274,100.0,07057
7,58,360,360,100.0,07058
7,59,216,216,100.0,07059
7,60,228,228,100.0,07060
7,61,276,276,100.0,07061
7,62,297,297,100.0,07062
8,1,389,389,100.0,08001
8,2,199,199,100.0,08002
8,3,431,431,100.0,08003
8,4,346,346,100.0,08004
8,5,386,386,100.0,08005
8,6,397,397,100.0,08006
8,7,306,306,100.0,08007
8,8,394,394,100.0,08008
8,9,433,433,100.0,08009
8,10,471,471,100.0,08010
8,11,357,357,100.0,08011
8,12,380,380,100.0,08012
8,13,315,315,100.0,08013
8,14,401,401,100.0,08014
8,15,324,324,100.0,08015
8,16,367,367,100.0,08016
8,17,317,317,100.0,08017
8,18,283,283,100.0,08018
8,19,434,434,100.0,08019
8,20,302,302,100.0,08020
8,21,279,279,100.0,08021
8,22,338,338,100.0,08022
8,23,383,383,100.0,08023
8,24,397,397,100.0,08024
8,25,383,383,100.0,08025
8,26,298,298,100.0,08026
8,27,399,399,100.0,08027
8,28,320,320,100.0,08028
8,29,449,449,100.0,08029
8,30,313,313,100.0,08030
8,31,319,319,100.0,08031
8,32,570,570,100.0,08032
8,33,343,343,100.0,08033
8,34,443,443,100.0,08034
8,35,440,440,100.0,08035
8,36,371,371,100.0,08036
8,37,489,489,100.0,08037
8,38,397,397,100.0,08038
8,39,418,418,100.0,08039
8,40,424,424,100.0,08040
8,41,348,348,100.0,08041
8,42,380,380,100.0,08042
8,43,396,396,100.0,08043
8,44,256,256,100.0,08044
8,45,357,357,100.0,08045
8,46,323,323,100.0,08046
8,47,393,393,100.0,08047
8,48,292,292,100.0,08048
8,49,441,441,100.0,08049
8,50,386,386,100.0,08050
8,51,446,446,100.0,08051
8,52,359,359,100.0,08052
8,53,409,409,100.0,08053
8,54,396,396,100.0,08054
8,55,457,457,100.0,08055
8,56,441,441,100.0,08056
8,57,343,343,100.0,08057
8,58,394,394,100.0,08058
8,59,284,284,100.0,08059
8,60,342,342,100.0,08060
8,61,319,319,100.0,08061
8,62,320,320,100.0,08062
8,63,391,391,100.0,08063
8,64,369,369,100.0,08064
8,65,242,242,100.0,08065
8,66,531,531,100.0,08066
8,67,216,216,100.0,08067
8,68,329,329,100.0,08068
8,69,306,306,100.0,08069
9,8,284,284,100.0,09008
9,25,207,207,100.0,09025
9,36,218,218,100.0,09036
9,37,313,313,100.0,09037
9,49,217,217,100.0,09049
9,54,311,311,100.0,09054
9,55,97,97,100.0,09055
9,56,227,227,100.0,09056
9,57,247,247,100.0,09057
9,58,282,282,100.0,09058
10,2,229,229,100.0,10002
10,3,277,277,100.0,10003
10,5,239,239,100.0,10005
10,6,306,306,100.0,10006
10,8,265,265,100.0,10008
10,9,256,256,100.0,10009
10,10,247,247,100.0,10010
10,11,295,295,100.0,10011
10,12,261,261,100.0,10012
10,13,206,206,100.0,10013
10,14,286,286,100.0,10014
10,15,132,132,100.0,10015
10,16,256,256,100.0,10016
10,17,225,225,100.0,10017
10,19,320,320,100.0,10019
10,20,222,222,100.0,10020
10,21,205,205,100.0,10021
10,22,82,82,100.0,10022
10,23,167,167,100.0,10023
10,24,230,230,100.0,10024
10,26,263,263,100.0,10026
10,27,312,312,100.0,10027
10,28,286,286,100.0,10028
10,29,304,304,100.0,10029
10,30,325,325,100.0,10030
10,31,319,319,100.0,10031
10,32,305,305,100.0,10032
10,33,291,291,100.0,10033
10,34,304,304,100.0,10034
10,35,281,281,100.0,10035
10,36,338,338,100.0,10036
10,38,304,304,100.0,10038
10,39,273,273,100.0,10039
10,40,234,234,100.0,10040
10,41,302,302,100.0,10041
10,42,249,249,100.0,10042
10,44,283,283,100.0,10044
10,46,282,282,100.0,10046
10,49,33,33,100.0,10049
21,23,295,295,100.0,21023
21,25,274,274,100.0,21025
21,26,251,251,100.0,21026
21,43,328,328,100.0,21043
21,46,280,280,100.0,21046
21,48,503,503,100.0,21048
21,53,13,13,100.0,21053
21,55,422,422,100.0,21055
