ward,precinct,total,"Larry R. Rogers, Jr.","Larry R. Rogers, Jr. Percent",precinct_id
3,31,299,299,100.0,03031
3,32,239,239,100.0,03032
3,33,329,329,100.0,03033
3,34,155,155,100.0,03034
3,35,235,235,100.0,03035
3,36,136,136,100.0,03036
3,37,125,125,100.0,03037
3,38,51,51,100.0,03038
3,39,218,218,100.0,03039
3,40,196,196,100.0,03040
3,41,240,240,100.0,03041
3,42,231,231,100.0,03042
3,44,131,131,100.0,03044
3,45,98,98,100.0,03045
3,46,176,176,100.0,03046
3,47,194,194,100.0,03047
3,48,200,200,100.0,03048
3,49,93,93,100.0,03049
3,50,225,225,100.0,03050
3,51,31,31,100.0,03051
3,52,132,132,100.0,03052
3,53,283,283,100.0,03053
3,55,186,186,100.0,03055
3,56,204,204,100.0,03056
3,57,271,271,100.0,03057
3,58,92,92,100.0,03058
3,59,159,159,100.0,03059
3,60,308,308,100.0,03060
3,61,224,224,100.0,03061
3,62,166,166,100.0,03062
4,1,333,333,100.0,04001
4,2,396,396,100.0,04002
4,3,481,481,100.0,04003
4,4,434,434,100.0,04004
4,5,347,347,100.0,04005
4,6,122,122,100.0,04006
4,7,250,250,100.0,04007
4,8,323,323,100.0,04008
4,9,545,545,100.0,04009
4,10,421,421,100.0,04010
4,11,379,379,100.0,04011
4,12,206,206,100.0,04012
4,13,284,284,100.0,04013
4,14,280,280,100.0,04014
4,15,221,221,100.0,04015
4,16,441,441,100.0,04016
4,17,371,371,100.0,04017
4,18,420,420,100.0,04018
4,19,395,395,100.0,04019
4,20,154,154,100.0,04020
4,21,401,401,100.0,04021
4,22,400,400,100.0,04022
4,23,245,245,100.0,04023
4,24,389,389,100.0,04024
4,25,311,311,100.0,04025
4,26,360,360,100.0,04026
4,27,315,315,100.0,04027
4,28,257,257,100.0,04028
4,29,244,244,100.0,04029
4,30,132,132,100.0,04030
4,31,73,73,100.0,04031
4,32,393,393,100.0,04032
4,33,158,158,100.0,04033
4,34,247,247,100.0,04034
4,35,228,228,100.0,04035
4,36,191,191,100.0,04036
4,37,180,180,100.0,04037
4,38,492,492,100.0,04038
4,39,239,239,100.0,04039
4,40,327,327,100.0,04040
4,41,187,187,100.0,04041
4,42,350,350,100.0,04042
4,43,267,267,100.0,04043
4,44,297,297,100.0,04044
4,45,470,470,100.0,04045
4,46,338,338,100.0,04046
4,47,601,601,100.0,04047
4,48,476,476,100.0,04048
4,49,136,136,100.0,04049
4,50,298,298,100.0,04050
4,51,369,369,100.0,04051
4,52,103,103,100.0,04052
4,53,323,323,100.0,04053
4,54,208,208,100.0,04054
4,55,241,241,100.0,04055
4,56,385,385,100.0,04056
4,57,151,151,100.0,04057
5,1,393,393,100.0,05001
5,2,307,307,100.0,05002
5,3,207,207,100.0,05003
5,4,253,253,100.0,05004
5,5,281,281,100.0,05005
5,6,406,406,100.0,05006
5,7,353,353,100.0,05007
5,8,342,342,100.0,05008
5,9,346,346,100.0,05009
5,10,359,359,100.0,05010
5,11,318,318,100.0,05011
5,12,270,270,100.0,05012
5,13,286,286,100.0,05013
5,14,404,404,100.0,05014
5,15,338,338,100.0,05015
5,16,309,309,100.0,05016
5,17,372,372,100.0,05017
5,18,387,387,100.0,05018
5,19,200,200,100.0,05019
5,20,207,207,100.0,05020
5,21,376,376,100.0,05021
5,22,284,284,100.0,05022
5,23,262,262,100.0,05023
5,24,233,233,100.0,05024
5,25,392,392,100.0,05025
5,26,369,369,100.0,05026
5,27,523,523,100.0,05027
5,28,338,338,100.0,05028
5,29,370,370,100.0,05029
5,30,284,284,100.0,05030
5,31,321,321,100.0,05031
5,32,442,442,100.0,05032
5,33,180,180,100.0,05033
5,34,369,369,100.0,05034
5,35,299,299,100.0,05035
5,36,266,266,100.0,05036
5,37,291,291,100.0,05037
5,38,305,305,100.0,05038
5,39,325,325,100.0,05039
5,40,445,445,100.0,05040
5,41,276,276,100.0,05041
5,42,362,362,100.0,05042
5,43,338,338,100.0,05043
5,44,415,415,100.0,05044
5,45,212,212,100.0,05045
5,46,416,416,100.0,05046
5,47,305,305,100.0,05047
5,48,250,250,100.0,05048
5,49,73,73,100.0,05049
5,50,302,302,100.0,05050
5,51,259,259,100.0,05051
5,52,119,119,100.0,05052
5,53,332,332,100.0,05053
5,54,422,422,100.0,05054
5,55,252,252,100.0,05055
6,1,374,374,100.0,06001
6,2,377,377,100.0,06002
6,3,358,358,100.0,06003
6,4,247,247,100.0,06004
6,5,226,226,100.0,06005
6,6,269,269,100.0,06006
6,7,411,411,100.0,06007
6,8,316,316,100.0,06008
6,9,233,233,100.0,06009
6,10,389,389,100.0,06010
6,11,327,327,100.0,06011
6,12,335,335,100.0,06012
6,13,345,345,100.0,06013
6,14,394,394,100.0,06014
6,15,350,350,100.0,06015
6,16,356,356,100.0,06016
6,17,412,412,100.0,06017
6,18,121,121,100.0,06018
6,19,390,390,100.0,06019
6,20,319,319,100.0,06020
6,21,311,311,100.0,06021
6,22,361,361,100.0,06022
6,23,303,303,100.0,06023
6,24,367,367,100.0,06024
6,25,276,276,100.0,06025
6,26,378,378,100.0,06026
6,27,426,426,100.0,06027
6,28,522,522,100.0,06028
6,29,396,396,100.0,06029
6,30,316,316,100.0,06030
6,31,386,386,100.0,06031
6,32,390,390,100.0,06032
6,33,386,386,100.0,06033
6,34,364,364,100.0,06034
6,35,459,459,100.0,06035
6,36,232,232,100.0,06036
6,37,354,354,100.0,06037
6,38,393,393,100.0,06038
6,39,334,334,100.0,06039
6,40,247,247,100.0,06040
6,41,355,355,100.0,06041
6,42,289,289,100.0,06042
6,43,394,394,100.0,06043
6,44,370,370,100.0,06044
6,45,217,217,100.0,06045
6,46,281,281,100.0,06046
6,47,369,369,100.0,06047
6,48,359,359,100.0,06048
6,49,345,345,100.0,06049
6,50,334,334,100.0,06050
6,51,262,262,100.0,06051
6,52,301,301,100.0,06052
6,53,339,339,100.0,06053
6,54,348,348,100.0,06054
6,55,309,309,100.0,06055
6,56,261,261,100.0,06056
6,57,235,235,100.0,06057
6,58,343,343,100.0,06058
6,59,322,322,100.0,06059
6,60,228,228,100.0,06060
6,61,233,233,100.0,06061
6,62,122,122,100.0,06062
6,63,302,302,100.0,06063
6,64,353,353,100.0,06064
6,65,134,134,100.0,06065
6,66,356,356,100.0,06066
7,1,318,318,100.0,07001
7,2,463,463,100.0,07002
7,3,301,301,100.0,07003
7,4,327,327,100.0,07004
7,5,323,323,100.0,07005
7,6,297,297,100.0,07006
7,7,240,240,100.0,07007
7,8,145,145,100.0,07008
7,9,307,307,100.0,07009
7,10,269,269,100.0,07010
7,11,323,323,100.0,07011
7,12,275,275,100.0,07012
7,13,256,256,100.0,07013
7,14,389,389,100.0,07014
7,15,202,202,100.0,07015
7,16,291,291,100.0,07016
7,17,228,228,100.0,07017
7,18,247,247,100.0,07018
7,19,526,526,100.0,07019
7,20,213,213,100.0,07020
7,21,318,318,100.0,07021
7,22,248,248,100.0,07022
7,23,233,233,100.0,07023
7,24,269,269,100.0,07024
7,25,366,366,100.0,07025
7,26,401,401,100.0,07026
7,27,415,415,100.0,07027
7,28,387,387,100.0,07028
7,29,171,171,100.0,07029
7,30,312,312,100.0,07030
7,31,292,292,100.0,07031
7,32,308,308,100.0,07032
7,33,228,228,100.0,07033
7,34,269,269,100.0,07034
7,35,170,170,100.0,07035
7,36,371,371,100.0,07036
7,37,132,132,100.0,07037
7,38,252,252,100.0,07038
7,39,284,284,100.0,07039
7,40,316,316,100.0,07040
7,41,241,241,100.0,07041
7,42,524,524,100.0,07042
7,43,342,342,100.0,07043
7,44,453,453,100.0,07044
7,45,407,407,100.0,07045
7,46,121,121,100.0,07046
7,47,254,254,100.0,07047
7,48,147,147,100.0,07048
7,49,182,182,100.0,07049
7,50,199,199,100.0,07050
7,51,282,282,100.0,07051
7,52,261,261,100.0,07052
7,53,236,236,100.0,07053
7,54,150,150,100.0,07054
7,55,252,252,100.0,07055
7,56,262,262,100.0,07056
7,57,252,252,100.0,07057
7,58,326,326,100.0,07058
7,59,189,189,100.0,07059
7,60,207,207,100.0,07060
7,61,249,249,100.0,07061
7,62,267,267,100.0,07062
7,63,250,250,100.0,07063
7,64,251,251,100.0,07064
7,65,303,303,100.0,07065
8,1,371,371,100.0,08001
8,2,194,194,100.0,08002
8,3,401,401,100.0,08003
8,4,311,311,100.0,08004
8,5,347,347,100.0,08005
8,6,368,368,100.0,08006
8,7,276,276,100.0,08007
8,8,358,358,100.0,08008
8,9,410,410,100.0,08009
8,10,432,432,100.0,08010
8,11,324,324,100.0,08011
8,12,336,336,100.0,08012
8,13,283,283,100.0,08013
8,14,365,365,100.0,08014
8,15,296,296,100.0,08015
8,16,343,343,100.0,08016
8,17,274,274,100.0,08017
8,18,266,266,100.0,08018
8,19,400,400,100.0,08019
8,20,275,275,100.0,08020
8,21,262,262,100.0,08021
8,22,327,327,100.0,08022
8,23,338,338,100.0,08023
8,24,359,359,100.0,08024
8,25,357,357,100.0,08025
8,26,271,271,100.0,08026
8,27,368,368,100.0,08027
8,28,305,305,100.0,08028
8,29,420,420,100.0,08029
8,30,292,292,100.0,08030
8,31,266,266,100.0,08031
8,32,520,520,100.0,08032
8,33,325,325,100.0,08033
8,34,393,393,100.0,08034
8,35,409,409,100.0,08035
8,36,334,334,100.0,08036
8,37,456,456,100.0,08037
8,38,367,367,100.0,08038
8,39,380,380,100.0,08039
8,40,378,378,100.0,08040
8,41,316,316,100.0,08041
8,42,359,359,100.0,08042
8,43,369,369,100.0,08043
8,44,235,235,100.0,08044
8,45,305,305,100.0,08045
8,46,283,283,100.0,08046
8,47,356,356,100.0,08047
8,48,265,265,100.0,08048
8,49,396,396,100.0,08049
8,50,339,339,100.0,08050
8,51,401,401,100.0,08051
8,52,330,330,100.0,08052
8,53,362,362,100.0,08053
8,54,354,354,100.0,08054
8,55,437,437,100.0,08055
8,56,412,412,100.0,08056
8,57,314,314,100.0,08057
8,58,362,362,100.0,08058
8,59,258,258,100.0,08059
8,60,305,305,100.0,08060
8,61,281,281,100.0,08061
8,62,292,292,100.0,08062
8,63,371,371,100.0,08063
8,64,350,350,100.0,08064
8,65,231,231,100.0,08065
8,66,489,489,100.0,08066
8,67,196,196,100.0,08067
8,68,290,290,100.0,08068
8,69,293,293,100.0,08069
8,70,501,501,100.0,08070
9,1,385,385,100.0,09001
9,2,420,420,100.0,09002
9,3,315,315,100.0,09003
9,4,393,393,100.0,09004
9,5,373,373,100.0,09005
9,6,341,341,100.0,09006
9,7,339,339,100.0,09007
9,8,268,268,100.0,09008
9,9,383,383,100.0,09009
9,10,345,345,100.0,09010
9,11,259,259,100.0,09011
9,12,361,361,100.0,09012
9,13,469,469,100.0,09013
9,14,440,440,100.0,09014
9,15,216,216,100.0,09015
9,16,412,412,100.0,09016
9,17,341,341,100.0,09017
9,18,417,417,100.0,09018
9,19,418,418,100.0,09019
9,20,388,388,100.0,09020
9,21,261,261,100.0,09021
9,22,404,404,100.0,09022
9,23,314,314,100.0,09023
9,24,246,246,100.0,09024
9,25,207,207,100.0,09025
9,26,242,242,100.0,09026
9,27,209,209,100.0,09027
9,28,259,259,100.0,09028
9,29,328,328,100.0,09029
9,30,258,258,100.0,09030
9,31,343,343,100.0,09031
9,32,385,385,100.0,09032
9,33,236,236,100.0,09033
9,34,345,345,100.0,09034
9,35,331,331,100.0,09035
9,36,203,203,100.0,09036
9,37,290,290,100.0,09037
9,38,391,391,100.0,09038
9,39,350,350,100.0,09039
9,40,386,386,100.0,09040
9,41,412,412,100.0,09041
9,42,266,266,100.0,09042
9,43,291,291,100.0,09043
9,44,304,304,100.0,09044
9,45,391,391,100.0,09045
9,46,312,312,100.0,09046
9,47,209,209,100.0,09047
9,48,327,327,100.0,09048
9,49,201,201,100.0,09049
9,50,146,146,100.0,09050
9,51,249,249,100.0,09051
9,52,330,330,100.0,09052
9,53,273,273,100.0,09053
9,54,284,284,100.0,09054
9,55,176,176,100.0,09055
9,56,221,221,100.0,09056
9,57,229,229,100.0,09057
9,58,277,277,100.0,09058
10,1,281,281,100.0,10001
10,2,206,206,100.0,10002
10,3,244,244,100.0,10003
10,4,267,267,100.0,10004
10,5,199,199,100.0,10005
10,6,262,262,100.0,10006
10,7,72,72,100.0,10007
10,8,233,233,100.0,10008
10,9,218,218,100.0,10009
10,10,204,204,100.0,10010
10,11,264,264,100.0,10011
10,12,214,214,100.0,10012
10,13,181,181,100.0,10013
10,14,258,258,100.0,10014
10,15,121,121,100.0,10015
10,16,232,232,100.0,10016
10,17,201,201,100.0,10017
10,18,290,290,100.0,10018
10,19,269,269,100.0,10019
10,20,194,194,100.0,10020
10,21,171,171,100.0,10021
10,22,78,78,100.0,10022
10,23,234,234,100.0,10023
10,24,204,204,100.0,10024
10,25,302,302,100.0,10025
10,26,233,233,100.0,10026
10,27,271,271,100.0,10027
10,28,255,255,100.0,10028
10,29,257,257,100.0,10029
10,30,277,277,100.0,10030
10,31,264,264,100.0,10031
10,32,277,277,100.0,10032
10,33,246,246,100.0,10033
10,34,268,268,100.0,10034
10,35,253,253,100.0,10035
10,36,315,315,100.0,10036
10,37,281,281,100.0,10037
10,38,278,278,100.0,10038
10,39,245,245,100.0,10039
10,40,196,196,100.0,10040
10,41,266,266,100.0,10041
10,42,217,217,100.0,10042
10,43,167,167,100.0,10043
10,44,240,240,100.0,10044
10,45,151,151,100.0,10045
10,46,249,249,100.0,10046
10,47,193,193,100.0,10047
10,48,248,248,100.0,10048
10,49,234,234,100.0,10049
12,9,61,61,100.0,12009
13,2,189,189,100.0,13002
13,4,371,371,100.0,13004
13,5,199,199,100.0,13005
13,6,193,193,100.0,13006
13,9,189,189,100.0,13009
13,10,189,189,100.0,13010
13,11,156,156,100.0,13011
13,13,184,184,100.0,13013
13,19,180,180,100.0,13019
13,22,201,201,100.0,13022
13,26,183,183,100.0,13026
13,27,270,270,100.0,13027
13,28,196,196,100.0,13028
13,29,191,191,100.0,13029
13,30,240,240,100.0,13030
13,31,30,30,100.0,13031
13,32,240,240,100.0,13032
13,35,193,193,100.0,13035
13,36,140,140,100.0,13036
13,37,133,133,100.0,13037
13,38,262,262,100.0,13038
13,39,195,195,100.0,13039
13,40,147,147,100.0,13040
13,41,190,190,100.0,13041
13,42,181,181,100.0,13042
13,43,143,143,100.0,13043
13,44,145,145,100.0,13044
13,45,298,298,100.0,13045
13,46,166,166,100.0,13046
13,47,202,202,100.0,13047
13,48,227,227,100.0,13048
13,49,124,124,100.0,13049
13,50,184,184,100.0,13050
13,51,159,159,100.0,13051
13,53,286,286,100.0,13053
13,54,203,203,100.0,13054
14,2,188,188,100.0,14002
14,25,186,186,100.0,14025
15,2,226,226,100.0,15002
15,3,256,256,100.0,15003
15,4,253,253,100.0,15004
15,5,244,244,100.0,15005
15,6,269,269,100.0,15006
15,7,244,244,100.0,15007
15,8,351,351,100.0,15008
15,9,259,259,100.0,15009
15,11,273,273,100.0,15011
15,12,174,174,100.0,15012
15,17,285,285,100.0,15017
15,18,196,196,100.0,15018
15,19,230,230,100.0,15019
15,20,215,215,100.0,15020
15,21,245,245,100.0,15021
15,23,208,208,100.0,15023
15,26,209,209,100.0,15026
15,27,185,185,100.0,15027
15,31,199,199,100.0,15031
15,33,212,212,100.0,15033
15,34,203,203,100.0,15034
15,35,237,237,100.0,15035
15,36,232,232,100.0,15036
15,37,223,223,100.0,15037
15,39,279,279,100.0,15039
15,40,255,255,100.0,15040
15,41,343,343,100.0,15041
15,42,168,168,100.0,15042
15,43,228,228,100.0,15043
15,44,252,252,100.0,15044
15,46,183,183,100.0,15046
15,47,248,248,100.0,15047
15,51,179,179,100.0,15051
15,52,156,156,100.0,15052
16,1,148,148,100.0,16001
16,2,192,192,100.0,16002
16,3,229,229,100.0,16003
16,4,234,234,100.0,16004
16,5,265,265,100.0,16005
16,6,92,92,100.0,16006
16,7,229,229,100.0,16007
16,8,228,228,100.0,16008
16,9,305,305,100.0,16009
16,10,210,210,100.0,16010
16,11,305,305,100.0,16011
16,12,214,214,100.0,16012
16,13,195,195,100.0,16013
16,14,244,244,100.0,16014
16,15,271,271,100.0,16015
16,16,252,252,100.0,16016
16,18,254,254,100.0,16018
16,19,197,197,100.0,16019
16,20,235,235,100.0,16020
16,21,221,221,100.0,16021
16,22,198,198,100.0,16022
16,23,234,234,100.0,16023
16,24,149,149,100.0,16024
16,25,206,206,100.0,16025
16,26,241,241,100.0,16026
16,27,245,245,100.0,16027
16,28,271,271,100.0,16028
16,29,154,154,100.0,16029
16,30,202,202,100.0,16030
16,31,267,267,100.0,16031
16,33,228,228,100.0,16033
16,34,223,223,100.0,16034
16,36,268,268,100.0,16036
16,37,266,266,100.0,16037
16,38,264,264,100.0,16038
16,40,281,281,100.0,16040
16,41,127,127,100.0,16041
16,42,119,119,100.0,16042
16,43,224,224,100.0,16043
16,44,3,3,100.0,16044
16,45,164,164,100.0,16045
16,46,58,58,100.0,16046
16,47,161,161,100.0,16047
17,1,210,210,100.0,17001
17,2,297,297,100.0,17002
17,3,233,233,100.0,17003
17,4,396,396,100.0,17004
17,5,254,254,100.0,17005
17,6,217,217,100.0,17006
17,7,389,389,100.0,17007
17,8,216,216,100.0,17008
17,9,186,186,100.0,17009
17,10,255,255,100.0,17010
17,11,273,273,100.0,17011
17,12,309,309,100.0,17012
17,13,194,194,100.0,17013
17,14,251,251,100.0,17014
17,15,261,261,100.0,17015
17,16,231,231,100.0,17016
17,17,252,252,100.0,17017
17,18,291,291,100.0,17018
17,19,130,130,100.0,17019
17,20,264,264,100.0,17020
17,21,337,337,100.0,17021
17,22,290,290,100.0,17022
17,23,197,197,100.0,17023
17,24,343,343,100.0,17024
17,25,203,203,100.0,17025
17,26,347,347,100.0,17026
17,27,359,359,100.0,17027
17,28,243,243,100.0,17028
17,29,322,322,100.0,17029
17,30,337,337,100.0,17030
17,31,275,275,100.0,17031
17,32,280,280,100.0,17032
17,33,216,216,100.0,17033
17,34,224,224,100.0,17034
17,35,164,164,100.0,17035
17,36,181,181,100.0,17036
17,37,275,275,100.0,17037
17,38,300,300,100.0,17038
17,39,203,203,100.0,17039
17,40,204,204,100.0,17040
17,41,212,212,100.0,17041
17,42,233,233,100.0,17042
17,43,208,208,100.0,17043
17,44,220,220,100.0,17044
17,45,198,198,100.0,17045
17,46,274,274,100.0,17046
17,47,164,164,100.0,17047
17,48,323,323,100.0,17048
17,49,229,229,100.0,17049
17,50,289,289,100.0,17050
17,51,353,353,100.0,17051
17,52,354,354,100.0,17052
17,53,253,253,100.0,17053
17,54,271,271,100.0,17054
17,55,258,258,100.0,17055
17,56,303,303,100.0,17056
17,57,288,288,100.0,17057
17,58,212,212,100.0,17058
17,59,151,151,100.0,17059
17,60,321,321,100.0,17060
17,61,259,259,100.0,17061
17,62,213,213,100.0,17062
17,63,260,260,100.0,17063
17,64,206,206,100.0,17064
18,1,210,210,100.0,18001
18,2,332,332,100.0,18002
18,3,233,233,100.0,18003
18,4,317,317,100.0,18004
18,5,328,328,100.0,18005
18,6,246,246,100.0,18006
18,7,314,314,100.0,18007
18,8,177,177,100.0,18008
18,9,320,320,100.0,18009
18,10,444,444,100.0,18010
18,11,301,301,100.0,18011
18,12,398,398,100.0,18012
18,13,384,384,100.0,18013
18,14,400,400,100.0,18014
18,15,194,194,100.0,18015
18,16,398,398,100.0,18016
18,17,264,264,100.0,18017
18,18,299,299,100.0,18018
18,19,248,248,100.0,18019
18,20,334,334,100.0,18020
18,21,433,433,100.0,18021
18,22,390,390,100.0,18022
18,23,303,303,100.0,18023
18,24,380,380,100.0,18024
18,25,367,367,100.0,18025
18,26,266,266,100.0,18026
18,27,366,366,100.0,18027
18,28,295,295,100.0,18028
18,29,355,355,100.0,18029
18,30,267,267,100.0,18030
18,31,322,322,100.0,18031
18,32,365,365,100.0,18032
18,33,285,285,100.0,18033
18,34,403,403,100.0,18034
18,35,398,398,100.0,18035
18,36,271,271,100.0,18036
18,37,250,250,100.0,18037
18,38,384,384,100.0,18038
18,39,342,342,100.0,18039
18,40,391,391,100.0,18040
18,41,276,276,100.0,18041
18,42,259,259,100.0,18042
18,43,240,240,100.0,18043
18,44,212,212,100.0,18044
18,45,324,324,100.0,18045
18,46,354,354,100.0,18046
18,47,350,350,100.0,18047
18,48,186,186,100.0,18048
18,49,269,269,100.0,18049
18,50,344,344,100.0,18050
18,51,213,213,100.0,18051
18,52,279,279,100.0,18052
18,53,308,308,100.0,18053
18,54,355,355,100.0,18054
18,55,288,288,100.0,18055
18,56,294,294,100.0,18056
18,57,283,283,100.0,18057
18,58,329,329,100.0,18058
18,59,259,259,100.0,18059
18,60,381,381,100.0,18060
18,61,330,330,100.0,18061
18,62,215,215,100.0,18062
18,63,333,333,100.0,18063
18,64,274,274,100.0,18064
19,5,317,317,100.0,19005
19,7,268,268,100.0,19007
19,10,403,403,100.0,19010
19,13,283,283,100.0,19013
19,17,314,314,100.0,19017
19,18,326,326,100.0,19018
19,20,318,318,100.0,19020
19,23,335,335,100.0,19023
19,25,342,342,100.0,19025
19,26,319,319,100.0,19026
19,27,247,247,100.0,19027
19,28,409,409,100.0,19028
19,29,243,243,100.0,19029
19,31,272,272,100.0,19031
19,32,352,352,100.0,19032
19,34,311,311,100.0,19034
19,35,266,266,100.0,19035
19,36,447,447,100.0,19036
19,37,295,295,100.0,19037
19,38,418,418,100.0,19038
19,40,281,281,100.0,19040
19,42,281,281,100.0,19042
19,43,431,431,100.0,19043
19,46,367,367,100.0,19046
19,48,266,266,100.0,19048
19,49,428,428,100.0,19049
19,50,334,334,100.0,19050
19,52,250,250,100.0,19052
19,55,250,250,100.0,19055
19,56,386,386,100.0,19056
19,57,385,385,100.0,19057
19,60,348,348,100.0,19060
19,62,302,302,100.0,19062
19,64,419,419,100.0,19064
19,65,224,224,100.0,19065
19,66,359,359,100.0,19066
19,67,71,71,100.0,19067
20,1,352,352,100.0,20001
20,2,234,234,100.0,20002
20,3,321,321,100.0,20003
20,4,146,146,100.0,20004
20,5,180,180,100.0,20005
20,6,286,286,100.0,20006
20,7,175,175,100.0,20007
20,9,267,267,100.0,20009
20,10,262,262,100.0,20010
20,11,269,269,100.0,20011
20,12,98,98,100.0,20012
20,13,103,103,100.0,20013
20,14,423,423,100.0,20014
20,15,112,112,100.0,20015
20,16,101,101,100.0,20016
20,17,302,302,100.0,20017
20,18,394,394,100.0,20018
20,19,142,142,100.0,20019
20,20,188,188,100.0,20020
20,22,324,324,100.0,20022
20,23,344,344,100.0,20023
20,24,504,504,100.0,20024
20,25,238,238,100.0,20025
20,26,241,241,100.0,20026
20,27,215,215,100.0,20027
20,28,311,311,100.0,20028
20,29,294,294,100.0,20029
20,30,259,259,100.0,20030
20,31,290,290,100.0,20031
20,32,515,515,100.0,20032
20,33,372,372,100.0,20033
20,34,395,395,100.0,20034
20,35,212,212,100.0,20035
20,36,325,325,100.0,20036
20,37,206,206,100.0,20037
20,38,48,48,100.0,20038
20,39,256,256,100.0,20039
20,40,205,205,100.0,20040
20,41,15,15,100.0,20041
20,42,313,313,100.0,20042
20,43,118,118,100.0,20043
20,44,313,313,100.0,20044
20,45,62,62,100.0,20045
20,46,220,220,100.0,20046
20,47,174,174,100.0,20047
20,48,136,136,100.0,20048
20,49,258,258,100.0,20049
20,50,197,197,100.0,20050
20,51,67,67,100.0,20051
20,52,153,153,100.0,20052
20,53,53,53,100.0,20053
20,54,189,189,100.0,20054
20,55,146,146,100.0,20055
21,1,450,450,100.0,21001
21,2,144,144,100.0,21002
21,3,448,448,100.0,21003
21,4,487,487,100.0,21004
21,5,319,319,100.0,21005
21,6,363,363,100.0,21006
21,7,360,360,100.0,21007
21,8,380,380,100.0,21008
21,9,369,369,100.0,21009
21,10,257,257,100.0,21010
21,11,363,363,100.0,21011
21,12,357,357,100.0,21012
21,13,188,188,100.0,21013
21,14,336,336,100.0,21014
21,15,336,336,100.0,21015
21,16,301,301,100.0,21016
21,17,148,148,100.0,21017
21,18,316,316,100.0,21018
21,19,282,282,100.0,21019
21,20,177,177,100.0,21020
21,21,343,343,100.0,21021
21,22,342,342,100.0,21022
21,23,300,300,100.0,21023
21,24,351,351,100.0,21024
21,25,254,254,100.0,21025
21,26,240,240,100.0,21026
21,27,361,361,100.0,21027
21,28,255,255,100.0,21028
21,29,152,152,100.0,21029
21,30,245,245,100.0,21030
21,31,447,447,100.0,21031
21,32,226,226,100.0,21032
21,33,332,332,100.0,21033
21,34,395,395,100.0,21034
21,35,221,221,100.0,21035
21,36,333,333,100.0,21036
21,37,280,280,100.0,21037
21,38,354,354,100.0,21038
21,39,276,276,100.0,21039
21,40,294,294,100.0,21040
21,41,291,291,100.0,21041
21,42,333,333,100.0,21042
21,43,302,302,100.0,21043
21,44,346,346,100.0,21044
21,45,260,260,100.0,21045
21,46,263,263,100.0,21046
21,47,381,381,100.0,21047
21,48,465,465,100.0,21048
21,49,302,302,100.0,21049
21,50,308,308,100.0,21050
21,51,374,374,100.0,21051
21,52,390,390,100.0,21052
21,53,302,302,100.0,21053
21,54,277,277,100.0,21054
21,55,364,364,100.0,21055
21,56,262,262,100.0,21056
21,57,333,333,100.0,21057
21,58,252,252,100.0,21058
21,59,381,381,100.0,21059
21,60,333,333,100.0,21060
21,61,374,374,100.0,21061
21,62,314,314,100.0,21062
21,63,348,348,100.0,21063
21,64,207,207,100.0,21064
21,65,266,266,100.0,21065
21,66,256,256,100.0,21066
21,67,294,294,100.0,21067
21,68,359,359,100.0,21068
21,69,282,282,100.0,21069
21,70,224,224,100.0,21070
21,71,251,251,100.0,21071
21,72,296,296,100.0,21072
