ward,precinct,total,Mary E. Flowers,Mary E. Flowers Percent,precinct_id
6,11,52,52,100.0,06011
6,12,29,29,100.0,06012
6,19,449,449,100.0,06019
6,32,27,27,100.0,06032
6,42,251,251,100.0,06042
6,49,397,397,100.0,06049
17,2,316,316,100.0,17002
17,3,288,288,100.0,17003
17,4,468,468,100.0,17004
17,5,300,300,100.0,17005
17,7,436,436,100.0,17007
17,9,225,225,100.0,17009
17,10,323,323,100.0,17010
17,11,267,267,100.0,17011
17,12,369,369,100.0,17012
17,15,321,321,100.0,17015
17,18,371,371,100.0,17018
17,20,340,340,100.0,17020
17,21,408,408,100.0,17021
17,22,348,348,100.0,17022
17,23,280,280,100.0,17023
17,24,406,406,100.0,17024
17,25,224,224,100.0,17025
17,26,425,425,100.0,17026
17,27,419,419,100.0,17027
17,28,302,302,100.0,17028
17,29,378,378,100.0,17029
17,30,396,396,100.0,17030
17,31,346,346,100.0,17031
17,32,387,387,100.0,17032
17,33,277,277,100.0,17033
17,35,205,205,100.0,17035
17,37,326,326,100.0,17037
17,38,332,332,100.0,17038
17,40,214,214,100.0,17040
17,44,284,284,100.0,17044
17,47,210,210,100.0,17047
17,48,372,372,100.0,17048
17,50,339,339,100.0,17050
17,51,411,411,100.0,17051
17,52,444,444,100.0,17052
17,53,297,297,100.0,17053
17,54,357,357,100.0,17054
17,55,317,317,100.0,17055
17,56,11,11,100.0,17056
17,57,348,348,100.0,17057
17,61,304,304,100.0,17061
18,3,255,255,100.0,18003
18,4,354,354,100.0,18004
18,6,273,273,100.0,18006
18,7,322,322,100.0,18007
18,8,190,190,100.0,18008
18,9,351,351,100.0,18009
18,10,491,491,100.0,18010
18,12,413,413,100.0,18012
18,13,402,402,100.0,18013
18,14,439,439,100.0,18014
18,16,419,419,100.0,18016
18,18,345,345,100.0,18018
18,20,382,382,100.0,18020
18,22,416,416,100.0,18022
18,28,310,310,100.0,18028
18,35,441,441,100.0,18035
18,36,292,292,100.0,18036
18,37,270,270,100.0,18037
18,38,436,436,100.0,18038
18,40,414,414,100.0,18040
18,41,323,323,100.0,18041
18,48,221,221,100.0,18048
18,54,395,395,100.0,18054
18,55,298,298,100.0,18055
18,60,458,458,100.0,18060
18,61,371,371,100.0,18061
21,2,157,157,100.0,21002
21,16,349,349,100.0,21016
21,17,160,160,100.0,21017
21,30,259,259,100.0,21030
21,32,256,256,100.0,21032
21,34,447,447,100.0,21034
21,37,313,313,100.0,21037
21,39,303,303,100.0,21039
21,41,319,319,100.0,21041
21,52,440,440,100.0,21052
21,62,359,359,100.0,21062
21,64,212,212,100.0,21064
21,65,303,303,100.0,21065
21,67,319,319,100.0,21067
21,69,304,304,100.0,21069
21,70,265,265,100.0,21070
21,71,266,266,100.0,21071
21,72,351,351,100.0,21072
21,74,173,173,100.0,21074
