ward,precinct,total,Dorothy A. Brown,Dorothy A. Brown Percent,precinct_id
34,69,293,288,98.29,34069
34,70,445,439,98.65,34070
34,71,328,322,98.17,34071
34,72,310,307,99.03,34072
34,73,336,328,97.62,34073
35,1,435,344,79.08,35001
35,2,309,260,84.14,35002
35,3,278,237,85.25,35003
35,4,412,313,75.97,35004
35,5,345,288,83.48,35005
35,6,400,310,77.5,35006
35,7,451,390,86.47,35007
35,8,377,312,82.76,35008
35,9,368,323,87.77,35009
35,10,409,349,85.33,35010
35,11,408,339,83.09,35011
35,12,440,364,82.73,35012
35,13,120,93,77.5,35013
35,14,455,385,84.62,35014
35,15,353,292,82.72,35015
35,16,409,345,84.35,35016
35,17,413,348,84.26,35017
35,18,461,372,80.69,35018
35,19,409,355,86.8,35019
35,20,366,318,86.89,35020
35,21,393,305,77.61,35021
35,22,157,133,84.71,35022
35,23,235,203,86.38,35023
35,24,265,207,78.11,35024
35,25,403,323,80.15,35025
35,26,476,387,81.3,35026
35,27,443,372,83.97,35027
35,28,503,446,88.67,35028
35,29,453,375,82.78,35029
35,30,481,394,81.91,35030
35,31,230,192,83.48,35031
35,32,234,212,90.6,35032
35,33,345,278,80.58,35033
35,34,413,353,85.47,35034
35,35,370,315,85.14,35035
35,36,326,258,79.14,35036
36,1,343,261,76.09,36001
36,2,299,241,80.6,36002
36,3,361,312,86.43,36003
36,4,240,192,80.0,36004
36,5,272,183,67.28,36005
36,6,349,245,70.2,36006
36,7,297,197,66.33,36007
36,8,367,245,66.76,36008
36,9,350,249,71.14,36009
36,10,243,179,73.66,36010
36,11,429,307,71.56,36011
36,12,269,187,69.52,36012
36,13,473,374,79.07,36013
36,14,369,289,78.32,36014
36,15,370,262,70.81,36015
36,16,485,388,80.0,36016
36,17,310,190,61.29,36017
36,18,409,243,59.41,36018
36,19,447,399,89.26,36019
36,20,471,326,69.21,36020
36,21,545,386,70.83,36021
36,22,489,361,73.82,36022
36,23,166,148,89.16,36023
36,24,354,326,92.09,36024
36,25,270,186,68.89,36025
36,26,413,267,64.65,36026
36,27,198,130,65.66,36027
36,28,355,242,68.17,36028
36,29,329,246,74.77,36029
36,30,409,265,64.79,36030
36,31,403,283,70.22,36031
36,32,361,245,67.87,36032
36,33,243,195,80.25,36033
36,34,270,157,58.15,36034
36,35,424,309,72.88,36035
36,36,278,213,76.62,36036
36,37,320,211,65.94,36037
36,38,234,175,74.79,36038
36,39,368,237,64.4,36039
36,40,417,288,69.06,36040
36,41,297,203,68.35,36041
36,42,312,209,66.99,36042
36,43,287,210,73.17,36043
36,44,349,294,84.24,36044
36,45,333,265,79.58,36045
36,46,293,185,63.14,36046
36,47,262,189,72.14,36047
36,48,348,244,70.11,36048
36,49,421,269,63.9,36049
36,50,326,239,73.31,36050
36,51,419,344,82.1,36051
36,52,344,257,74.71,36052
36,53,252,182,72.22,36053
36,54,456,406,89.04,36054
36,55,436,337,77.29,36055
37,1,189,153,80.95,37001
37,2,284,253,89.08,37002
37,3,254,240,94.49,37003
37,4,133,126,94.74,37004
37,5,345,335,97.1,37005
37,6,353,350,99.15,37006
37,7,283,281,99.29,37007
37,8,326,310,95.09,37008
37,9,413,404,97.82,37009
37,10,360,345,95.83,37010
37,11,191,160,83.77,37011
37,12,288,265,92.01,37012
37,13,326,317,97.24,37013
37,14,404,398,98.51,37014
37,15,397,392,98.74,37015
37,16,447,430,96.2,37016
37,17,418,406,97.13,37017
37,18,341,339,99.41,37018
37,19,146,141,96.58,37019
37,20,290,287,98.97,37020
37,21,304,295,97.04,37021
37,22,456,438,96.05,37022
37,23,264,258,97.73,37023
37,24,364,356,97.8,37024
37,25,418,411,98.33,37025
37,26,207,204,98.55,37026
37,27,325,318,97.85,37027
37,28,284,271,95.42,37028
37,29,364,357,98.08,37029
37,30,275,262,95.27,37030
37,31,409,400,97.8,37031
37,32,390,379,97.18,37032
37,33,347,340,97.98,37033
37,34,330,323,97.88,37034
37,35,196,190,96.94,37035
37,36,356,353,99.16,37036
37,37,316,313,99.05,37037
37,38,424,413,97.41,37038
37,39,163,117,71.78,37039
37,40,415,409,98.55,37040
37,41,381,369,96.85,37041
37,42,89,82,92.13,37042
37,43,258,251,97.29,37043
37,44,310,294,94.84,37044
37,45,267,264,98.88,37045
37,46,335,328,97.91,37046
37,47,88,78,88.64,37047
37,48,402,395,98.26,37048
37,49,352,350,99.43,37049
37,50,299,252,84.28,37050
37,51,284,274,96.48,37051
37,52,211,181,85.78,37052
37,53,325,319,98.15,37053
37,54,398,386,96.98,37054
37,55,320,315,98.44,37055
37,56,284,272,95.77,37056
37,57,185,177,95.68,37057
37,58,309,303,98.06,37058
38,1,382,285,74.61,38001
38,2,266,196,73.68,38002
38,3,278,185,66.55,38003
38,4,179,127,70.95,38004
38,5,541,394,72.83,38005
38,6,312,229,73.4,38006
38,7,369,263,71.27,38007
38,8,255,161,63.14,38008
38,9,301,217,72.09,38009
38,10,449,340,75.72,38010
38,11,268,185,69.03,38011
38,12,371,249,67.12,38012
38,13,308,225,73.05,38013
38,14,279,197,70.61,38014
38,15,240,175,72.92,38015
38,16,344,255,74.13,38016
38,17,251,203,80.88,38017
38,18,305,218,71.48,38018
38,19,346,215,62.14,38019
38,20,416,287,68.99,38020
38,21,357,242,67.79,38021
38,22,339,226,66.67,38022
38,23,253,182,71.94,38023
38,24,235,184,78.3,38024
38,25,293,236,80.55,38025
38,26,251,177,70.52,38026
38,27,222,157,70.72,38027
38,28,257,183,71.21,38028
38,29,292,217,74.32,38029
38,30,321,235,73.21,38030
38,31,388,302,77.84,38031
38,32,368,238,64.67,38032
38,33,283,222,78.45,38033
38,34,222,161,72.52,38034
38,35,372,253,68.01,38035
38,36,299,218,72.91,38036
38,37,384,276,71.88,38037
38,38,411,275,66.91,38038
38,39,334,247,73.95,38039
38,40,252,178,70.63,38040
38,41,414,299,72.22,38041
38,42,373,260,69.71,38042
38,43,335,250,74.63,38043
38,44,332,232,69.88,38044
38,45,392,294,75.0,38045
38,46,300,209,69.67,38046
38,47,322,211,65.53,38047
38,48,292,214,73.29,38048
38,49,295,198,67.12,38049
38,50,348,234,67.24,38050
38,51,248,176,70.97,38051
38,52,329,239,72.64,38052
38,53,82,67,81.71,38053
39,1,316,195,61.71,39001
39,2,427,286,66.98,39002
39,3,340,217,63.82,39003
39,4,271,175,64.58,39004
39,5,260,189,72.69,39005
39,6,389,255,65.55,39006
39,7,264,210,79.55,39007
39,8,427,347,81.26,39008
39,9,432,328,75.93,39009
39,10,288,241,83.68,39010
39,11,426,314,73.71,39011
39,12,346,278,80.35,39012
39,13,197,151,76.65,39013
39,14,332,268,80.72,39014
39,15,306,189,61.76,39015
39,16,303,242,79.87,39016
39,17,339,262,77.29,39017
39,18,418,304,72.73,39018
39,19,245,169,68.98,39019
39,20,304,203,66.78,39020
39,21,233,181,77.68,39021
39,22,320,259,80.94,39022
39,23,194,147,75.77,39023
39,24,392,324,82.65,39024
39,25,404,293,72.52,39025
39,26,357,214,59.94,39026
39,27,364,275,75.55,39027
39,28,385,295,76.62,39028
39,29,389,295,75.84,39029
39,30,249,200,80.32,39030
39,31,267,210,78.65,39031
39,32,355,299,84.23,39032
39,33,437,332,75.97,39033
39,34,419,294,70.17,39034
39,35,409,294,71.88,39035
39,36,332,232,69.88,39036
39,37,409,254,62.1,39037
39,38,370,259,70.0,39038
39,39,162,115,70.99,39039
39,40,262,153,58.4,39040
39,41,155,111,71.61,39041
39,42,292,184,63.01,39042
39,43,492,340,69.11,39043
39,44,474,385,81.22,39044
39,45,198,160,80.81,39045
39,46,296,240,81.08,39046
39,47,249,153,61.45,39047
40,1,269,204,75.84,40001
40,2,269,221,82.16,40002
40,3,393,344,87.53,40003
40,4,311,259,83.28,40004
40,5,386,314,81.35,40005
40,6,341,275,80.65,40006
40,7,390,327,83.85,40007
40,8,116,89,76.72,40008
40,9,241,192,79.67,40009
40,10,389,303,77.89,40010
40,11,335,292,87.16,40011
40,12,258,209,81.01,40012
40,13,448,396,88.39,40013
40,14,338,286,84.62,40014
40,15,378,303,80.16,40015
40,16,321,269,83.8,40016
40,17,172,137,79.65,40017
40,18,380,330,86.84,40018
40,19,290,222,76.55,40019
40,20,307,236,76.87,40020
40,21,348,273,78.45,40021
40,22,179,149,83.24,40022
40,23,476,409,85.92,40023
40,24,248,188,75.81,40024
40,25,286,213,74.48,40025
40,26,387,344,88.89,40026
40,27,314,264,84.08,40027
40,28,414,350,84.54,40028
40,29,339,248,73.16,40029
40,30,361,270,74.79,40030
40,31,312,220,70.51,40031
40,32,246,183,74.39,40032
40,33,349,280,80.23,40033
40,34,248,191,77.02,40034
40,35,342,264,77.19,40035
40,36,403,327,81.14,40036
40,37,295,256,86.78,40037
40,38,200,158,79.0,40038
40,39,292,234,80.14,40039
40,40,213,167,78.4,40040
40,41,466,398,85.41,40041
40,42,434,351,80.88,40042
40,43,420,355,84.52,40043
40,44,279,215,77.06,40044
40,45,509,403,79.17,40045
40,46,419,345,82.34,40046
40,47,418,362,86.6,40047
40,48,287,211,73.52,40048
40,49,232,190,81.9,40049
41,1,309,175,56.63,41001
41,2,448,274,61.16,41002
41,3,278,166,59.71,41003
41,4,340,188,55.29,41004
41,5,530,323,60.94,41005
41,6,345,204,59.13,41006
41,7,526,327,62.17,41007
41,8,370,206,55.68,41008
41,9,378,242,64.02,41009
41,10,355,189,53.24,41010
41,11,322,203,63.04,41011
41,12,434,300,69.12,41012
41,13,309,193,62.46,41013
41,14,428,264,61.68,41014
41,15,293,186,63.48,41015
41,16,408,261,63.97,41016
41,17,384,231,60.16,41017
41,18,296,182,61.49,41018
41,19,375,233,62.13,41019
41,20,439,280,63.78,41020
41,21,435,255,58.62,41021
41,22,307,176,57.33,41022
41,23,389,253,65.04,41023
41,24,283,167,59.01,41024
41,25,222,154,69.37,41025
41,26,237,124,52.32,41026
41,27,173,123,71.1,41027
41,28,338,230,68.05,41028
41,29,228,154,67.54,41029
41,30,334,201,60.18,41030
41,31,380,230,60.53,41031
41,32,357,191,53.5,41032
41,33,350,192,54.86,41033
41,34,343,187,54.52,41034
41,35,356,214,60.11,41035
41,36,375,228,60.8,41036
41,37,423,238,56.26,41037
41,38,360,244,67.78,41038
41,39,283,162,57.24,41039
41,40,318,182,57.23,41040
41,41,355,192,54.08,41041
41,42,343,184,53.64,41042
41,43,325,192,59.08,41043
41,44,320,193,60.31,41044
41,45,296,204,68.92,41045
41,46,326,186,57.06,41046
41,47,361,224,62.05,41047
41,48,287,211,73.52,41048
41,49,289,169,58.48,41049
41,50,369,229,62.06,41050
41,51,338,220,65.09,41051
41,52,359,193,53.76,41052
41,53,444,256,57.66,41053
41,54,319,201,63.01,41054
41,55,391,224,57.29,41055
41,56,401,252,62.84,41056
41,57,382,198,51.83,41057
41,58,273,153,56.04,41058
41,59,334,212,63.47,41059
41,60,295,183,62.03,41060
41,61,425,252,59.29,41061
41,62,373,248,66.49,41062
41,63,324,190,58.64,41063
41,64,371,209,56.33,41064
41,65,453,279,61.59,41065
41,66,379,224,59.1,41066
41,67,293,177,60.41,41067
41,68,313,203,64.86,41068
41,69,470,304,64.68,41069
41,70,270,143,52.96,41070
41,71,232,137,59.05,41071
42,1,512,332,64.84,42001
42,2,372,244,65.59,42002
42,3,322,211,65.53,42003
42,4,338,208,61.54,42004
42,5,331,221,66.77,42005
42,6,602,393,65.28,42006
42,7,462,305,66.02,42007
42,8,534,365,68.35,42008
42,9,763,559,73.26,42009
42,10,333,222,66.67,42010
42,11,430,263,61.16,42011
42,12,265,179,67.55,42012
42,13,557,360,64.63,42013
42,14,598,373,62.37,42014
42,15,441,272,61.68,42015
42,16,282,188,66.67,42016
42,17,481,311,64.66,42017
42,18,620,394,63.55,42018
42,19,231,145,62.77,42019
42,20,302,198,65.56,42020
42,21,280,176,62.86,42021
42,22,803,464,57.78,42022
42,23,469,285,60.77,42023
42,24,511,337,65.95,42024
42,25,378,230,60.85,42025
42,26,417,327,78.42,42026
42,27,480,337,70.21,42027
42,28,386,269,69.69,42028
42,29,451,263,58.31,42029
42,30,320,197,61.56,42030
42,31,315,181,57.46,42031
42,32,531,370,69.68,42032
42,33,478,310,64.85,42033
42,34,377,263,69.76,42034
42,35,265,184,69.43,42035
42,36,448,310,69.2,42036
42,37,384,251,65.36,42037
42,38,421,264,62.71,42038
42,39,253,176,69.57,42039
42,40,340,223,65.59,42040
42,41,667,408,61.17,42041
42,42,276,170,61.59,42042
42,43,381,242,63.52,42043
42,44,514,329,64.01,42044
42,45,399,286,71.68,42045
42,46,399,278,69.67,42046
42,47,238,158,66.39,42047
42,48,368,199,54.08,42048
42,49,302,83,27.48,42049
42,50,243,156,64.2,42050
42,51,362,216,59.67,42051
42,52,224,157,70.09,42052
42,53,261,174,66.67,42053
42,54,377,235,62.33,42054
42,55,517,348,67.31,42055
42,56,581,345,59.38,42056
42,57,413,298,72.15,42057
42,58,131,95,72.52,42058
42,59,160,97,60.63,42059
42,60,293,214,73.04,42060
42,61,286,166,58.04,42061
42,62,274,175,63.87,42062
42,63,336,221,65.77,42063
42,64,230,161,70.0,42064
42,65,447,287,64.21,42065
42,66,386,256,66.32,42066
42,67,544,331,60.85,42067
42,68,830,532,64.1,42068
42,69,571,402,70.4,42069
43,1,279,197,70.61,43001
43,2,493,302,61.26,43002
43,3,477,300,62.89,43003
43,4,469,310,66.1,43004
43,5,471,301,63.91,43005
43,6,394,271,68.78,43006
43,7,258,173,67.05,43007
43,8,409,294,71.88,43008
43,9,422,263,62.32,43009
43,10,196,125,63.78,43010
43,11,338,214,63.31,43011
43,12,569,385,67.66,43012
43,13,252,152,60.32,43013
43,14,326,234,71.78,43014
43,15,383,248,64.75,43015
43,16,435,288,66.21,43016
43,17,306,179,58.5,43017
43,18,535,331,61.87,43018
43,19,314,216,68.79,43019
43,20,440,318,72.27,43020
43,21,310,211,68.06,43021
43,22,321,189,58.88,43022
43,23,312,226,72.44,43023
43,24,362,217,59.94,43024
43,25,387,287,74.16,43025
43,26,325,201,61.85,43026
43,27,370,259,70.0,43027
43,28,373,218,58.45,43028
43,29,367,247,67.3,43029
43,30,363,223,61.43,43030
43,31,339,234,69.03,43031
43,32,319,220,68.97,43032
43,33,398,269,67.59,43033
43,34,318,211,66.35,43034
43,35,503,320,63.62,43035
43,36,416,252,60.58,43036
43,37,370,260,70.27,43037
43,38,415,274,66.02,43038
43,39,407,254,62.41,43039
43,40,233,162,69.53,43040
43,41,330,208,63.03,43041
43,42,352,204,57.95,43042
43,43,449,295,65.7,43043
43,44,541,355,65.62,43044
43,45,148,103,69.59,43045
43,46,478,270,56.49,43046
43,47,375,252,67.2,43047
43,48,527,357,67.74,43048
43,49,309,197,63.75,43049
43,50,351,230,65.53,43050
43,51,518,386,74.52,43051
43,52,581,371,63.86,43052
43,53,502,355,70.72,43053
43,54,348,235,67.53,43054
43,55,287,250,87.11,43055
43,56,321,233,72.59,43056
43,57,493,319,64.71,43057
43,58,479,323,67.43,43058
43,59,361,237,65.65,43059
43,60,374,231,61.76,43060
43,61,284,194,68.31,43061
43,62,465,275,59.14,43062
43,63,345,231,66.96,43063
43,64,250,156,62.4,43064
43,65,255,138,54.12,43065
43,66,193,124,64.25,43066
43,67,308,193,62.66,43067
44,1,350,255,72.86,44001
44,2,378,293,77.51,44002
44,3,341,261,76.54,44003
44,4,416,321,77.16,44004
44,5,609,454,74.55,44005
44,6,582,429,73.71,44006
44,7,460,315,68.48,44007
44,8,289,219,75.78,44008
44,9,819,527,64.35,44009
44,10,478,317,66.32,44010
44,11,643,455,70.76,44011
44,12,310,225,72.58,44012
44,13,398,279,70.1,44013
44,14,555,385,69.37,44014
44,15,549,424,77.23,44015
44,16,559,405,72.45,44016
44,17,491,370,75.36,44017
44,18,401,285,71.07,44018
44,19,345,265,76.81,44019
44,20,634,487,76.81,44020
44,21,671,512,76.3,44021
44,22,523,382,73.04,44022
44,23,544,419,77.02,44023
44,24,450,327,72.67,44024
44,25,579,405,69.95,44025
44,26,490,392,80.0,44026
44,27,643,441,68.58,44027
44,28,508,349,68.7,44028
44,29,659,455,69.04,44029
44,30,520,423,81.35,44030
44,31,675,458,67.85,44031
44,32,354,279,78.81,44032
44,33,704,613,87.07,44033
44,34,361,287,79.5,44034
44,35,347,240,69.16,44035
44,36,603,451,74.79,44036
44,37,595,486,81.68,44037
44,38,624,424,67.95,44038
44,39,629,410,65.18,44039
44,40,587,376,64.05,44040
44,41,517,373,72.15,44041
44,42,653,486,74.43,44042
44,43,669,496,74.14,44043
44,44,558,444,79.57,44044
44,45,679,505,74.37,44045
44,46,328,259,78.96,44046
44,47,709,468,66.01,44047
44,48,334,254,76.05,44048
44,49,687,511,74.38,44049
44,50,634,434,68.45,44050
45,1,329,234,71.12,45001
45,2,412,282,68.45,45002
45,3,427,339,79.39,45003
45,4,467,290,62.1,45004
45,5,415,256,61.69,45005
45,6,363,259,71.35,45006
45,7,372,252,67.74,45007
45,8,348,233,66.95,45008
45,9,421,277,65.8,45009
45,10,484,340,70.25,45010
45,11,389,267,68.64,45011
45,12,416,290,69.71,45012
45,13,438,317,72.37,45013
45,14,474,344,72.57,45014
45,15,408,285,69.85,45015
45,16,399,318,79.7,45016
45,17,329,225,68.39,45017
45,18,363,270,74.38,45018
45,19,377,259,68.7,45019
45,20,359,233,64.9,45020
45,21,398,266,66.83,45021
45,22,357,224,62.75,45022
45,23,364,237,65.11,45023
45,24,487,314,64.48,45024
45,25,401,298,74.31,45025
45,26,398,300,75.38,45026
45,27,339,241,71.09,45027
45,28,358,272,75.98,45028
45,29,398,285,71.61,45029
45,30,379,239,63.06,45030
45,31,376,260,69.15,45031
45,32,278,186,66.91,45032
45,33,352,227,64.49,45033
45,34,299,184,61.54,45034
45,35,388,246,63.4,45035
45,36,363,226,62.26,45036
45,37,364,276,75.82,45037
45,38,420,291,69.29,45038
45,39,436,297,68.12,45039
45,40,409,296,72.37,45040
45,41,269,197,73.23,45041
45,42,345,263,76.23,45042
45,43,326,231,70.86,45043
45,44,376,248,65.96,45044
45,45,323,223,69.04,45045
45,46,410,286,69.76,45046
45,47,411,282,68.61,45047
45,48,350,257,73.43,45048
45,49,370,242,65.41,45049
45,50,358,248,69.27,45050
45,51,380,239,62.89,45051
45,52,350,227,64.86,45052
45,53,304,207,68.09,45053
46,1,635,501,78.9,46001
46,2,495,430,86.87,46002
46,3,600,511,85.17,46003
46,4,371,313,84.37,46004
46,5,579,494,85.32,46005
46,6,429,363,84.62,46006
46,7,730,582,79.73,46007
46,8,438,364,83.11,46008
46,9,674,509,75.52,46009
46,10,389,284,73.01,46010
46,11,530,446,84.15,46011
46,12,441,367,83.22,46012
46,13,712,528,74.16,46013
46,14,354,326,92.09,46014
46,15,539,437,81.08,46015
46,16,552,461,83.51,46016
46,17,710,537,75.63,46017
46,18,457,337,73.74,46018
46,19,572,501,87.59,46019
46,20,533,454,85.18,46020
46,21,160,135,84.38,46021
46,22,301,213,70.76,46022
46,23,337,308,91.39,46023
46,24,527,417,79.13,46024
46,25,341,245,71.85,46025
46,26,422,366,86.73,46026
46,27,579,444,76.68,46027
46,28,571,425,74.43,46028
46,29,378,286,75.66,46029
46,30,512,399,77.93,46030
46,31,491,391,79.63,46031
46,32,414,339,81.88,46032
46,33,464,362,78.02,46033
46,34,664,544,81.93,46034
46,35,556,459,82.55,46035
46,36,424,319,75.24,46036
46,37,421,321,76.25,46037
46,38,429,357,83.22,46038
46,39,554,420,75.81,46039
46,40,296,252,85.14,46040
46,41,421,349,82.9,46041
46,42,496,423,85.28,46042
46,43,308,251,81.49,46043
47,1,529,456,86.2,47001
47,2,373,286,76.68,47002
47,3,382,298,78.01,47003
47,4,438,358,81.74,47004
47,5,457,345,75.49,47005
47,6,545,443,81.28,47006
47,7,471,362,76.86,47007
47,8,589,489,83.02,47008
47,9,294,232,78.91,47009
47,10,371,321,86.52,47010
47,11,722,611,84.63,47011
47,12,467,362,77.52,47012
47,13,613,500,81.57,47013
47,14,328,264,80.49,47014
47,15,524,461,87.98,47015
47,16,446,363,81.39,47016
47,17,379,309,81.53,47017
47,18,522,421,80.65,47018
47,19,502,422,84.06,47019
47,20,470,388,82.55,47020
47,21,454,354,77.97,47021
47,22,459,386,84.1,47022
47,23,228,196,85.96,47023
47,24,550,402,73.09,47024
47,25,575,459,79.83,47025
47,26,739,627,84.84,47026
47,27,481,376,78.17,47027
47,28,615,493,80.16,47028
47,29,520,400,76.92,47029
47,30,501,420,83.83,47030
47,31,460,396,86.09,47031
47,32,536,480,89.55,47032
47,33,467,407,87.15,47033
47,34,575,487,84.7,47034
47,35,692,558,80.64,47035
47,36,671,574,85.54,47036
47,37,606,490,80.86,47037
47,38,494,406,82.19,47038
47,39,486,386,79.42,47039
47,40,474,378,79.75,47040
47,41,718,602,83.84,47041
47,42,398,340,85.43,47042
47,43,352,271,76.99,47043
47,44,673,462,68.65,47044
47,45,487,404,82.96,47045
47,46,378,297,78.57,47046
47,47,434,338,77.88,47047
47,48,69,63,91.3,47048
47,49,389,293,75.32,47049
47,50,406,312,76.85,47050
47,51,331,242,73.11,47051
48,1,464,403,86.85,48001
48,2,327,245,74.92,48002
48,3,558,459,82.26,48003
48,4,498,365,73.29,48004
48,5,324,238,73.46,48005
48,6,501,423,84.43,48006
48,7,385,342,88.83,48007
48,8,307,222,72.31,48008
48,9,387,293,75.71,48009
48,10,298,249,83.56,48010
48,11,518,446,86.1,48011
48,12,440,382,86.82,48012
48,13,329,253,76.9,48013
48,14,482,354,73.44,48014
48,15,324,278,85.8,48015
48,16,365,312,85.48,48016
48,17,382,309,80.89,48017
48,18,325,282,86.77,48018
48,19,342,292,85.38,48019
48,20,180,146,81.11,48020
48,21,244,210,86.07,48021
48,22,440,339,77.05,48022
48,23,387,320,82.69,48023
48,24,343,304,88.63,48024
48,25,393,336,85.5,48025
48,26,447,343,76.73,48026
48,27,242,195,80.58,48027
48,28,313,253,80.83,48028
48,29,259,197,76.06,48029
48,30,386,326,84.46,48030
48,31,387,348,89.92,48031
48,32,445,402,90.34,48032
48,33,289,227,78.55,48033
48,34,218,185,84.86,48034
48,35,266,202,75.94,48035
48,36,319,265,83.07,48036
48,37,343,272,79.3,48037
48,38,436,367,84.17,48038
48,39,325,255,78.46,48039
48,40,275,237,86.18,48040
48,41,274,232,84.67,48041
48,42,352,319,90.63,48042
48,43,518,438,84.56,48043
48,44,454,393,86.56,48044
48,45,358,282,78.77,48045
48,46,341,294,86.22,48046
48,47,371,342,92.18,48047
48,48,368,312,84.78,48048
48,49,174,154,88.51,48049
48,50,466,389,83.48,48050
48,51,471,394,83.65,48051
48,52,277,236,85.2,48052
48,53,372,317,85.22,48053
48,54,303,266,87.79,48054
48,55,156,120,76.92,48055
48,56,189,167,88.36,48056
49,1,412,400,97.09,49001
49,2,364,297,81.59,49002
49,3,242,215,88.84,49003
49,4,208,193,92.79,49004
49,5,410,363,88.54,49005
49,6,427,369,86.42,49006
49,7,383,330,86.16,49007
49,8,364,309,84.89,49008
49,9,374,330,88.24,49009
49,10,342,293,85.67,49010
49,11,249,220,88.35,49011
49,12,400,368,92.0,49012
49,13,434,357,82.26,49013
49,14,392,322,82.14,49014
49,15,360,326,90.56,49015
49,16,244,206,84.43,49016
49,17,68,54,79.41,49017
49,18,231,199,86.15,49018
49,19,331,310,93.66,49019
49,20,425,371,87.29,49020
49,21,422,306,72.51,49021
49,22,299,265,88.63,49022
49,23,358,311,86.87,49023
49,24,164,149,90.85,49024
49,25,440,381,86.59,49025
49,26,386,297,76.94,49026
49,27,500,454,90.8,49027
49,28,363,329,90.63,49028
49,29,491,422,85.95,49029
49,30,380,336,88.42,49030
49,31,163,152,93.25,49031
49,32,323,279,86.38,49032
49,33,338,298,88.17,49033
49,34,389,363,93.32,49034
49,35,483,406,84.06,49035
49,36,512,451,88.09,49036
49,37,171,132,77.19,49037
49,38,323,311,96.28,49038
49,39,363,326,89.81,49039
49,40,336,293,87.2,49040
49,41,358,315,87.99,49041
49,42,432,389,90.05,49042
49,43,410,379,92.44,49043
49,44,410,356,86.83,49044
50,1,424,304,71.7,50001
50,2,430,306,71.16,50002
50,3,325,258,79.38,50003
50,4,361,293,81.16,50004
50,5,363,249,68.6,50005
50,6,281,232,82.56,50006
50,7,406,327,80.54,50007
50,8,355,291,81.97,50008
50,9,304,238,78.29,50009
50,10,302,217,71.85,50010
50,11,343,232,67.64,50011
50,12,240,173,72.08,50012
50,13,429,368,85.78,50013
50,14,157,111,70.7,50014
50,15,417,341,81.77,50015
50,16,181,129,71.27,50016
50,17,369,276,74.8,50017
50,18,326,246,75.46,50018
50,19,294,227,77.21,50019
50,20,356,246,69.1,50020
50,21,384,295,76.82,50021
50,22,429,356,82.98,50022
50,23,256,183,71.48,50023
50,24,377,288,76.39,50024
50,25,356,238,66.85,50025
50,26,286,234,81.82,50026
50,27,144,103,71.53,50027
50,28,356,277,77.81,50028
50,29,392,316,80.61,50029
50,30,306,212,69.28,50030
50,31,135,82,60.74,50031
50,32,327,272,83.18,50032
50,33,279,197,70.61,50033
50,34,240,217,90.42,50034
50,35,434,363,83.64,50035
50,36,360,267,74.17,50036
50,37,413,333,80.63,50037
50,38,231,187,80.95,50038
50,39,331,238,71.9,50039
50,40,373,237,63.54,50040
50,41,411,278,67.64,50041
50,42,343,279,81.34,50042
50,43,378,313,82.8,50043
50,44,287,203,70.73,50044
50,45,163,93,57.06,50045
