ward,precinct,total,Barack Obama,Barack Obama Percent,Alan Keyes,Alan Keyes Percent,Jerry Kohn,Jerry Kohn Percent,Albert J. Franzen,Albert J. Franzen Percent,precinct_id
16,36,371,352,94.88,11,2.96,5,1.35,3,0.81,16036
16,37,336,321,95.54,12,3.57,1,0.3,2,0.6,16037
16,38,368,350,95.11,11,2.99,4,1.09,3,0.82,16038
16,39,177,150,84.75,20,11.3,6,3.39,1,0.56,16039
16,40,392,378,96.43,11,2.81,3,0.77,0,0.0,16040
16,41,180,173,96.11,5,2.78,2,1.11,0,0.0,16041
16,42,213,183,85.92,22,10.33,4,1.88,4,1.88,16042
16,43,327,310,94.8,13,3.98,2,0.61,2,0.61,16043
16,44,402,370,92.04,23,5.72,7,1.74,2,0.5,16044
16,45,226,217,96.02,5,2.21,4,1.77,0,0.0,16045
16,46,66,63,95.45,2,3.03,0,0.0,1,1.52,16046
16,47,214,199,92.99,10,4.67,3,1.4,2,0.93,16047
17,1,277,267,96.39,9,3.25,1,0.36,0,0.0,17001
17,2,374,355,94.92,12,3.21,5,1.34,2,0.53,17002
17,3,336,323,96.13,9,2.68,3,0.89,1,0.3,17003
17,4,503,487,96.82,11,2.19,5,0.99,0,0.0,17004
17,5,348,328,94.25,14,4.02,4,1.15,2,0.57,17005
17,6,324,311,95.99,10,3.09,2,0.62,1,0.31,17006
17,7,514,498,96.89,9,1.75,7,1.36,0,0.0,17007
17,8,338,331,97.93,7,2.07,0,0.0,0,0.0,17008
17,9,269,261,97.03,8,2.97,0,0.0,0,0.0,17009
17,10,359,342,95.26,16,4.46,0,0.0,1,0.28,17010
17,11,391,374,95.65,11,2.81,5,1.28,1,0.26,17011
17,12,408,387,94.85,18,4.41,3,0.74,0,0.0,17012
17,13,282,268,95.04,11,3.9,2,0.71,1,0.35,17013
17,14,394,376,95.43,17,4.31,1,0.25,0,0.0,17014
17,15,358,350,97.77,6,1.68,2,0.56,0,0.0,17015
17,16,342,335,97.95,7,2.05,0,0.0,0,0.0,17016
17,17,334,324,97.01,6,1.8,3,0.9,1,0.3,17017
17,18,426,413,96.95,8,1.88,4,0.94,1,0.23,17018
17,19,198,193,97.47,1,0.51,2,1.01,2,1.01,17019
17,20,396,381,96.21,11,2.78,3,0.76,1,0.25,17020
17,21,457,445,97.37,9,1.97,3,0.66,0,0.0,17021
17,22,378,362,95.77,15,3.97,0,0.0,1,0.26,17022
17,23,307,302,98.37,4,1.3,1,0.33,0,0.0,17023
17,24,467,449,96.15,13,2.78,2,0.43,3,0.64,17024
17,25,276,263,95.29,11,3.99,2,0.72,0,0.0,17025
17,26,465,447,96.13,13,2.8,5,1.08,0,0.0,17026
17,27,474,451,95.15,20,4.22,2,0.42,1,0.21,17027
17,28,345,330,95.65,10,2.9,5,1.45,0,0.0,17028
17,29,419,408,97.37,7,1.67,3,0.72,1,0.24,17029
17,30,442,427,96.61,12,2.71,0,0.0,3,0.68,17030
17,31,380,373,98.16,5,1.32,1,0.26,1,0.26,17031
17,32,418,407,97.37,8,1.91,3,0.72,0,0.0,17032
17,33,302,294,97.35,3,0.99,4,1.32,1,0.33,17033
17,34,347,332,95.68,8,2.31,5,1.44,2,0.58,17034
17,35,233,226,97.0,4,1.72,1,0.43,2,0.86,17035
17,36,268,260,97.01,6,2.24,2,0.75,0,0.0,17036
17,37,374,364,97.33,6,1.6,2,0.53,2,0.53,17037
17,38,381,357,93.7,19,4.99,4,1.05,1,0.26,17038
17,39,339,332,97.94,6,1.77,0,0.0,1,0.29,17039
17,40,303,294,97.03,7,2.31,2,0.66,0,0.0,17040
17,41,296,285,96.28,6,2.03,2,0.68,3,1.01,17041
17,42,336,319,94.94,8,2.38,5,1.49,4,1.19,17042
17,43,305,294,96.39,7,2.3,1,0.33,3,0.98,17043
17,44,333,322,96.7,10,3.0,1,0.3,0,0.0,17044
17,45,268,253,94.4,10,3.73,2,0.75,3,1.12,17045
17,46,395,384,97.22,7,1.77,2,0.51,2,0.51,17046
17,47,241,235,97.51,4,1.66,2,0.83,0,0.0,17047
17,48,432,411,95.14,17,3.94,3,0.69,1,0.23,17048
17,49,336,329,97.92,4,1.19,3,0.89,0,0.0,17049
17,50,408,388,95.1,16,3.92,3,0.74,1,0.25,17050
17,51,459,439,95.64,16,3.49,2,0.44,2,0.44,17051
17,52,478,469,98.12,7,1.46,2,0.42,0,0.0,17052
17,53,341,329,96.48,11,3.23,0,0.0,1,0.29,17053
17,54,390,382,97.95,7,1.79,1,0.26,0,0.0,17054
17,55,348,334,95.98,10,2.87,3,0.86,1,0.29,17055
17,56,400,381,95.25,14,3.5,3,0.75,2,0.5,17056
17,57,417,405,97.12,11,2.64,1,0.24,0,0.0,17057
17,58,293,281,95.9,9,3.07,3,1.02,0,0.0,17058
17,59,223,209,93.72,12,5.38,1,0.45,1,0.45,17059
17,60,458,438,95.63,16,3.49,4,0.87,0,0.0,17060
17,61,341,326,95.6,14,4.11,1,0.29,0,0.0,17061
17,62,338,323,95.56,12,3.55,2,0.59,1,0.3,17062
17,63,410,401,97.8,4,0.98,5,1.22,0,0.0,17063
17,64,310,303,97.74,3,0.97,2,0.65,2,0.65,17064
18,1,257,233,90.66,21,8.17,3,1.17,0,0.0,18001
18,2,403,364,90.32,35,8.68,3,0.74,1,0.25,18002
18,3,329,245,74.47,72,21.88,3,0.91,9,2.74,18003
18,4,409,384,93.89,24,5.87,0,0.0,1,0.24,18004
18,5,449,424,94.43,22,4.9,3,0.67,0,0.0,18005
18,6,351,251,71.51,81,23.08,9,2.56,10,2.85,18006
18,7,394,348,88.32,42,10.66,1,0.25,3,0.76,18007
18,8,209,192,91.87,16,7.66,1,0.48,0,0.0,18008
18,9,402,364,90.55,31,7.71,5,1.24,2,0.5,18009
18,10,539,497,92.21,34,6.31,3,0.56,5,0.93,18010
18,11,403,328,81.39,61,15.14,8,1.99,6,1.49,18011
18,12,478,424,88.7,52,10.88,1,0.21,1,0.21,18012
18,13,484,442,91.32,37,7.64,2,0.41,3,0.62,18013
18,14,477,456,95.6,20,4.19,1,0.21,0,0.0,18014
18,15,271,222,81.92,43,15.87,4,1.48,2,0.74,18015
18,16,478,452,94.56,24,5.02,2,0.42,0,0.0,18016
18,17,364,317,87.09,32,8.79,9,2.47,6,1.65,18017
18,18,385,362,94.03,17,4.42,1,0.26,5,1.3,18018
18,19,307,293,95.44,11,3.58,2,0.65,1,0.33,18019
18,20,431,419,97.22,11,2.55,1,0.23,0,0.0,18020
18,21,552,500,90.58,48,8.7,2,0.36,2,0.36,18021
18,22,485,453,93.4,29,5.98,2,0.41,1,0.21,18022
18,23,394,365,92.64,27,6.85,2,0.51,0,0.0,18023
18,24,459,441,96.08,16,3.49,2,0.44,0,0.0,18024
18,25,442,426,96.38,15,3.39,1,0.23,0,0.0,18025
18,26,315,293,93.02,20,6.35,2,0.63,0,0.0,18026
18,27,468,424,90.6,41,8.76,3,0.64,0,0.0,18027
18,28,404,293,72.52,94,23.27,9,2.23,8,1.98,18028
18,29,462,392,84.85,62,13.42,3,0.65,5,1.08,18029
18,30,337,331,98.22,4,1.19,1,0.3,1,0.3,18030
18,31,408,383,93.87,23,5.64,1,0.25,1,0.25,18031
18,32,441,424,96.15,16,3.63,0,0.0,1,0.23,18032
18,33,360,344,95.56,14,3.89,2,0.56,0,0.0,18033
18,34,492,457,92.89,34,6.91,0,0.0,1,0.2,18034
18,35,504,460,91.27,40,7.94,1,0.2,3,0.6,18035
18,36,330,290,87.88,36,10.91,2,0.61,2,0.61,18036
18,37,319,293,91.85,24,7.52,1,0.31,1,0.31,18037
18,38,477,456,95.6,17,3.56,2,0.42,2,0.42,18038
18,39,453,419,92.49,29,6.4,4,0.88,1,0.22,18039
18,40,464,426,91.81,37,7.97,1,0.22,0,0.0,18040
18,41,408,302,74.02,91,22.3,7,1.72,8,1.96,18041
18,42,337,296,87.83,30,8.9,9,2.67,2,0.59,18042
18,43,351,288,82.05,57,16.24,5,1.42,1,0.28,18043
18,44,269,239,88.85,26,9.67,3,1.12,1,0.37,18044
18,45,403,388,96.28,14,3.47,0,0.0,1,0.25,18045
18,46,447,435,97.32,9,2.01,1,0.22,2,0.45,18046
18,47,461,423,91.76,34,7.38,3,0.65,1,0.22,18047
18,48,282,219,77.66,58,20.57,2,0.71,3,1.06,18048
18,49,350,328,93.71,18,5.14,1,0.29,3,0.86,18049
18,50,479,442,92.28,33,6.89,3,0.63,1,0.21,18050
18,51,281,275,97.86,6,2.14,0,0.0,0,0.0,18051
18,52,337,331,98.22,6,1.78,0,0.0,0,0.0,18052
18,53,375,355,94.67,16,4.27,3,0.8,1,0.27,18053
18,54,446,416,93.27,27,6.05,2,0.45,1,0.22,18054
18,55,382,274,71.73,92,24.08,5,1.31,11,2.88,18055
18,56,413,345,83.54,56,13.56,10,2.42,2,0.48,18056
18,57,357,310,86.83,36,10.08,5,1.4,6,1.68,18057
18,58,417,396,94.96,19,4.56,2,0.48,0,0.0,18058
18,59,323,313,96.9,8,2.48,2,0.62,0,0.0,18059
18,60,514,503,97.86,10,1.95,1,0.19,0,0.0,18060
18,61,414,401,96.86,10,2.42,0,0.0,3,0.72,18061
18,62,279,270,96.77,9,3.23,0,0.0,0,0.0,18062
18,63,424,414,97.64,9,2.12,1,0.24,0,0.0,18063
18,64,372,311,83.6,46,12.37,8,2.15,7,1.88,18064
19,1,472,353,74.79,98,20.76,13,2.75,8,1.69,19001
19,2,412,363,88.11,43,10.44,1,0.24,5,1.21,19002
19,3,401,260,64.84,120,29.93,8,2.0,13,3.24,19003
19,4,418,302,72.25,106,25.36,5,1.2,5,1.2,19004
19,5,459,382,83.22,68,14.81,4,0.87,5,1.09,19005
19,6,449,318,70.82,110,24.5,8,1.78,13,2.9,19006
19,7,428,337,78.74,79,18.46,5,1.17,7,1.64,19007
19,8,389,257,66.07,123,31.62,4,1.03,5,1.29,19008
19,9,364,248,68.13,104,28.57,4,1.1,8,2.2,19009
19,10,584,493,84.42,82,14.04,7,1.2,2,0.34,19010
19,11,491,312,63.54,155,31.57,8,1.63,16,3.26,19011
19,12,464,305,65.73,144,31.03,8,1.72,7,1.51,19012
19,13,370,348,94.05,18,4.86,2,0.54,2,0.54,19013
19,14,305,212,69.51,84,27.54,5,1.64,4,1.31,19014
19,15,297,215,72.39,67,22.56,6,2.02,9,3.03,19015
19,16,512,360,70.31,137,26.76,8,1.56,7,1.37,19016
19,17,456,333,73.03,117,25.66,3,0.66,3,0.66,19017
19,18,511,406,79.45,93,18.2,7,1.37,5,0.98,19018
19,19,487,389,79.88,90,18.48,6,1.23,2,0.41,19019
19,20,418,360,86.12,50,11.96,8,1.91,0,0.0,19020
19,21,377,280,74.27,82,21.75,4,1.06,11,2.92,19021
19,22,533,396,74.3,125,23.45,6,1.13,6,1.13,19022
19,23,519,380,73.22,116,22.35,9,1.73,14,2.7,19023
19,24,366,234,63.93,118,32.24,7,1.91,7,1.91,19024
19,25,504,375,74.4,118,23.41,6,1.19,5,0.99,19025
19,26,500,383,76.6,102,20.4,11,2.2,4,0.8,19026
19,27,331,279,84.29,47,14.2,3,0.91,2,0.6,19027
19,28,528,498,94.32,26,4.92,4,0.76,0,0.0,19028
19,29,402,268,66.67,106,26.37,10,2.49,18,4.48,19029
19,30,445,286,64.27,144,32.36,5,1.12,10,2.25,19030
19,31,437,313,71.62,115,26.32,5,1.14,4,0.92,19031
19,32,530,407,76.79,101,19.06,7,1.32,15,2.83,19032
19,33,513,339,66.08,157,30.6,8,1.56,9,1.75,19033
19,34,472,373,79.03,87,18.43,10,2.12,2,0.42,19034
19,35,404,317,78.47,70,17.33,8,1.98,9,2.23,19035
19,36,632,552,87.34,66,10.44,9,1.42,5,0.79,19036
19,37,384,324,84.38,48,12.5,5,1.3,7,1.82,19037
19,38,571,505,88.44,60,10.51,5,0.88,1,0.18,19038
19,39,298,279,93.62,19,6.38,0,0.0,0,0.0,19039
19,40,426,338,79.34,77,18.08,8,1.88,3,0.7,19040
19,41,499,341,68.34,136,27.25,13,2.61,9,1.8,19041
19,42,404,356,88.12,44,10.89,1,0.25,3,0.74,19042
19,43,575,542,94.26,33,5.74,0,0.0,0,0.0,19043
19,44,404,282,69.8,114,28.22,3,0.74,5,1.24,19044
19,45,504,378,75.0,108,21.43,12,2.38,6,1.19,19045
19,46,558,375,67.2,167,29.93,2,0.36,14,2.51,19046
19,47,333,273,81.98,59,17.72,0,0.0,1,0.3,19047
19,48,402,384,95.52,17,4.23,1,0.25,0,0.0,19048
19,49,535,467,87.29,59,11.03,2,0.37,7,1.31,19049
19,50,542,519,95.76,22,4.06,1,0.18,0,0.0,19050
19,51,421,304,72.21,99,23.52,5,1.19,13,3.09,19051
19,52,394,273,69.29,102,25.89,10,2.54,9,2.28,19052
19,53,455,348,76.48,97,21.32,6,1.32,4,0.88,19053
19,54,412,273,66.26,119,28.88,8,1.94,12,2.91,19054
19,55,404,298,73.76,95,23.51,4,0.99,7,1.73,19055
19,56,549,443,80.69,90,16.39,7,1.28,9,1.64,19056
19,57,530,440,83.02,77,14.53,9,1.7,4,0.75,19057
19,58,447,291,65.1,132,29.53,6,1.34,18,4.03,19058
19,59,525,361,68.76,146,27.81,7,1.33,11,2.1,19059
19,60,442,420,95.02,19,4.3,3,0.68,0,0.0,19060
19,61,543,428,78.82,101,18.6,7,1.29,7,1.29,19061
19,62,448,371,82.81,69,15.4,3,0.67,5,1.12,19062
19,63,322,270,83.85,46,14.29,4,1.24,2,0.62,19063
19,64,559,488,87.3,57,10.2,6,1.07,8,1.43,19064
19,65,311,254,81.67,52,16.72,1,0.32,4,1.29,19065
19,66,502,483,96.22,17,3.39,0,0.0,2,0.4,19066
19,67,123,95,77.24,22,17.89,4,3.25,2,1.63,19067
20,1,444,426,95.95,11,2.48,7,1.58,0,0.0,20001
20,2,310,302,97.42,5,1.61,3,0.97,0,0.0,20002
20,3,430,416,96.74,12,2.79,1,0.23,1,0.23,20003
20,4,234,195,83.33,27,11.54,7,2.99,5,2.14,20004
20,5,247,235,95.14,11,4.45,1,0.4,0,0.0,20005
20,6,395,380,96.2,13,3.29,1,0.25,1,0.25,20006
20,7,250,242,96.8,4,1.6,4,1.6,0,0.0,20007
20,8,130,103,79.23,19,14.62,5,3.85,3,2.31,20008
20,9,372,358,96.24,12,3.23,2,0.54,0,0.0,20009
20,10,357,350,98.04,4,1.12,2,0.56,1,0.28,20010
20,11,348,335,96.26,8,2.3,5,1.44,0,0.0,20011
20,12,132,126,95.45,5,3.79,1,0.76,0,0.0,20012
20,13,143,134,93.71,5,3.5,2,1.4,2,1.4,20013
20,14,556,536,96.4,15,2.7,4,0.72,1,0.18,20014
20,15,151,118,78.15,27,17.88,4,2.65,2,1.32,20015
20,16,154,145,94.16,7,4.55,2,1.3,0,0.0,20016
20,17,421,402,95.49,14,3.33,4,0.95,1,0.24,20017
20,18,509,495,97.25,12,2.36,2,0.39,0,0.0,20018
20,19,190,185,97.37,4,2.11,0,0.0,1,0.53,20019
20,20,247,239,96.76,4,1.62,2,0.81,2,0.81,20020
20,21,155,132,85.16,16,10.32,6,3.87,1,0.65,20021
20,22,414,402,97.1,10,2.42,2,0.48,0,0.0,20022
20,23,485,468,96.49,15,3.09,2,0.41,0,0.0,20023
20,24,680,658,96.76,14,2.06,7,1.03,1,0.15,20024
20,25,334,319,95.51,10,2.99,3,0.9,2,0.6,20025
20,26,291,278,95.53,10,3.44,2,0.69,1,0.34,20026
20,27,301,287,95.35,9,2.99,5,1.66,0,0.0,20027
20,28,429,422,98.37,6,1.4,1,0.23,0,0.0,20028
20,29,437,420,96.11,13,2.97,3,0.69,1,0.23,20029
20,30,343,327,95.34,12,3.5,4,1.17,0,0.0,20030
20,31,396,383,96.72,11,2.78,2,0.51,0,0.0,20031
20,32,691,666,96.38,22,3.18,2,0.29,1,0.14,20032
20,33,514,496,96.5,12,2.33,4,0.78,2,0.39,20033
20,34,540,517,95.74,20,3.7,3,0.56,0,0.0,20034
20,35,276,268,97.1,6,2.17,2,0.72,0,0.0,20035
20,36,401,393,98.0,8,2.0,0,0.0,0,0.0,20036
20,37,277,264,95.31,12,4.33,1,0.36,0,0.0,20037
20,38,71,69,97.18,1,1.41,1,1.41,0,0.0,20038
20,39,394,376,95.43,15,3.81,2,0.51,1,0.25,20039
20,40,298,283,94.97,13,4.36,1,0.34,1,0.34,20040
20,41,21,17,80.95,4,19.05,0,0.0,0,0.0,20041
20,42,395,385,97.47,8,2.03,2,0.51,0,0.0,20042
20,43,162,133,82.1,18,11.11,9,5.56,2,1.23,20043
20,44,406,388,95.57,15,3.69,2,0.49,1,0.25,20044
20,45,81,75,92.59,5,6.17,1,1.23,0,0.0,20045
20,46,333,322,96.7,6,1.8,4,1.2,1,0.3,20046
20,47,238,227,95.38,10,4.2,1,0.42,0,0.0,20047
20,48,205,197,96.1,5,2.44,3,1.46,0,0.0,20048
20,49,332,315,94.88,15,4.52,2,0.6,0,0.0,20049
20,50,269,259,96.28,6,2.23,2,0.74,2,0.74,20050
20,51,121,105,86.78,12,9.92,3,2.48,1,0.83,20051
20,52,201,189,94.03,9,4.48,2,1.0,1,0.5,20052
20,53,84,80,95.24,3,3.57,1,1.19,0,0.0,20053
20,54,260,246,94.62,10,3.85,2,0.77,2,0.77,20054
20,55,198,183,92.42,9,4.55,4,2.02,2,1.01,20055
21,1,566,539,95.23,22,3.89,2,0.35,3,0.53,21001
21,2,196,185,94.39,8,4.08,2,1.02,1,0.51,21002
21,3,566,544,96.11,18,3.18,4,0.71,0,0.0,21003
21,4,596,565,94.8,26,4.36,3,0.5,2,0.34,21004
21,5,407,396,97.3,10,2.46,0,0.0,1,0.25,21005
21,6,450,432,96.0,14,3.11,3,0.67,1,0.22,21006
21,7,485,470,96.91,14,2.89,1,0.21,0,0.0,21007
21,8,484,466,96.28,16,3.31,0,0.0,2,0.41,21008
21,9,497,481,96.78,14,2.82,2,0.4,0,0.0,21009
21,10,327,318,97.25,7,2.14,1,0.31,1,0.31,21010
21,11,440,424,96.36,10,2.27,6,1.36,0,0.0,21011
21,12,467,451,96.57,12,2.57,4,0.86,0,0.0,21012
21,13,240,232,96.67,7,2.92,1,0.42,0,0.0,21013
21,14,418,405,96.89,13,3.11,0,0.0,0,0.0,21014
21,15,409,400,97.8,4,0.98,4,0.98,1,0.24,21015
21,16,397,382,96.22,13,3.27,2,0.5,0,0.0,21016
21,17,185,172,92.97,13,7.03,0,0.0,0,0.0,21017
21,18,383,373,97.39,9,2.35,0,0.0,1,0.26,21018
21,19,351,341,97.15,7,1.99,2,0.57,1,0.28,21019
21,20,213,205,96.24,7,3.29,1,0.47,0,0.0,21020
21,21,444,420,94.59,23,5.18,1,0.23,0,0.0,21021
21,22,452,434,96.02,14,3.1,3,0.66,1,0.22,21022
21,23,360,346,96.11,13,3.61,1,0.28,0,0.0,21023
21,24,423,417,98.58,4,0.95,1,0.24,1,0.24,21024
21,25,338,333,98.52,5,1.48,0,0.0,0,0.0,21025
21,26,295,291,98.64,3,1.02,1,0.34,0,0.0,21026
21,27,440,427,97.05,10,2.27,1,0.23,2,0.45,21027
21,28,327,314,96.02,13,3.98,0,0.0,0,0.0,21028
21,29,191,185,96.86,4,2.09,1,0.52,1,0.52,21029
21,30,308,299,97.08,5,1.62,2,0.65,2,0.65,21030
21,31,544,531,97.61,9,1.65,0,0.0,4,0.74,21031
21,32,281,272,96.8,6,2.14,3,1.07,0,0.0,21032
21,33,420,405,96.43,14,3.33,0,0.0,1,0.24,21033
21,34,501,486,97.01,12,2.4,3,0.6,0,0.0,21034
21,35,297,286,96.3,10,3.37,1,0.34,0,0.0,21035
21,36,443,429,96.84,11,2.48,2,0.45,1,0.23,21036
21,37,375,360,96.0,15,4.0,0,0.0,0,0.0,21037
21,38,431,424,98.38,7,1.62,0,0.0,0,0.0,21038
21,39,384,363,94.53,19,4.95,2,0.52,0,0.0,21039
21,40,353,345,97.73,7,1.98,0,0.0,1,0.28,21040
21,41,370,352,95.14,18,4.86,0,0.0,0,0.0,21041
21,42,409,388,94.87,20,4.89,0,0.0,1,0.24,21042
21,43,377,367,97.35,8,2.12,2,0.53,0,0.0,21043
21,44,424,405,95.52,16,3.77,2,0.47,1,0.24,21044
21,45,325,308,94.77,17,5.23,0,0.0,0,0.0,21045
21,46,323,311,96.28,9,2.79,3,0.93,0,0.0,21046
21,47,465,445,95.7,18,3.87,1,0.22,1,0.22,21047
21,48,561,544,96.97,14,2.5,2,0.36,1,0.18,21048
21,49,385,372,96.62,12,3.12,1,0.26,0,0.0,21049
21,50,402,379,94.28,18,4.48,4,1.0,1,0.25,21050
21,51,465,454,97.63,8,1.72,3,0.65,0,0.0,21051
21,52,497,475,95.57,18,3.62,3,0.6,1,0.2,21052
21,53,382,354,92.67,24,6.28,2,0.52,2,0.52,21053
21,54,342,332,97.08,7,2.05,0,0.0,3,0.88,21054
21,55,459,435,94.77,20,4.36,2,0.44,2,0.44,21055
21,56,318,311,97.8,6,1.89,1,0.31,0,0.0,21056
21,57,446,427,95.74,17,3.81,0,0.0,2,0.45,21057
21,58,315,306,97.14,8,2.54,1,0.32,0,0.0,21058
21,59,513,498,97.08,13,2.53,2,0.39,0,0.0,21059
21,60,414,395,95.41,17,4.11,0,0.0,2,0.48,21060
21,61,493,463,93.91,22,4.46,6,1.22,2,0.41,21061
21,62,410,398,97.07,8,1.95,4,0.98,0,0.0,21062
21,63,400,390,97.5,8,2.0,2,0.5,0,0.0,21063
21,64,254,247,97.24,5,1.97,1,0.39,1,0.39,21064
21,65,354,339,95.76,15,4.24,0,0.0,0,0.0,21065
21,66,322,313,97.2,8,2.48,1,0.31,0,0.0,21066
21,67,381,368,96.59,11,2.89,1,0.26,1,0.26,21067
21,68,431,421,97.68,9,2.09,1,0.23,0,0.0,21068
21,69,356,345,96.91,10,2.81,0,0.0,1,0.28,21069
21,70,293,284,96.93,7,2.39,1,0.34,1,0.34,21070
21,71,315,297,94.29,16,5.08,2,0.63,0,0.0,21071
21,72,380,367,96.58,13,3.42,0,0.0,0,0.0,21072
21,73,586,564,96.25,21,3.58,1,0.17,0,0.0,21073
21,74,204,189,92.65,9,4.41,5,2.45,1,0.49,21074
21,75,321,312,97.2,9,2.8,0,0.0,0,0.0,21075
21,76,455,445,97.8,8,1.76,1,0.22,1,0.22,21076
22,1,214,188,87.85,18,8.41,4,1.87,4,1.87,22001
22,2,189,172,91.01,13,6.88,3,1.59,1,0.53,22002
22,3,235,211,89.79,17,7.23,5,2.13,2,0.85,22003
22,4,273,250,91.58,18,6.59,4,1.47,1,0.37,22004
22,5,299,273,91.3,19,6.35,6,2.01,1,0.33,22005
22,6,249,226,90.76,16,6.43,6,2.41,1,0.4,22006
22,7,335,320,95.52,13,3.88,2,0.6,0,0.0,22007
22,8,231,196,84.85,22,9.52,11,4.76,2,0.87,22008
22,9,292,257,88.01,18,6.16,12,4.11,5,1.71,22009
22,10,264,240,90.91,17,6.44,7,2.65,0,0.0,22010
22,11,262,226,86.26,28,10.69,5,1.91,3,1.15,22011
22,12,206,188,91.26,15,7.28,2,0.97,1,0.49,22012
22,13,304,264,86.84,25,8.22,9,2.96,6,1.97,22013
22,14,205,179,87.32,15,7.32,3,1.46,8,3.9,22014
22,15,250,208,83.2,28,11.2,13,5.2,1,0.4,22015
22,16,299,273,91.3,20,6.69,3,1.0,3,1.0,22016
22,17,261,231,88.51,21,8.05,6,2.3,3,1.15,22017
22,18,258,221,85.66,24,9.3,9,3.49,4,1.55,22018
22,19,279,267,95.7,10,3.58,1,0.36,1,0.36,22019
22,20,306,271,88.56,22,7.19,10,3.27,3,0.98,22020
22,21,373,360,96.51,11,2.95,1,0.27,1,0.27,22021
22,22,238,206,86.55,23,9.66,4,1.68,5,2.1,22022
22,23,185,176,95.14,7,3.78,2,1.08,0,0.0,22023
22,24,214,184,85.98,22,10.28,6,2.8,2,0.93,22024
22,25,217,191,88.02,21,9.68,3,1.38,2,0.92,22025
22,26,213,190,89.2,15,7.04,7,3.29,1,0.47,22026
22,27,247,214,86.64,25,10.12,6,2.43,2,0.81,22027
22,28,190,168,88.42,15,7.89,4,2.11,3,1.58,22028
22,29,196,179,91.33,6,3.06,4,2.04,7,3.57,22029
22,30,301,266,88.37,26,8.64,4,1.33,5,1.66,22030
23,1,382,291,76.18,78,20.42,7,1.83,6,1.57,23001
23,2,466,377,80.9,78,16.74,4,0.86,7,1.5,23002
23,3,377,250,66.31,115,30.5,3,0.8,9,2.39,23003
23,4,404,294,72.77,96,23.76,5,1.24,9,2.23,23004
23,5,372,297,79.84,62,16.67,9,2.42,4,1.08,23005
23,6,430,320,74.42,100,23.26,6,1.4,4,0.93,23006
23,7,320,303,94.69,10,3.13,4,1.25,3,0.94,23007
23,8,448,341,76.12,92,20.54,6,1.34,9,2.01,23008
23,9,402,327,81.34,60,14.93,13,3.23,2,0.5,23009
23,10,396,334,84.34,51,12.88,8,2.02,3,0.76,23010
23,11,450,308,68.44,125,27.78,3,0.67,14,3.11,23011
23,12,386,257,66.58,115,29.79,7,1.81,7,1.81,23012
23,13,467,323,69.16,119,25.48,12,2.57,13,2.78,23013
23,14,260,247,95.0,9,3.46,3,1.15,1,0.38,23014
23,15,410,294,71.71,96,23.41,9,2.2,11,2.68,23015
23,16,422,322,76.3,87,20.62,8,1.9,5,1.18,23016
23,17,458,325,70.96,115,25.11,7,1.53,11,2.4,23017
23,18,332,247,74.4,77,23.19,3,0.9,5,1.51,23018
23,19,354,263,74.29,75,21.19,7,1.98,9,2.54,23019
23,20,339,251,74.04,74,21.83,5,1.47,9,2.65,23020
23,21,390,365,93.59,22,5.64,3,0.77,0,0.0,23021
23,22,442,331,74.89,86,19.46,17,3.85,8,1.81,23022
23,23,382,259,67.8,105,27.49,8,2.09,10,2.62,23023
23,24,289,230,79.58,52,17.99,3,1.04,4,1.38,23024
23,25,333,251,75.38,65,19.52,10,3.0,7,2.1,23025
23,26,413,270,65.38,125,30.27,11,2.66,7,1.69,23026
23,27,352,260,73.86,82,23.3,5,1.42,5,1.42,23027
23,28,418,323,77.27,76,18.18,7,1.67,12,2.87,23028
23,29,342,275,80.41,50,14.62,13,3.8,4,1.17,23029
23,30,373,280,75.07,83,22.25,2,0.54,8,2.14,23030
23,31,404,320,79.21,73,18.07,5,1.24,6,1.49,23031
23,32,434,351,80.88,69,15.9,10,2.3,4,0.92,23032
23,33,390,302,77.44,64,16.41,15,3.85,9,2.31,23033
23,34,365,269,73.7,78,21.37,5,1.37,13,3.56,23034
23,35,305,293,96.07,10,3.28,2,0.66,0,0.0,23035
23,36,527,379,71.92,129,24.48,9,1.71,10,1.9,23036
23,37,281,271,96.44,8,2.85,0,0.0,2,0.71,23037
23,38,321,246,76.64,70,21.81,3,0.93,2,0.62,23038
23,39,385,267,69.35,105,27.27,6,1.56,7,1.82,23039
23,40,396,287,72.47,96,24.24,4,1.01,9,2.27,23040
23,41,392,278,70.92,100,25.51,7,1.79,7,1.79,23041
23,42,338,259,76.63,67,19.82,4,1.18,8,2.37,23042
23,43,472,345,73.09,110,23.31,5,1.06,12,2.54,23043
23,44,384,301,78.39,72,18.75,6,1.56,5,1.3,23044
23,45,460,337,73.26,106,23.04,8,1.74,9,1.96,23045
23,46,427,315,73.77,93,21.78,13,3.04,6,1.41,23046
23,47,464,317,68.32,128,27.59,10,2.16,9,1.94,23047
23,48,309,216,69.9,82,26.54,3,0.97,8,2.59,23048
23,49,445,286,64.27,135,30.34,6,1.35,18,4.04,23049
23,50,289,226,78.2,55,19.03,6,2.08,2,0.69,23050
23,51,326,246,75.46,70,21.47,5,1.53,5,1.53,23051
23,52,445,335,75.28,92,20.67,7,1.57,11,2.47,23052
23,53,282,234,82.98,41,14.54,3,1.06,4,1.42,23053
