ward,precinct,total,YES,YES Percent,NO,NO Percent,precinct_id
1,1,293,226,77.13,67,22.87,01001
1,2,371,300,80.86,71,19.14,01002
1,3,296,233,78.72,63,21.28,01003
1,4,261,214,81.99,47,18.01,01004
1,5,307,253,82.41,54,17.59,01005
1,6,213,166,77.93,47,22.07,01006
1,7,399,328,82.21,71,17.79,01007
1,8,235,187,79.57,48,20.43,01008
1,9,212,153,72.17,59,27.83,01009
1,10,271,219,80.81,52,19.19,01010
1,11,305,233,76.39,72,23.61,01011
1,12,282,234,82.98,48,17.02,01012
1,13,259,198,76.45,61,23.55,01013
1,14,359,291,81.06,68,18.94,01014
1,15,158,115,72.78,43,27.22,01015
1,16,111,82,73.87,29,26.13,01016
1,17,272,219,80.51,53,19.49,01017
1,18,195,149,76.41,46,23.59,01018
1,19,316,249,78.8,67,21.2,01019
1,20,150,111,74.0,39,26.0,01020
1,21,394,318,80.71,76,19.29,01021
1,22,197,150,76.14,47,23.86,01022
1,23,284,213,75.0,71,25.0,01023
1,24,328,238,72.56,90,27.44,01024
1,25,240,181,75.42,59,24.58,01025
1,26,305,256,83.93,49,16.07,01026
1,27,262,200,76.34,62,23.66,01027
1,28,243,188,77.37,55,22.63,01028
1,29,215,166,77.21,49,22.79,01029
1,30,282,211,74.82,71,25.18,01030
1,31,312,258,82.69,54,17.31,01031
1,32,160,118,73.75,42,26.25,01032
1,33,281,219,77.94,62,22.06,01033
1,34,175,132,75.43,43,24.57,01034
1,35,203,171,84.24,32,15.76,01035
1,36,368,305,82.88,63,17.12,01036
1,37,337,267,79.23,70,20.77,01037
1,38,133,104,78.2,29,21.8,01038
1,39,323,244,75.54,79,24.46,01039
1,40,113,89,78.76,24,21.24,01040
2,1,420,337,80.24,83,19.76,02001
2,2,9,6,66.67,3,33.33,02002
2,3,284,231,81.34,53,18.66,02003
2,4,142,115,80.99,27,19.01,02004
2,5,161,126,78.26,35,21.74,02005
2,6,355,303,85.35,52,14.65,02006
2,7,276,225,81.52,51,18.48,02007
2,8,330,273,82.73,57,17.27,02008
2,9,171,131,76.61,40,23.39,02009
2,10,89,62,69.66,27,30.34,02010
2,11,101,82,81.19,19,18.81,02011
2,12,345,280,81.16,65,18.84,02012
2,13,183,150,81.97,33,18.03,02013
2,14,338,293,86.69,45,13.31,02014
2,15,50,39,78.0,11,22.0,02015
2,16,335,272,81.19,63,18.81,02016
2,17,233,178,76.39,55,23.61,02017
2,18,776,641,82.6,135,17.4,02018
2,19,98,74,75.51,24,24.49,02019
2,20,209,167,79.9,42,20.1,02020
2,21,210,186,88.57,24,11.43,02021
2,22,394,325,82.49,69,17.51,02022
2,23,170,134,78.82,36,21.18,02023
2,24,132,115,87.12,17,12.88,02024
2,25,170,138,81.18,32,18.82,02025
2,26,418,333,79.67,85,20.33,02026
2,27,143,120,83.92,23,16.08,02027
2,28,188,157,83.51,31,16.49,02028
2,29,98,81,82.65,17,17.35,02029
2,30,139,111,79.86,28,20.14,02030
2,31,250,210,84.0,40,16.0,02031
2,32,122,97,79.51,25,20.49,02032
2,33,185,152,82.16,33,17.84,02033
2,34,151,120,79.47,31,20.53,02034
2,35,153,113,73.86,40,26.14,02035
2,36,83,65,78.31,18,21.69,02036
2,37,333,273,81.98,60,18.02,02037
2,38,236,191,80.93,45,19.07,02038
2,39,236,178,75.42,58,24.58,02039
2,40,290,247,85.17,43,14.83,02040
2,41,150,110,73.33,40,26.67,02041
2,42,102,84,82.35,18,17.65,02042
2,43,321,262,81.62,59,18.38,02043
2,44,120,94,78.33,26,21.67,02044
2,45,229,174,75.98,55,24.02,02045
2,46,303,268,88.45,35,11.55,02046
2,47,192,150,78.13,42,21.88,02047
2,48,176,138,78.41,38,21.59,02048
2,49,405,334,82.47,71,17.53,02049
2,50,180,144,80.0,36,20.0,02050
2,51,202,157,77.72,45,22.28,02051
2,52,275,217,78.91,58,21.09,02052
2,53,94,84,89.36,10,10.64,02053
2,54,248,191,77.02,57,22.98,02054
2,55,75,68,90.67,7,9.33,02055
2,56,194,166,85.57,28,14.43,02056
2,57,64,48,75.0,16,25.0,02057
2,58,166,130,78.31,36,21.69,02058
2,59,243,201,82.72,42,17.28,02059
3,1,149,108,72.48,41,27.52,03001
