ward,precinct,total,"Emil Jones, Jr.","Emil Jones, Jr. Percent",precinct_id
9,1,423,423,100.0,09001
9,2,422,422,100.0,09002
9,5,423,423,100.0,09005
9,9,406,406,100.0,09009
9,10,385,385,100.0,09010
9,12,405,405,100.0,09012
9,13,486,486,100.0,09013
9,14,515,515,100.0,09014
9,17,368,368,100.0,09017
9,18,19,19,100.0,09018
9,20,422,422,100.0,09020
9,21,300,300,100.0,09021
9,22,430,430,100.0,09022
9,23,349,349,100.0,09023
9,27,230,230,100.0,09027
9,29,373,373,100.0,09029
9,31,385,385,100.0,09031
9,32,430,430,100.0,09032
9,34,395,395,100.0,09034
9,35,367,367,100.0,09035
9,38,425,425,100.0,09038
9,40,419,419,100.0,09040
9,43,315,315,100.0,09043
9,46,355,355,100.0,09046
9,48,385,385,100.0,09048
9,51,274,274,100.0,09051
9,52,374,374,100.0,09052
9,53,20,20,100.0,09053
9,55,93,93,100.0,09055
19,13,344,344,100.0,19013
19,20,346,346,100.0,19020
19,27,286,286,100.0,19027
19,28,488,488,100.0,19028
19,31,337,337,100.0,19031
19,40,355,355,100.0,19040
19,42,342,342,100.0,19042
19,43,531,531,100.0,19043
19,48,375,375,100.0,19048
19,49,483,483,100.0,19049
19,50,499,499,100.0,19050
19,60,413,413,100.0,19060
19,63,282,282,100.0,19063
19,64,507,507,100.0,19064
19,66,474,474,100.0,19066
19,67,84,84,100.0,19067
21,1,513,513,100.0,21001
21,3,503,503,100.0,21003
21,4,540,540,100.0,21004
21,5,357,357,100.0,21005
21,6,403,403,100.0,21006
21,7,432,432,100.0,21007
21,8,429,429,100.0,21008
21,9,414,414,100.0,21009
21,10,286,286,100.0,21010
21,11,389,389,100.0,21011
21,12,395,395,100.0,21012
21,13,219,219,100.0,21013
21,14,362,362,100.0,21014
21,18,338,338,100.0,21018
21,19,317,317,100.0,21019
21,20,194,194,100.0,21020
21,21,398,398,100.0,21021
21,22,390,390,100.0,21022
21,24,370,370,100.0,21024
21,27,390,390,100.0,21027
21,28,278,278,100.0,21028
21,31,471,471,100.0,21031
21,33,362,362,100.0,21033
21,38,380,380,100.0,21038
21,40,337,337,100.0,21040
21,42,357,357,100.0,21042
21,44,365,365,100.0,21044
21,45,299,299,100.0,21045
21,47,414,414,100.0,21047
21,49,331,331,100.0,21049
21,50,334,334,100.0,21050
21,51,411,411,100.0,21051
21,53,141,141,100.0,21053
21,54,312,312,100.0,21054
21,56,271,271,100.0,21056
21,58,272,272,100.0,21058
21,59,441,441,100.0,21059
21,60,365,365,100.0,21060
21,61,421,421,100.0,21061
21,63,365,365,100.0,21063
21,66,287,287,100.0,21066
21,68,360,360,100.0,21068
34,1,438,438,100.0,34001
34,2,316,316,100.0,34002
34,3,207,207,100.0,34003
34,4,351,351,100.0,34004
34,5,351,351,100.0,34005
34,7,457,457,100.0,34007
34,8,395,395,100.0,34008
34,9,366,366,100.0,34009
34,10,513,513,100.0,34010
34,11,339,339,100.0,34011
34,12,384,384,100.0,34012
34,13,340,340,100.0,34013
34,14,343,343,100.0,34014
34,15,347,347,100.0,34015
34,16,334,334,100.0,34016
34,17,381,381,100.0,34017
34,18,304,304,100.0,34018
34,19,304,304,100.0,34019
34,20,463,463,100.0,34020
34,21,425,425,100.0,34021
34,22,440,440,100.0,34022
34,23,348,348,100.0,34023
34,24,369,369,100.0,34024
34,25,258,258,100.0,34025
34,26,357,357,100.0,34026
34,27,314,314,100.0,34027
34,28,281,281,100.0,34028
34,29,514,514,100.0,34029
34,30,466,466,100.0,34030
34,31,341,341,100.0,34031
34,32,421,421,100.0,34032
34,33,204,204,100.0,34033
34,34,362,362,100.0,34034
34,36,473,473,100.0,34036
34,37,257,257,100.0,34037
34,38,302,302,100.0,34038
34,39,311,311,100.0,34039
34,40,499,499,100.0,34040
34,41,409,409,100.0,34041
34,42,443,443,100.0,34042
34,43,359,359,100.0,34043
34,44,476,476,100.0,34044
34,45,465,465,100.0,34045
34,46,251,251,100.0,34046
34,47,264,264,100.0,34047
34,48,350,350,100.0,34048
34,49,409,409,100.0,34049
34,50,338,338,100.0,34050
34,51,569,569,100.0,34051
34,52,356,356,100.0,34052
34,53,413,413,100.0,34053
34,54,331,331,100.0,34054
34,55,322,322,100.0,34055
34,56,321,321,100.0,34056
34,57,295,295,100.0,34057
34,58,333,333,100.0,34058
34,59,352,352,100.0,34059
34,60,292,292,100.0,34060
34,61,205,205,100.0,34061
34,62,435,435,100.0,34062
34,63,404,404,100.0,34063
34,64,117,117,100.0,34064
34,66,402,402,100.0,34066
34,67,343,343,100.0,34067
34,68,243,243,100.0,34068
34,69,280,280,100.0,34069
34,70,420,420,100.0,34070
34,71,309,309,100.0,34071
34,72,301,301,100.0,34072
34,73,323,323,100.0,34073
